AGS,Altersgruppe,Name,GueltigAb,GueltigBis,Einwohner,männlich,weiblich
05374,A05-A14,LK Oberbergischer Kreis,2021-08-27,2222-12-31,25810,13141,12669
05374,A15-A34,LK Oberbergischer Kreis,2021-08-27,2222-12-31,59189,31108,28081
05374,A35-A59,LK Oberbergischer Kreis,2021-08-27,2222-12-31,93275,46095,47180
05374,A60-A79,LK Oberbergischer Kreis,2021-08-27,2222-12-31,59847,28616,31231
05374,A80+,LK Oberbergischer Kreis,2021-08-27,2222-12-31,19865,7612,12253
05374,unbekannt,LK Oberbergischer Kreis,2020-01-01,2222-12-31,0,0,0
05378,A00+,LK Rheinisch-Bergischer Kreis,2020-01-01,2020-10-07,283455,,
05378,A00+,LK Rheinisch-Bergischer Kreis,2020-10-08,2021-08-26,283271,,
05378,A00+,LK Rheinisch-Bergischer Kreis,2021-08-27,2222-12-31,283275,137257,146018
05378,A00-A04,LK Rheinisch-Bergischer Kreis,2021-08-27,2222-12-31,13014,6621,6393
05378,A05-A14,LK Rheinisch-Bergischer Kreis,2021-08-27,2222-12-31,26296,13593,12703
05378,A15-A34,LK Rheinisch-Bergischer Kreis,2021-08-27,2222-12-31,55775,28730,27045
05378,A35-A59,LK Rheinisch-Bergischer Kreis,2021-08-27,2222-12-31,100212,48625,51587
05378,A60-A79,LK Rheinisch-Bergischer Kreis,2021-08-27,2222-12-31,65089,30492,34597
05378,A80+,LK Rheinisch-Bergischer Kreis,2021-08-27,2222-12-31,22889,9196,13693
05378,unbekannt,LK Rheinisch-Bergischer Kreis,2020-01-01,2222-12-31,0,0,0
05382,A00+,LK Rhein-Sieg-Kreis,2020-01-01,2020-10-07,599780,,
05382,A00+,LK Rhein-Sieg-Kreis,2020-10-08,2021-08-26,600764,,
05382,A00+,LK Rhein-Sieg-Kreis,2021-08-27,2222-12-31,600375,294058,306317
05382,A00-A04,LK Rhein-Sieg-Kreis,2021-08-27,2222-12-31,29083,15081,14002
05382,A05-A14,LK Rhein-Sieg-Kreis,2021-08-27,2222-12-31,58278,30211,28067
05382,A15-A34,LK Rhein-Sieg-Kreis,2021-08-27,2222-12-31,127673,66484,61189
05382,A35-A59,LK Rhein-Sieg-Kreis,2021-08-27,2222-12-31,210046,102617,107429
05382,A60-A79,LK Rhein-Sieg-Kreis,2021-08-27,2222-12-31,133225,62635,70590
05382,A80+,LK Rhein-Sieg-Kreis,2021-08-27,2222-12-31,42070,17030,25040
05382,unbekannt,LK Rhein-Sieg-Kreis,2020-01-01,2222-12-31,0,0,0
05512,A00+,SK Bottrop,2020-01-01,2020-10-07,117383,,
05512,A00+,SK Bottrop,2020-10-08,2021-08-26,117565,,
05512,A00+,SK Bottrop,2021-08-27,2222-12-31,117388,57122,60266
05512,A00-A04,SK Bottrop,2021-08-27,2222-12-31,5392,2777,2615
05512,A05-A14,SK Bottrop,2021-08-27,2222-12-31,10006,5176,4830
05512,A15-A34,SK Bottrop,2021-08-27,2222-12-31,25431,13149,12282
05512,A35-A59,SK Bottrop,2021-08-27,2222-12-31,40452,20088,20364
05512,A60-A79,SK Bottrop,2021-08-27,2222-12-31,27488,12876,14612
05512,A80+,SK Bottrop,2021-08-27,2222-12-31,8619,3056,5563
05512,unbekannt,SK Bottrop,2020-01-01,2222-12-31,0,0,0
05513,A00+,SK Gelsenkirchen,2020-01-01,2020-10-07,260654,,
05513,A00+,SK Gelsenkirchen,2020-10-08,2021-08-26,259645,,
05513,A00+,SK Gelsenkirchen,2021-08-27,2222-12-31,259105,128800,130305
05513,A00-A04,SK Gelsenkirchen,2021-08-27,2222-12-31,14018,7087,6931
05513,A05-A14,SK Gelsenkirchen,2021-08-27,2222-12-31,25431,13262,12169
05513,A15-A34,SK Gelsenkirchen,2021-08-27,2222-12-31,61385,32293,29092
05513,A35-A59,SK Gelsenkirchen,2021-08-27,2222-12-31,86338,44041,42297
05513,A60-A79,SK Gelsenkirchen,2021-08-27,2222-12-31,54755,26009,28746
05513,A80+,SK Gelsenkirchen,2021-08-27,2222-12-31,17178,6108,11070
05513,unbekannt,SK Gelsenkirchen,2020-01-01,2222-12-31,0,0,0
05515,A00+,SK Münster,2020-01-01,2020-10-07,314319,,
05515,A00+,SK Münster,2020-10-08,2021-08-26,315293,,
05515,A00+,SK Münster,2021-08-27,2222-12-31,316403,152025,164378
05515,A00-A04,SK Münster,2021-08-27,2222-12-31,14350,7409,6941
05515,A05-A14,SK Münster,2021-08-27,2222-12-31,25617,13210,12407
05515,A15-A34,SK Münster,2021-08-27,2222-12-31,102348,48992,53356
05515,A35-A59,SK Münster,2021-08-27,2222-12-31,100286,49797,50489
05515,A60-A79,SK Münster,2021-08-27,2222-12-31,54791,25587,29204
05515,A80+,SK Münster,2021-08-27,2222-12-31,19011,7030,11981
05515,unbekannt,SK Münster,2020-01-01,2222-12-31,0,0,0
05554,A00+,LK Borken,2020-01-01,2020-10-07,370676,,
05554,A00+,LK Borken,2020-10-08,2021-08-26,371339,,
05554,A00+,LK Borken,2021-08-27,2222-12-31,371898,185800,186098
05554,A00-A04,LK Borken,2021-08-27,2222-12-31,19376,9947,9429
05554,A05-A14,LK Borken,2021-08-27,2222-12-31,36957,18848,18109
05554,A15-A34,LK Borken,2021-08-27,2222-12-31,86565,45637,40928
05554,A35-A59,LK Borken,2021-08-27,2222-12-31,130279,65765,64514
05554,A60-A79,LK Borken,2021-08-27,2222-12-31,75548,36782,38766
05554,A80+,LK Borken,2021-08-27,2222-12-31,23173,8821,14352
05554,unbekannt,LK Borken,2020-01-01,2222-12-31,0,0,0
05558,A00+,LK Coesfeld,2020-01-01,2020-10-07,219929,,
05558,A00+,LK Coesfeld,2020-10-08,2021-08-26,220586,,
05558,A00+,LK Coesfeld,2021-08-27,2222-12-31,220712,108863,111849
05558,A00-A04,LK Coesfeld,2021-08-27,2222-12-31,11051,5649,5402
05558,A05-A14,LK Coesfeld,2021-08-27,2222-12-31,20599,10686,9913
05558,A15-A34,LK Coesfeld,2021-08-27,2222-12-31,46752,24535,22217
05558,A35-A59,LK Coesfeld,2021-08-27,2222-12-31,77534,38349,39185
05558,A60-A79,LK Coesfeld,2021-08-27,2222-12-31,49842,23967,25875
05558,A80+,LK Coesfeld,2021-08-27,2222-12-31,14934,5677,9257
05558,unbekannt,LK Coesfeld,2020-01-01,2222-12-31,0,0,0
05562,A00+,LK Recklinghausen,2020-01-01,2020-10-07,615261,,
05562,A00+,LK Recklinghausen,2020-10-08,2021-08-26,614137,,
05562,A00+,LK Recklinghausen,2021-08-27,2222-12-31,613599,299053,314546
05562,A00-A04,LK Recklinghausen,2021-08-27,2222-12-31,29082,14945,14137
05562,A05-A14,LK Recklinghausen,2021-08-27,2222-12-31,54326,28024,26302
05562,A15-A34,LK Recklinghausen,2021-08-27,2222-12-31,128975,66741,62234
05562,A35-A59,LK Recklinghausen,2021-08-27,2222-12-31,210362,104272,106090
05562,A60-A79,LK Recklinghausen,2021-08-27,2222-12-31,145275,68225,77050
05562,A80+,LK Recklinghausen,2021-08-27,2222-12-31,45579,16846,28733
05562,unbekannt,LK Recklinghausen,2020-01-01,2222-12-31,0,0,0
05566,A00+,LK Steinfurt,2020-01-01,2020-10-07,447614,,
05566,A00+,LK Steinfurt,2020-10-08,2021-08-26,448220,,
05566,A00+,LK Steinfurt,2021-08-27,2222-12-31,448197,222884,225313
05566,A00-A04,LK Steinfurt,2021-08-27,2222-12-31,22871,11716,11155
05566,A05-A14,LK Steinfurt,2021-08-27,2222-12-31,43519,22542,20977
05566,A15-A34,LK Steinfurt,2021-08-27,2222-12-31,101350,53516,47834
05566,A35-A59,LK Steinfurt,2021-08-27,2222-12-31,157168,78542,78626
05566,A60-A79,LK Steinfurt,2021-08-27,2222-12-31,93448,45275,48173
05566,A80+,LK Steinfurt,2021-08-27,2222-12-31,29841,11293,18548
05566,unbekannt,LK Steinfurt,2020-01-01,2222-12-31,0,0,0
05570,A00+,LK Warendorf,2020-01-01,2020-10-07,277783,,
05570,A00+,LK Warendorf,2020-10-08,2021-08-26,277840,,
05570,A00+,LK Warendorf,2021-08-27,2222-12-31,277417,136924,140493
05570,A00-A04,LK Warendorf,2021-08-27,2222-12-31,13498,6926,6572
05570,A05-A14,LK Warendorf,2021-08-27,2222-12-31,26745,13788,12957
05570,A15-A34,LK Warendorf,2021-08-27,2222-12-31,60213,31597,28616
05570,A35-A59,LK Warendorf,2021-08-27,2222-12-31,96341,48030,48311
05570,A60-A79,LK Warendorf,2021-08-27,2222-12-31,60828,29109,31719
05570,A80+,LK Warendorf,2021-08-27,2222-12-31,19792,7474,12318
05570,unbekannt,LK Warendorf,2020-01-01,2222-12-31,0,0,0
05711,A00+,SK Bielefeld,2020-01-01,2020-10-07,333786,,
05711,A00+,SK Bielefeld,2020-10-08,2021-08-26,334195,,
05711,A00+,SK Bielefeld,2021-08-27,2222-12-31,333509,160802,172707
05711,A00-A04,SK Bielefeld,2021-08-27,2222-12-31,16769,8499,8270
05711,A05-A14,SK Bielefeld,2021-08-27,2222-12-31,31215,16011,15204
05711,A15-A34,SK Bielefeld,2021-08-27,2222-12-31,88120,43605,44515
05711,A35-A59,SK Bielefeld,2021-08-27,2222-12-31,109796,54426,55370
05711,A60-A79,SK Bielefeld,2021-08-27,2222-12-31,63804,29451,34353
05711,A80+,SK Bielefeld,2021-08-27,2222-12-31,23805,8810,14995
05711,unbekannt,SK Bielefeld,2020-01-01,2222-12-31,0,0,0
05754,A00+,LK Gütersloh,2020-01-01,2020-10-07,364083,,
05754,A00+,LK Gütersloh,2020-10-08,2021-08-26,364938,,
05754,A00+,LK Gütersloh,2021-08-27,2222-12-31,364818,181947,182871
05754,A00-A04,LK Gütersloh,2021-08-27,2222-12-31,18382,9446,8936
05754,A05-A14,LK Gütersloh,2021-08-27,2222-12-31,35573,18274,17299
05754,A15-A34,LK Gütersloh,2021-08-27,2222-12-31,83723,44520,39203
05754,A35-A59,LK Gütersloh,2021-08-27,2222-12-31,128560,64610,63950
05754,A60-A79,LK Gütersloh,2021-08-27,2222-12-31,73830,35615,38215
05754,A80+,LK Gütersloh,2021-08-27,2222-12-31,24750,9482,15268
05754,unbekannt,LK Gütersloh,2020-01-01,2222-12-31,0,0,0
05758,A00+,LK Herford,2020-01-01,2020-10-07,250783,,
05758,A00+,LK Herford,2020-10-08,2021-08-26,250578,,
05758,A00+,LK Herford,2021-08-27,2222-12-31,250547,123181,127366
05758,A00-A04,LK Herford,2021-08-27,2222-12-31,11943,6167,5776
05758,A05-A14,LK Herford,2021-08-27,2222-12-31,23579,12184,11395
05758,A15-A34,LK Herford,2021-08-27,2222-12-31,53675,28032,25643
05758,A35-A59,LK Herford,2021-08-27,2222-12-31,86502,43063,43439
05758,A60-A79,LK Herford,2021-08-27,2222-12-31,54998,26336,28662
05758,A80+,LK Herford,2021-08-27,2222-12-31,19850,7399,12451
05758,unbekannt,LK Herford,2020-01-01,2222-12-31,0,0,0
05762,A00+,LK Höxter,2020-01-01,2020-10-07,140667,,
05762,A00+,LK Höxter,2020-10-08,2021-08-26,140251,,
05762,A00+,LK Höxter,2021-08-27,2222-12-31,139729,69556,70173
05762,A00-A04,LK Höxter,2021-08-27,2222-12-31,6261,3214,3047
05762,A05-A14,LK Höxter,2021-08-27,2222-12-31,12758,6580,6178
05762,A15-A34,LK Höxter,2021-08-27,2222-12-31,29651,15909,13742
05762,A35-A59,LK Höxter,2021-08-27,2222-12-31,47276,23714,23562
05762,A60-A79,LK Höxter,2021-08-27,2222-12-31,32826,15999,16827
05762,A80+,LK Höxter,2021-08-27,2222-12-31,10957,4140,6817
05762,unbekannt,LK Höxter,2020-01-01,2222-12-31,0,0,0
05766,A00+,LK Lippe,2020-01-01,2020-10-07,348391,,
05766,A00+,LK Lippe,2020-10-08,2021-08-26,347514,,
05766,A00+,LK Lippe,2021-08-27,2222-12-31,346970,170224,176746
05766,A00-A04,LK Lippe,2021-08-27,2222-12-31,17389,8902,8487
05766,A05-A14,LK Lippe,2021-08-27,2222-12-31,34492,17794,16698
05766,A15-A34,LK Lippe,2021-08-27,2222-12-31,75725,39588,36137
05766,A35-A59,LK Lippe,2021-08-27,2222-12-31,114424,56644,57780
05766,A60-A79,LK Lippe,2021-08-27,2222-12-31,77340,36759,40581
05766,A80+,LK Lippe,2021-08-27,2222-12-31,27600,10537,17063
05766,unbekannt,LK Lippe,2020-01-01,2222-12-31,0,0,0
05770,A00+,LK Minden-Lübbecke,2020-01-01,2020-10-07,310710,,
05770,A00+,LK Minden-Lübbecke,2020-10-08,2021-08-26,310409,,
05770,A00+,LK Minden-Lübbecke,2021-08-27,2222-12-31,310270,153264,157006
05770,A00-A04,LK Minden-Lübbecke,2021-08-27,2222-12-31,15139,7989,7150
05770,A05-A14,LK Minden-Lübbecke,2021-08-27,2222-12-31,29782,15247,14535
05770,A15-A34,LK Minden-Lübbecke,2021-08-27,2222-12-31,68380,36115,32265
05770,A35-A59,LK Minden-Lübbecke,2021-08-27,2222-12-31,104288,52033,52255
05770,A60-A79,LK Minden-Lübbecke,2021-08-27,2222-12-31,68618,32697,35921
05770,A80+,LK Minden-Lübbecke,2021-08-27,2222-12-31,24063,9183,14880
05770,unbekannt,LK Minden-Lübbecke,2020-01-01,2222-12-31,0,0,0
05774,A00+,LK Paderborn,2020-01-01,2020-10-07,306890,,
05774,A00+,LK Paderborn,2020-10-08,2021-08-26,307839,,
05774,A00+,LK Paderborn,2021-08-27,2222-12-31,308335,154388,153947
05774,A00-A04,LK Paderborn,2021-08-27,2222-12-31,15650,8086,7564
05774,A05-A14,LK Paderborn,2021-08-27,2222-12-31,29683,15207,14476
05774,A15-A34,LK Paderborn,2021-08-27,2222-12-31,80388,42575,37813
05774,A35-A59,LK Paderborn,2021-08-27,2222-12-31,103402,52239,51163
05774,A60-A79,LK Paderborn,2021-08-27,2222-12-31,60998,29383,31615
05774,A80+,LK Paderborn,2021-08-27,2222-12-31,18214,6898,11316
05774,unbekannt,LK Paderborn,2020-01-01,2222-12-31,0,0,0
05911,A00+,SK Bochum,2020-01-01,2020-10-07,364628,,
05911,A00+,SK Bochum,2020-10-08,2021-08-26,365587,,
05911,A00+,SK Bochum,2021-08-27,2222-12-31,364454,177829,186625
05911,A00-A04,SK Bochum,2021-08-27,2222-12-31,16226,8291,7935
05911,A05-A14,SK Bochum,2021-08-27,2222-12-31,29179,15169,14010
05911,A15-A34,SK Bochum,2021-08-27,2222-12-31,93771,48460,45311
05911,A35-A59,SK Bochum,2021-08-27,2222-12-31,118724,59534,59190
05911,A60-A79,SK Bochum,2021-08-27,2222-12-31,79176,36634,42542
05911,A80+,SK Bochum,2021-08-27,2222-12-31,27378,9741,17637
05911,unbekannt,SK Bochum,2020-01-01,2222-12-31,0,0,0
05913,A00+,SK Dortmund,2020-01-01,2020-10-07,587010,,
05913,A00+,SK Dortmund,2020-10-08,2021-08-26,588250,,
05913,A00+,SK Dortmund,2021-08-27,2222-12-31,587696,289096,298600
05913,A00-A04,SK Dortmund,2021-08-27,2222-12-31,29179,15035,14144
05913,A05-A14,SK Dortmund,2021-08-27,2222-12-31,52472,26580,25892
05913,A15-A34,SK Dortmund,2021-08-27,2222-12-31,149697,78131,71566
05913,A35-A59,SK Dortmund,2021-08-27,2222-12-31,196935,98607,98328
05913,A60-A79,SK Dortmund,2021-08-27,2222-12-31,119390,55708,63682
05913,A80+,SK Dortmund,2021-08-27,2222-12-31,40023,15035,24988
05913,unbekannt,SK Dortmund,2020-01-01,2222-12-31,0,0,0
05914,A00+,SK Hagen,2020-01-01,2020-10-07,188814,,
05914,A00+,SK Hagen,2020-10-08,2021-08-26,188686,,
05914,A00+,SK Hagen,2021-08-27,2222-12-31,188687,92235,96452
05914,A00-A04,SK Hagen,2021-08-27,2222-12-31,9833,5024,4809
05914,A05-A14,SK Hagen,2021-08-27,2222-12-31,18088,9299,8789
05914,A15-A34,SK Hagen,2021-08-27,2222-12-31,43420,22509,20911
05914,A35-A59,SK Hagen,2021-08-27,2222-12-31,62519,31332,31187
05914,A60-A79,SK Hagen,2021-08-27,2222-12-31,40714,18887,21827
05914,A80+,SK Hagen,2021-08-27,2222-12-31,14113,5184,8929
05914,unbekannt,SK Hagen,2020-01-01,2222-12-31,0,0,0
05915,A00+,SK Hamm,2020-01-01,2020-10-07,179111,,
05915,A00+,SK Hamm,2020-10-08,2021-08-26,179916,,
05915,A00+,SK Hamm,2021-08-27,2222-12-31,178967,88085,90882
05915,A00-A04,SK Hamm,2021-08-27,2222-12-31,8649,4381,4268
05915,A05-A14,SK Hamm,2021-08-27,2222-12-31,17236,8919,8317
05915,A15-A34,SK Hamm,2021-08-27,2222-12-31,42616,22303,20313
05915,A35-A59,SK Hamm,2021-08-27,2222-12-31,60400,30356,30044
05915,A60-A79,SK Hamm,2021-08-27,2222-12-31,37768,17543,20225
05915,A80+,SK Hamm,2021-08-27,2222-12-31,12298,4583,7715
05915,unbekannt,SK Hamm,2020-01-01,2222-12-31,0,0,0
05916,A00+,SK Herne,2020-01-01,2020-10-07,156374,,
05916,A00+,SK Herne,2020-10-08,2021-08-26,156449,,
05916,A00+,SK Herne,2021-08-27,2222-12-31,156940,77058,79882
05916,A00-A04,SK Herne,2021-08-27,2222-12-31,7552,3816,3736
05916,A05-A14,SK Herne,2021-08-27,2222-12-31,14051,7232,6819
05916,A15-A34,SK Herne,2021-08-27,2222-12-31,36838,19187,17651
05916,A35-A59,SK Herne,2021-08-27,2222-12-31,53367,27169,26198
05916,A60-A79,SK Herne,2021-08-27,2222-12-31,33918,15743,18175
05916,A80+,SK Herne,2021-08-27,2222-12-31,11214,3911,7303
05916,unbekannt,SK Herne,2020-01-01,2222-12-31,0,0,0
05954,A00+,LK Ennepe-Ruhr-Kreis,2020-01-01,2020-10-07,324296,,
05954,A00+,LK Ennepe-Ruhr-Kreis,2020-10-08,2021-08-26,324106,,
05954,A00+,LK Ennepe-Ruhr-Kreis,2021-08-27,2222-12-31,323130,156848,166282
05954,A00-A04,LK Ennepe-Ruhr-Kreis,2021-08-27,2222-12-31,14695,7556,7139
05954,A05-A14,LK Ennepe-Ruhr-Kreis,2021-08-27,2222-12-31,27341,14012,13329
05954,A15-A34,LK Ennepe-Ruhr-Kreis,2021-08-27,2222-12-31,67314,34609,32705
05954,A35-A59,LK Ennepe-Ruhr-Kreis,2021-08-27,2222-12-31,111390,55037,56353
05954,A60-A79,LK Ennepe-Ruhr-Kreis,2021-08-27,2222-12-31,76877,35949,40928
05954,A80+,LK Ennepe-Ruhr-Kreis,2021-08-27,2222-12-31,25513,9685,15828
05954,unbekannt,LK Ennepe-Ruhr-Kreis,2020-01-01,2222-12-31,0,0,0
05958,A00+,LK Hochsauerlandkreis,2020-01-01,2020-10-07,260475,,
05958,A00+,LK Hochsauerlandkreis,2020-10-08,2021-08-26,259777,,
05958,A00+,LK Hochsauerlandkreis,2021-08-27,2222-12-31,259030,129379,129651
05958,A00-A04,LK Hochsauerlandkreis,2021-08-27,2222-12-31,11617,5966,5651
05958,A05-A14,LK Hochsauerlandkreis,2021-08-27,2222-12-31,22807,11769,11038
05958,A15-A34,LK Hochsauerlandkreis,2021-08-27,2222-12-31,56588,30394,26194
05958,A35-A59,LK Hochsauerlandkreis,2021-08-27,2222-12-31,89465,45233,44232
05958,A60-A79,LK Hochsauerlandkreis,2021-08-27,2222-12-31,58807,28575,30232
05958,A80+,LK Hochsauerlandkreis,2021-08-27,2222-12-31,19746,7442,12304
05958,unbekannt,LK Hochsauerlandkreis,2020-01-01,2222-12-31,0,0,0
05962,A00+,LK Märkischer Kreis,2020-01-01,2020-10-07,412120,,
05962,A00+,LK Märkischer Kreis,2020-10-08,2021-08-26,410222,,
05962,A00+,LK Märkischer Kreis,2021-08-27,2222-12-31,408662,201181,207481
05962,A00-A04,LK Märkischer Kreis,2021-08-27,2222-12-31,19314,10032,9282
05962,A05-A14,LK Märkischer Kreis,2021-08-27,2222-12-31,37313,19335,17978
05962,A15-A34,LK Märkischer Kreis,2021-08-27,2222-12-31,88559,46423,42136
05962,A35-A59,LK Märkischer Kreis,2021-08-27,2222-12-31,141136,70178,70958
05962,A60-A79,LK Märkischer Kreis,2021-08-27,2222-12-31,91836,43546,48290
05962,A80+,LK Märkischer Kreis,2021-08-27,2222-12-31,30504,11667,18837
05962,unbekannt,LK Märkischer Kreis,2020-01-01,2222-12-31,0,0,0
05966,A00+,LK Olpe,2020-01-01,2020-10-07,134775,,
05966,A00+,LK Olpe,2020-10-08,2021-08-26,133955,,
05966,A00+,LK Olpe,2021-08-27,2222-12-31,133362,66810,66552
05966,A00-A04,LK Olpe,2021-08-27,2222-12-31,6273,3225,3048
05966,A05-A14,LK Olpe,2021-08-27,2222-12-31,12348,6488,5860
05966,A15-A34,LK Olpe,2021-08-27,2222-12-31,29700,15708,13992
05966,A35-A59,LK Olpe,2021-08-27,2222-12-31,47283,23852,23431
05966,A60-A79,LK Olpe,2021-08-27,2222-12-31,28810,14161,14649
05966,A80+,LK Olpe,2021-08-27,2222-12-31,8948,3376,5572
05966,unbekannt,LK Olpe,2020-01-01,2222-12-31,0,0,0
05970,A00+,LK Siegen-Wittgenstein,2020-01-01,2020-10-07,278210,,
05970,A00+,LK Siegen-Wittgenstein,2020-10-08,2021-08-26,276944,,
05970,A00+,LK Siegen-Wittgenstein,2021-08-27,2222-12-31,275491,136747,138744
05970,A00-A04,LK Siegen-Wittgenstein,2021-08-27,2222-12-31,13346,6847,6499
05970,A05-A14,LK Siegen-Wittgenstein,2021-08-27,2222-12-31,24581,12739,11842
05970,A15-A34,LK Siegen-Wittgenstein,2021-08-27,2222-12-31,65406,34083,31323
05970,A35-A59,LK Siegen-Wittgenstein,2021-08-27,2222-12-31,91434,46236,45198
05970,A60-A79,LK Siegen-Wittgenstein,2021-08-27,2222-12-31,60983,29095,31888
05970,A80+,LK Siegen-Wittgenstein,2021-08-27,2222-12-31,19741,7747,11994
05970,unbekannt,LK Siegen-Wittgenstein,2020-01-01,2222-12-31,0,0,0
05974,A00+,LK Soest,2020-01-01,2020-10-07,301902,,
05974,A00+,LK Soest,2020-10-08,2021-08-26,301785,,
05974,A00+,LK Soest,2021-08-27,2222-12-31,301016,149419,151597
05974,A00-A04,LK Soest,2021-08-27,2222-12-31,14063,7210,6853
05974,A05-A14,LK Soest,2021-08-27,2222-12-31,27905,14509,13396
05974,A15-A34,LK Soest,2021-08-27,2222-12-31,65547,34959,30588
05974,A35-A59,LK Soest,2021-08-27,2222-12-31,104957,52607,52350
05974,A60-A79,LK Soest,2021-08-27,2222-12-31,66770,31867,34903
05974,A80+,LK Soest,2021-08-27,2222-12-31,21774,8267,13507
05974,unbekannt,LK Soest,2020-01-01,2222-12-31,0,0,0
05978,A00+,LK Unna,2020-01-01,2020-10-07,394782,,
05978,A00+,LK Unna,2020-10-08,2021-08-26,394891,,
05978,A00+,LK Unna,2021-08-27,2222-12-31,393618,191749,201869
05978,A00-A04,LK Unna,2021-08-27,2222-12-31,18345,9405,8940
05978,A05-A14,LK Unna,2021-08-27,2222-12-31,35051,18061,16990
05978,A15-A34,LK Unna,2021-08-27,2222-12-31,82737,43009,39728
05978,A35-A59,LK Unna,2021-08-27,2222-12-31,135761,67157,68604
05978,A60-A79,LK Unna,2021-08-27,2222-12-31,92440,43248,49192
05978,A80+,LK Unna,2021-08-27,2222-12-31,29284,10869,18415
05978,unbekannt,LK Unna,2020-01-01,2222-12-31,0,0,0
06,A00+,Hessen,2020-01-01,2020-10-07,6265809,,
06,A00+,Hessen,2020-10-08,2021-08-25,6288080,,
06,A00+,Hessen,2021-08-26,2222-12-31,6293154,3108408,3184746
06,A00-A04,Hessen,2021-08-26,2222-12-31,305325,156799,148526
06,A05-A14,Hessen,2021-08-26,2222-12-31,578413,296948,281465
06,A15-A34,Hessen,2021-08-26,2222-12-31,1472042,762675,709367
06,A35-A59,Hessen,2021-08-26,2222-12-31,2194494,1097161,1097332
06,A60-A79,Hessen,2021-08-26,2222-12-31,1320801,628872,691930
06,A80+,Hessen,2021-08-26,2222-12-31,422079,165953,256126
06,unbekannt,Hessen,2020-01-01,2222-12-31,0,0,0
06411,A00+,SK Darmstadt,2020-01-01,2020-10-07,159207,,
06411,A00+,SK Darmstadt,2020-10-08,2021-08-26,159878,,
06411,A00+,SK Darmstadt,2021-08-27,2222-12-31,159174,81048,78126
06411,A00-A04,SK Darmstadt,2021-08-27,2222-12-31,7852,4005,3847
06411,A05-A14,SK Darmstadt,2021-08-27,2222-12-31,13857,7090,6767
06411,A15-A34,SK Darmstadt,2021-08-27,2222-12-31,51316,28565,22751
06411,A35-A59,SK Darmstadt,2021-08-27,2222-12-31,49441,25063,24378
06411,A60-A79,SK Darmstadt,2021-08-27,2222-12-31,27689,12873,14816
06411,A80+,SK Darmstadt,2021-08-27,2222-12-31,9019,3452,5567
06411,unbekannt,SK Darmstadt,2020-01-01,2222-12-31,0,0,0
06412,A00+,SK Frankfurt am Main,2020-01-01,2020-10-07,753056,,
06412,A00+,SK Frankfurt am Main,2020-10-08,2021-08-26,763380,,
06412,A00+,SK Frankfurt am Main,2021-08-27,2222-12-31,764104,377199,386905
06412,A00-A04,SK Frankfurt am Main,2021-08-27,2222-12-31,41163,21031,20132
06412,A05-A14,SK Frankfurt am Main,2021-08-27,2222-12-31,69587,35405,34182
06412,A15-A34,SK Frankfurt am Main,2021-08-27,2222-12-31,212749,105447,107302
06412,A35-A59,SK Frankfurt am Main,2021-08-27,2222-12-31,280901,143238,137663
06412,A60-A79,SK Frankfurt am Main,2021-08-27,2222-12-31,122927,58145,64782
06412,A80+,SK Frankfurt am Main,2021-08-27,2222-12-31,36777,13933,22844
06412,unbekannt,SK Frankfurt am Main,2020-01-01,2222-12-31,0,0,0
06413,A00+,SK Offenbach,2020-01-01,2020-10-07,128744,,
06413,A00+,SK Offenbach,2020-10-08,2021-08-26,130280,,
06413,A00+,SK Offenbach,2021-08-27,2222-12-31,130892,65063,65829
06413,A00-A04,SK Offenbach,2021-08-27,2222-12-31,7539,3898,3641
06413,A05-A14,SK Offenbach,2021-08-27,2222-12-31,13052,6650,6402
06413,A15-A34,SK Offenbach,2021-08-27,2222-12-31,35871,18124,17747
06413,A35-A59,SK Offenbach,2021-08-27,2222-12-31,45623,23362,22261
06413,A60-A79,SK Offenbach,2021-08-27,2222-12-31,22140,10451,11689
06413,A80+,SK Offenbach,2021-08-27,2222-12-31,6667,2578,4089
06413,unbekannt,SK Offenbach,2020-01-01,2222-12-31,0,0,0
06414,A00+,SK Wiesbaden,2020-01-01,2020-10-07,278342,,
06414,A00+,SK Wiesbaden,2020-10-08,2021-08-26,278474,,
06414,A00+,SK Wiesbaden,2021-08-27,2222-12-31,278609,133265,145344
06414,A00-A04,SK Wiesbaden,2021-08-27,2222-12-31,14887,7609,7278
06414,A05-A14,SK Wiesbaden,2021-08-27,2222-12-31,27074,13913,13161
06414,A15-A34,SK Wiesbaden,2021-08-27,2222-12-31,67403,33364,34039
06414,A35-A59,SK Wiesbaden,2021-08-27,2222-12-31,96095,46201,49894
06414,A60-A79,SK Wiesbaden,2021-08-27,2222-12-31,54746,25032,29714
06414,A80+,SK Wiesbaden,2021-08-27,2222-12-31,18404,7146,11258
06414,unbekannt,SK Wiesbaden,2020-01-01,2222-12-31,0,0,0
06431,A00+,LK Bergstraße,2020-01-01,2020-10-07,269694,,
06431,A00+,LK Bergstraße,2020-10-08,2021-08-26,270340,,
06431,A00+,LK Bergstraße,2021-08-27,2222-12-31,271015,134047,136968
06431,A00-A04,LK Bergstraße,2021-08-27,2222-12-31,12801,6535,6266
06431,A05-A14,LK Bergstraße,2021-08-27,2222-12-31,24137,12329,11808
06431,A15-A34,LK Bergstraße,2021-08-27,2222-12-31,56470,29863,26607
