AGS,Altersgruppe,Name,GueltigAb,GueltigBis,Einwohner,männlich,weiblich
08226,A80+,LK Rhein-Neckar-Kreis,2021-08-27,2222-12-31,38328,15313,23015
08226,unbekannt,LK Rhein-Neckar-Kreis,2020-01-01,2222-12-31,0,0,0
08231,A00+,SK Pforzheim,2020-01-01,2020-10-07,125542,,
08231,A00+,SK Pforzheim,2020-10-08,2021-08-26,125957,,
08231,A00+,SK Pforzheim,2021-08-27,2222-12-31,126016,62075,63941
08231,A00-A04,SK Pforzheim,2021-08-27,2222-12-31,6925,3443,3482
08231,A05-A14,SK Pforzheim,2021-08-27,2222-12-31,12223,6265,5958
08231,A15-A34,SK Pforzheim,2021-08-27,2222-12-31,32467,16996,15471
08231,A35-A59,SK Pforzheim,2021-08-27,2222-12-31,41075,20933,20142
08231,A60-A79,SK Pforzheim,2021-08-27,2222-12-31,24525,11205,13320
08231,A80+,SK Pforzheim,2021-08-27,2222-12-31,8801,3233,5568
08231,unbekannt,SK Pforzheim,2020-01-01,2222-12-31,0,0,0
08235,A00+,LK Calw,2020-01-01,2020-10-07,158397,,
08235,A00+,LK Calw,2020-10-08,2021-08-26,159201,,
08235,A00+,LK Calw,2021-08-27,2222-12-31,160149,80330,79819
08235,A00-A04,LK Calw,2021-08-27,2222-12-31,7876,4075,3801
08235,A05-A14,LK Calw,2021-08-27,2222-12-31,15097,7887,7210
08235,A15-A34,LK Calw,2021-08-27,2222-12-31,35820,19032,16788
08235,A35-A59,LK Calw,2021-08-27,2222-12-31,55444,28141,27303
08235,A60-A79,LK Calw,2021-08-27,2222-12-31,34782,16880,17902
08235,A80+,LK Calw,2021-08-27,2222-12-31,11130,4315,6815
08235,unbekannt,LK Calw,2020-01-01,2222-12-31,0,0,0
08236,A00+,LK Enzkreis,2020-01-01,2020-10-07,198905,,
08236,A00+,LK Enzkreis,2020-10-08,2021-08-26,199556,,
08236,A00+,LK Enzkreis,2021-08-27,2222-12-31,199752,99079,100673
08236,A00-A04,LK Enzkreis,2021-08-27,2222-12-31,9976,5067,4909
08236,A05-A14,LK Enzkreis,2021-08-27,2222-12-31,18607,9600,9007
08236,A15-A34,LK Enzkreis,2021-08-27,2222-12-31,43317,22815,20502
08236,A35-A59,LK Enzkreis,2021-08-27,2222-12-31,70211,35140,35071
08236,A60-A79,LK Enzkreis,2021-08-27,2222-12-31,43573,20875,22698
08236,A80+,LK Enzkreis,2021-08-27,2222-12-31,14068,5582,8486
08236,unbekannt,LK Enzkreis,2020-01-01,2222-12-31,0,0,0
08237,A00+,LK Freudenstadt,2020-01-01,2020-10-07,117935,,
08237,A00+,LK Freudenstadt,2020-10-08,2021-08-26,118243,,
08237,A00+,LK Freudenstadt,2021-08-27,2222-12-31,118364,59172,59192
08237,A00-A04,LK Freudenstadt,2021-08-27,2222-12-31,5616,2850,2766
08237,A05-A14,LK Freudenstadt,2021-08-27,2222-12-31,10970,5629,5341
08237,A15-A34,LK Freudenstadt,2021-08-27,2222-12-31,26845,14351,12494
08237,A35-A59,LK Freudenstadt,2021-08-27,2222-12-31,41113,20719,20394
08237,A60-A79,LK Freudenstadt,2021-08-27,2222-12-31,25608,12504,13104
08237,A80+,LK Freudenstadt,2021-08-27,2222-12-31,8212,3119,5093
08237,unbekannt,LK Freudenstadt,2020-01-01,2222-12-31,0,0,0
08311,A00+,SK Freiburg i.Breisgau,2020-01-01,2020-10-07,230241,,
08311,A00+,SK Freiburg i.Breisgau,2020-10-08,2021-08-26,231195,,
08311,A00+,SK Freiburg i.Breisgau,2021-08-27,2222-12-31,230940,110242,120698
08311,A00-A04,SK Freiburg i.Breisgau,2021-08-27,2222-12-31,11515,5890,5625
08311,A05-A14,SK Freiburg i.Breisgau,2021-08-27,2222-12-31,19610,10006,9604
08311,A15-A34,SK Freiburg i.Breisgau,2021-08-27,2222-12-31,74519,35193,39326
08311,A35-A59,SK Freiburg i.Breisgau,2021-08-27,2222-12-31,73309,36329,36980
08311,A60-A79,SK Freiburg i.Breisgau,2021-08-27,2222-12-31,39183,18070,21113
08311,A80+,SK Freiburg i.Breisgau,2021-08-27,2222-12-31,12804,4754,8050
08311,unbekannt,SK Freiburg i.Breisgau,2020-01-01,2222-12-31,0,0,0
08315,A00+,LK Breisgau-Hochschwarzwald,2020-01-01,2020-10-07,262795,,
08315,A00+,LK Breisgau-Hochschwarzwald,2020-10-08,2021-08-26,263601,,
08315,A00+,LK Breisgau-Hochschwarzwald,2021-08-27,2222-12-31,264867,130620,134247
08315,A00-A04,LK Breisgau-Hochschwarzwald,2021-08-27,2222-12-31,13182,6829,6353
08315,A05-A14,LK Breisgau-Hochschwarzwald,2021-08-27,2222-12-31,25172,12900,12272
08315,A15-A34,LK Breisgau-Hochschwarzwald,2021-08-27,2222-12-31,57356,30050,27306
08315,A35-A59,LK Breisgau-Hochschwarzwald,2021-08-27,2222-12-31,90679,44707,45972
08315,A60-A79,LK Breisgau-Hochschwarzwald,2021-08-27,2222-12-31,59468,28368,31100
08315,A80+,LK Breisgau-Hochschwarzwald,2021-08-27,2222-12-31,19010,7766,11244
08315,unbekannt,LK Breisgau-Hochschwarzwald,2020-01-01,2222-12-31,0,0,0
08316,A00+,LK Emmendingen,2020-01-01,2020-10-07,165383,,
08316,A00+,LK Emmendingen,2020-10-08,2021-08-26,166408,,
08316,A00+,LK Emmendingen,2021-08-27,2222-12-31,166862,82600,84262
08316,A00-A04,LK Emmendingen,2021-08-27,2222-12-31,8373,4277,4096
08316,A05-A14,LK Emmendingen,2021-08-27,2222-12-31,15689,8072,7617
08316,A15-A34,LK Emmendingen,2021-08-27,2222-12-31,36179,19060,17119
08316,A35-A59,LK Emmendingen,2021-08-27,2222-12-31,58348,29046,29302
08316,A60-A79,LK Emmendingen,2021-08-27,2222-12-31,36988,17656,19332
08316,A80+,LK Emmendingen,2021-08-27,2222-12-31,11285,4489,6796
08316,unbekannt,LK Emmendingen,2020-01-01,2222-12-31,0,0,0
08317,A00+,LK Ortenaukreis,2020-01-01,2020-10-07,429479,,
08317,A00+,LK Ortenaukreis,2020-10-08,2021-08-26,430953,,
08317,A00+,LK Ortenaukreis,2021-08-27,2222-12-31,432580,215894,216686
08317,A00-A04,LK Ortenaukreis,2021-08-27,2222-12-31,21386,10950,10436
08317,A05-A14,LK Ortenaukreis,2021-08-27,2222-12-31,40926,20896,20030
08317,A15-A34,LK Ortenaukreis,2021-08-27,2222-12-31,97881,51624,46257
08317,A35-A59,LK Ortenaukreis,2021-08-27,2222-12-31,148565,75328,73237
08317,A60-A79,LK Ortenaukreis,2021-08-27,2222-12-31,93406,45174,48232
08317,A80+,LK Ortenaukreis,2021-08-27,2222-12-31,30416,11922,18494
08317,unbekannt,LK Ortenaukreis,2020-01-01,2222-12-31,0,0,0
08325,A00+,LK Rottweil,2020-01-01,2020-10-07,139455,,
08325,A00+,LK Rottweil,2020-10-08,2021-08-26,139878,,
08325,A00+,LK Rottweil,2021-08-27,2222-12-31,140166,70101,70065
08325,A00-A04,LK Rottweil,2021-08-27,2222-12-31,7171,3693,3478
08325,A05-A14,LK Rottweil,2021-08-27,2222-12-31,13371,6919,6452
08325,A15-A34,LK Rottweil,2021-08-27,2222-12-31,31554,16517,15037
08325,A35-A59,LK Rottweil,2021-08-27,2222-12-31,48041,24448,23593
08325,A60-A79,LK Rottweil,2021-08-27,2222-12-31,30085,14588,15497
08325,A80+,LK Rottweil,2021-08-27,2222-12-31,9944,3936,6008
08325,unbekannt,LK Rottweil,2020-01-01,2222-12-31,0,0,0
08326,A00+,LK Schwarzwald-Baar-Kreis,2020-01-01,2020-10-07,212381,,
08326,A00+,LK Schwarzwald-Baar-Kreis,2020-10-08,2021-08-26,212506,,
08326,A00+,LK Schwarzwald-Baar-Kreis,2021-08-27,2222-12-31,212872,105493,107379
08326,A00-A04,LK Schwarzwald-Baar-Kreis,2021-08-27,2222-12-31,10571,5341,5230
08326,A05-A14,LK Schwarzwald-Baar-Kreis,2021-08-27,2222-12-31,19533,9953,9580
08326,A15-A34,LK Schwarzwald-Baar-Kreis,2021-08-27,2222-12-31,48770,25751,23019
08326,A35-A59,LK Schwarzwald-Baar-Kreis,2021-08-27,2222-12-31,70544,35580,34964
08326,A60-A79,LK Schwarzwald-Baar-Kreis,2021-08-27,2222-12-31,46985,22382,24603
08326,A80+,LK Schwarzwald-Baar-Kreis,2021-08-27,2222-12-31,16469,6486,9983
08326,unbekannt,LK Schwarzwald-Baar-Kreis,2020-01-01,2222-12-31,0,0,0
08327,A00+,LK Tuttlingen,2020-01-01,2020-10-07,140152,,
08327,A00+,LK Tuttlingen,2020-10-08,2021-08-26,140766,,
08327,A00+,LK Tuttlingen,2021-08-27,2222-12-31,141682,71329,70353
08327,A00-A04,LK Tuttlingen,2021-08-27,2222-12-31,7671,3872,3799
08327,A05-A14,LK Tuttlingen,2021-08-27,2222-12-31,14326,7296,7030
08327,A15-A34,LK Tuttlingen,2021-08-27,2222-12-31,33845,17998,15847
08327,A35-A59,LK Tuttlingen,2021-08-27,2222-12-31,48121,24728,23393
08327,A60-A79,LK Tuttlingen,2021-08-27,2222-12-31,28293,13625,14668
08327,A80+,LK Tuttlingen,2021-08-27,2222-12-31,9426,3810,5616
08327,unbekannt,LK Tuttlingen,2020-01-01,2222-12-31,0,0,0
08335,A00+,LK Konstanz,2020-01-01,2020-10-07,285325,,
08335,A00+,LK Konstanz,2020-10-08,2021-08-26,286305,,
08335,A00+,LK Konstanz,2021-08-27,2222-12-31,286876,139527,147349
08335,A00-A04,LK Konstanz,2021-08-27,2222-12-31,13675,7039,6636
08335,A05-A14,LK Konstanz,2021-08-27,2222-12-31,25753,13103,12650
08335,A15-A34,LK Konstanz,2021-08-27,2222-12-31,71660,36647,35013
08335,A35-A59,LK Konstanz,2021-08-27,2222-12-31,95377,46523,48854
08335,A60-A79,LK Konstanz,2021-08-27,2222-12-31,59917,28168,31749
08335,A80+,LK Konstanz,2021-08-27,2222-12-31,20494,8047,12447
08335,unbekannt,LK Konstanz,2020-01-01,2222-12-31,0,0,0
08336,A00+,LK Lörrach,2020-01-01,2020-10-07,228639,,
08336,A00+,LK Lörrach,2020-10-08,2021-08-26,228736,,
08336,A00+,LK Lörrach,2021-08-27,2222-12-31,228842,112270,116572
08336,A00-A04,LK Lörrach,2021-08-27,2222-12-31,11349,5782,5567
08336,A05-A14,LK Lörrach,2021-08-27,2222-12-31,22437,11493,10944
08336,A15-A34,LK Lörrach,2021-08-27,2222-12-31,50380,26088,24292
08336,A35-A59,LK Lörrach,2021-08-27,2222-12-31,80496,39564,40932
08336,A60-A79,LK Lörrach,2021-08-27,2222-12-31,48403,23079,25324
08336,A80+,LK Lörrach,2021-08-27,2222-12-31,15777,6264,9513
08336,unbekannt,LK Lörrach,2020-01-01,2222-12-31,0,0,0
08337,A00+,LK Waldshut,2020-01-01,2020-10-07,170619,,
08337,A00+,LK Waldshut,2020-10-08,2021-08-26,171003,,
08337,A00+,LK Waldshut,2021-08-27,2222-12-31,171237,84980,86257
08337,A00-A04,LK Waldshut,2021-08-27,2222-12-31,8166,4171,3995
08337,A05-A14,LK Waldshut,2021-08-27,2222-12-31,17026,8735,8291
08337,A15-A34,LK Waldshut,2021-08-27,2222-12-31,37925,19867,18058
08337,A35-A59,LK Waldshut,2021-08-27,2222-12-31,58442,29270,29172
08337,A60-A79,LK Waldshut,2021-08-27,2222-12-31,37740,18158,19582
08337,A80+,LK Waldshut,2021-08-27,2222-12-31,11938,4779,7159
08337,unbekannt,LK Waldshut,2020-01-01,2222-12-31,0,0,0
08415,A00+,LK Reutlingen,2020-01-01,2020-10-07,286748,,
08415,A00+,LK Reutlingen,2020-10-08,2021-08-26,287034,,
08415,A00+,LK Reutlingen,2021-08-27,2222-12-31,287497,142572,144925
08415,A00-A04,LK Reutlingen,2021-08-27,2222-12-31,14521,7503,7018
08415,A05-A14,LK Reutlingen,2021-08-27,2222-12-31,27047,13910,13137
08415,A15-A34,LK Reutlingen,2021-08-27,2222-12-31,65839,34436,31403
08415,A35-A59,LK Reutlingen,2021-08-27,2222-12-31,99683,50108,49575
08415,A60-A79,LK Reutlingen,2021-08-27,2222-12-31,60008,28558,31450
08415,A80+,LK Reutlingen,2021-08-27,2222-12-31,20399,8057,12342
08415,unbekannt,LK Reutlingen,2020-01-01,2222-12-31,0,0,0
08416,A00+,LK Tübingen,2020-01-01,2020-10-07,227331,,
08416,A00+,LK Tübingen,2020-10-08,2021-08-26,228678,,
08416,A00+,LK Tübingen,2021-08-27,2222-12-31,228471,111380,117091
08416,A00-A04,LK Tübingen,2021-08-27,2222-12-31,11496,5976,5520
08416,A05-A14,LK Tübingen,2021-08-27,2222-12-31,20623,10495,10128
08416,A15-A34,LK Tübingen,2021-08-27,2222-12-31,66020,32274,33746
08416,A35-A59,LK Tübingen,2021-08-27,2222-12-31,74202,36959,37243
08416,A60-A79,LK Tübingen,2021-08-27,2222-12-31,43135,20661,22474
08416,A80+,LK Tübingen,2021-08-27,2222-12-31,12995,5015,7980
08416,unbekannt,LK Tübingen,2020-01-01,2222-12-31,0,0,0
08417,A00+,LK Zollernalbkreis,2020-01-01,2020-10-07,188935,,
08417,A00+,LK Zollernalbkreis,2020-10-08,2021-08-26,189363,,
08417,A00+,LK Zollernalbkreis,2021-08-27,2222-12-31,189862,94179,95683
08417,A00-A04,LK Zollernalbkreis,2021-08-27,2222-12-31,8954,4542,4412
08417,A05-A14,LK Zollernalbkreis,2021-08-27,2222-12-31,17004,8709,8295
08417,A15-A34,LK Zollernalbkreis,2021-08-27,2222-12-31,42082,22344,19738
08417,A35-A59,LK Zollernalbkreis,2021-08-27,2222-12-31,65131,32859,32272
08417,A60-A79,LK Zollernalbkreis,2021-08-27,2222-12-31,42290,20276,22014
08417,A80+,LK Zollernalbkreis,2021-08-27,2222-12-31,14401,5449,8952
08417,unbekannt,LK Zollernalbkreis,2020-01-01,2222-12-31,0,0,0
08421,A00+,SK Ulm,2020-01-01,2020-10-07,126329,,
08421,A00+,SK Ulm,2020-10-08,2021-08-26,126790,,
08421,A00+,SK Ulm,2021-08-27,2222-12-31,126405,62745,63660
08421,A00-A04,SK Ulm,2021-08-27,2222-12-31,6029,3127,2902
08421,A05-A14,SK Ulm,2021-08-27,2222-12-31,11243,5730,5513
08421,A15-A34,SK Ulm,2021-08-27,2222-12-31,37063,19373,17690
08421,A35-A59,SK Ulm,2021-08-27,2222-12-31,41353,21077,20276
08421,A60-A79,SK Ulm,2021-08-27,2222-12-31,22999,10434,12565
08421,A80+,SK Ulm,2021-08-27,2222-12-31,7718,3004,4714
08421,unbekannt,SK Ulm,2020-01-01,2222-12-31,0,0,0
08425,A00+,LK Alb-Donau-Kreis,2020-01-01,2020-10-07,196047,,
08425,A00+,LK Alb-Donau-Kreis,2020-10-08,2021-08-26,197076,,
08425,A00+,LK Alb-Donau-Kreis,2021-08-27,2222-12-31,198204,99998,98206
08425,A00-A04,LK Alb-Donau-Kreis,2021-08-27,2222-12-31,10454,5359,5095
08425,A05-A14,LK Alb-Donau-Kreis,2021-08-27,2222-12-31,19536,9984,9552
08425,A15-A34,LK Alb-Donau-Kreis,2021-08-27,2222-12-31,46287,24511,21776
08425,A35-A59,LK Alb-Donau-Kreis,2021-08-27,2222-12-31,69129,35406,33723
08425,A60-A79,LK Alb-Donau-Kreis,2021-08-27,2222-12-31,40133,19679,20454
08425,A80+,LK Alb-Donau-Kreis,2021-08-27,2222-12-31,12665,5059,7606
08425,unbekannt,LK Alb-Donau-Kreis,2020-01-01,2222-12-31,0,0,0
08426,A00+,LK Biberach,2020-01-01,2020-10-07,199742,,
08426,A00+,LK Biberach,2020-10-08,2021-08-26,201282,,
08426,A00+,LK Biberach,2021-08-27,2222-12-31,202250,101831,100419
08426,A00-A04,LK Biberach,2021-08-27,2222-12-31,11034,5625,5409
08426,A05-A14,LK Biberach,2021-08-27,2222-12-31,20402,10433,9969
08426,A15-A34,LK Biberach,2021-08-27,2222-12-31,47571,24998,22573
08426,A35-A59,LK Biberach,2021-08-27,2222-12-31,70450,36027,34423
08426,A60-A79,LK Biberach,2021-08-27,2222-12-31,40396,19857,20539
08426,A80+,LK Biberach,2021-08-27,2222-12-31,12397,4891,7506
08426,unbekannt,LK Biberach,2020-01-01,2222-12-31,0,0,0
08435,A00+,LK Bodenseekreis,2020-01-01,2020-10-07,216227,,
08435,A00+,LK Bodenseekreis,2020-10-08,2021-08-26,217470,,
08435,A00+,LK Bodenseekreis,2021-08-27,2222-12-31,217901,107350,110551
08435,A00-A04,LK Bodenseekreis,2021-08-27,2222-12-31,10310,5263,5047
08435,A05-A14,LK Bodenseekreis,2021-08-27,2222-12-31,19646,10043,9603
08435,A15-A34,LK Bodenseekreis,2021-08-27,2222-12-31,48079,25009,23070
08435,A35-A59,LK Bodenseekreis,2021-08-27,2222-12-31,74348,37007,37341
08435,A60-A79,LK Bodenseekreis,2021-08-27,2222-12-31,49344,23263,26081
08435,A80+,LK Bodenseekreis,2021-08-27,2222-12-31,16174,6765,9409
08435,unbekannt,LK Bodenseekreis,2020-01-01,2222-12-31,0,0,0
08436,A00+,LK Ravensburg,2020-01-01,2020-10-07,284285,,
08436,A00+,LK Ravensburg,2020-10-08,2021-08-26,285424,,
08436,A00+,LK Ravensburg,2021-08-27,2222-12-31,285888,142446,143442
08436,A00-A04,LK Ravensburg,2021-08-27,2222-12-31,14566,7515,7051
08436,A05-A14,LK Ravensburg,2021-08-27,2222-12-31,27131,13918,13213
08436,A15-A34,LK Ravensburg,2021-08-27,2222-12-31,68759,36086,32673
08436,A35-A59,LK Ravensburg,2021-08-27,2222-12-31,97928,49157,48771
08436,A60-A79,LK Ravensburg,2021-08-27,2222-12-31,59144,28417,30727
08436,A80+,LK Ravensburg,2021-08-27,2222-12-31,18360,7353,11007
08436,unbekannt,LK Ravensburg,2020-01-01,2222-12-31,0,0,0
08437,A00+,LK Sigmaringen,2020-01-01,2020-10-07,130873,,
08437,A00+,LK Sigmaringen,2020-10-08,2021-08-26,130849,,
08437,A00+,LK Sigmaringen,2021-08-27,2222-12-31,130946,65716,65230
08437,A00-A04,LK Sigmaringen,2021-08-27,2222-12-31,6344,3197,3147
08437,A05-A14,LK Sigmaringen,2021-08-27,2222-12-31,12316,6372,5944
08437,A15-A34,LK Sigmaringen,2021-08-27,2222-12-31,30322,16326,13996
08437,A35-A59,LK Sigmaringen,2021-08-27,2222-12-31,44816,22603,22213
08437,A60-A79,LK Sigmaringen,2021-08-27,2222-12-31,28197,13686,14511
08437,A80+,LK Sigmaringen,2021-08-27,2222-12-31,8951,3532,5419
08437,unbekannt,LK Sigmaringen,2020-01-01,2222-12-31,0,0,0
09,A00+,Bayern,2020-01-01,2020-10-07,13076721,,
09,A00+,Bayern,2020-10-08,2021-08-25,13124737,,
09,A00+,Bayern,2021-08-26,2222-12-31,13140183,6512595,6627588
09,A00-A04,Bayern,2021-08-26,2222-12-31,645710,330542,315169
09,A05-A14,Bayern,2021-08-26,2222-12-31,1173722,602748,570974
09,A15-A34,Bayern,2021-08-26,2222-12-31,3102234,1612936,1489298
09,A35-A59,Bayern,2021-08-26,2222-12-31,4602022,2316929,2285093
09,A60-A79,Bayern,2021-08-26,2222-12-31,2744906,1309291,1435614
09,A80+,Bayern,2021-08-26,2222-12-31,871589,340149,531440
09,unbekannt,Bayern,2020-01-01,2222-12-31,0,0,0
09161,A00+,SK Ingolstadt,2020-01-01,2020-10-07,136981,,
09161,A00+,SK Ingolstadt,2020-10-08,2021-08-26,137392,,
09161,A00+,SK Ingolstadt,2021-08-27,2222-12-31,136952,69201,67751
09161,A00-A04,SK Ingolstadt,2021-08-27,2222-12-31,7466,3789,3677
09161,A05-A14,SK Ingolstadt,2021-08-27,2222-12-31,12440,6429,6011
09161,A15-A34,SK Ingolstadt,2021-08-27,2222-12-31,36005,19446,16559
09161,A35-A59,SK Ingolstadt,2021-08-27,2222-12-31,47296,24433,22863
09161,A60-A79,SK Ingolstadt,2021-08-27,2222-12-31,25281,11792,13489
09161,A80+,SK Ingolstadt,2021-08-27,2222-12-31,8464,3312,5152
09161,unbekannt,SK Ingolstadt,2020-01-01,2222-12-31,0,0,0
09162,A00+,SK München,2020-01-01,2020-10-07,1471508,,
09162,A00+,SK München,2020-10-08,2021-08-26,1484226,,
09162,A00+,SK München,2021-08-27,2222-12-31,1488202,725905,762297
09162,A00-A04,SK München,2021-08-27,2222-12-31,79024,40248,38776
09162,A05-A14,SK München,2021-08-27,2222-12-31,125391,64127,61264
09162,A15-A34,SK München,2021-08-27,2222-12-31,427058,213504,213554
09162,A35-A59,SK München,2021-08-27,2222-12-31,521762,260886,260876
09162,A60-A79,SK München,2021-08-27,2222-12-31,250956,114350,136606
09162,A80+,SK München,2021-08-27,2222-12-31,84011,32790,51221
09162,unbekannt,SK München,2020-01-01,2222-12-31,0,0,0
09163,A00+,SK Rosenheim,2020-01-01,2020-10-07,63324,,
09163,A00+,SK Rosenheim,2020-10-08,2021-08-26,63551,,
09163,A00+,SK Rosenheim,2021-08-27,2222-12-31,63591,31473,32118
09163,A00-A04,SK Rosenheim,2021-08-27,2222-12-31,3198,1654,1544
09163,A05-A14,SK Rosenheim,2021-08-27,2222-12-31,5541,2807,2734
09163,A15-A34,SK Rosenheim,2021-08-27,2222-12-31,16594,8743,7851
09163,A35-A59,SK Rosenheim,2021-08-27,2222-12-31,21724,11044,10680
09163,A60-A79,SK Rosenheim,2021-08-27,2222-12-31,12504,5721,6783
09163,A80+,SK Rosenheim,2021-08-27,2222-12-31,4030,1504,2526
09163,unbekannt,SK Rosenheim,2020-01-01,2222-12-31,0,0,0
09171,A00+,LK Altötting,2020-01-01,2020-10-07,111210,,
09171,A00+,LK Altötting,2020-10-08,2021-08-26,111516,,
09171,A00+,LK Altötting,2021-08-27,2222-12-31,111654,55249,56405
09171,A00-A04,LK Altötting,2021-08-27,2222-12-31,5657,2920,2737
09171,A05-A14,LK Altötting,2021-08-27,2222-12-31,10271,5239,5032
09171,A15-A34,LK Altötting,2021-08-27,2222-12-31,24452,12842,11610
09171,A35-A59,LK Altötting,2021-08-27,2222-12-31,38502,19577,18925
09171,A60-A79,LK Altötting,2021-08-27,2222-12-31,24781,11655,13126
09171,A80+,LK Altötting,2021-08-27,2222-12-31,7991,3016,4975
09171,unbekannt,LK Altötting,2020-01-01,2222-12-31,0,0,0
09172,A00+,LK Berchtesgadener Land,2020-01-01,2020-10-07,105722,,
09172,A00+,LK Berchtesgadener Land,2020-10-08,2021-08-26,105929,,
09172,A00+,LK Berchtesgadener Land,2021-08-27,2222-12-31,106327,52320,54007
09172,A00-A04,LK Berchtesgadener Land,2021-08-27,2222-12-31,4838,2478,2360
09172,A05-A14,LK Berchtesgadener Land,2021-08-27,2222-12-31,8964,4638,4326
09172,A15-A34,LK Berchtesgadener Land,2021-08-27,2222-12-31,24129,12756,11373
09172,A35-A59,LK Berchtesgadener Land,2021-08-27,2222-12-31,35977,17977,18000
09172,A60-A79,LK Berchtesgadener Land,2021-08-27,2222-12-31,24004,11180,12824
09172,A80+,LK Berchtesgadener Land,2021-08-27,2222-12-31,8415,3291,5124
09172,unbekannt,LK Berchtesgadener Land,2020-01-01,2222-12-31,0,0,0
09173,A00+,LK Bad Tölz-Wolfratshausen,2020-01-01,2020-10-07,127227,,
09173,A00+,LK Bad Tölz-Wolfratshausen,2020-10-08,2021-08-26,127917,,
09173,A00+,LK Bad Tölz-Wolfratshausen,2021-08-27,2222-12-31,128212,63310,64902
09173,A00-A04,LK Bad Tölz-Wolfratshausen,2021-08-27,2222-12-31,6500,3366,3134
09173,A05-A14,LK Bad Tölz-Wolfratshausen,2021-08-27,2222-12-31,11998,6237,5761
09173,A15-A34,LK Bad Tölz-Wolfratshausen,2021-08-27,2222-12-31,27844,14533,13311
09173,A35-A59,LK Bad Tölz-Wolfratshausen,2021-08-27,2222-12-31,45288,22427,22861
09173,A60-A79,LK Bad Tölz-Wolfratshausen,2021-08-27,2222-12-31,27456,13035,14421
09173,A80+,LK Bad Tölz-Wolfratshausen,2021-08-27,2222-12-31,9126,3712,5414
09173,unbekannt,LK Bad Tölz-Wolfratshausen,2020-01-01,2222-12-31,0,0,0
09174,A00+,LK Dachau,2020-01-01,2020-10-07,153884,,
09174,A00+,LK Dachau,2020-10-08,2021-08-26,154899,,
09174,A00+,LK Dachau,2021-08-27,2222-12-31,155117,77459,77658
09174,A00-A04,LK Dachau,2021-08-27,2222-12-31,8229,4160,4069
09174,A05-A14,LK Dachau,2021-08-27,2222-12-31,14978,7733,7245
09174,A15-A34,LK Dachau,2021-08-27,2222-12-31,35479,18571,16908
09174,A35-A59,LK Dachau,2021-08-27,2222-12-31,57343,28907,28436
09174,A60-A79,LK Dachau,2021-08-27,2222-12-31,29874,14385,15489
09174,A80+,LK Dachau,2021-08-27,2222-12-31,9214,3703,5511
09174,unbekannt,LK Dachau,2020-01-01,2222-12-31,0,0,0
09175,A00+,LK Ebersberg,2020-01-01,2020-10-07,142142,,
09175,A00+,LK Ebersberg,2020-10-08,2021-08-26,143649,,
09175,A00+,LK Ebersberg,2021-08-27,2222-12-31,144091,72048,72043
09175,A00-A04,LK Ebersberg,2021-08-27,2222-12-31,7430,3824,3606
09175,A05-A14,LK Ebersberg,2021-08-27,2222-12-31,15046,7763,7283
09175,A15-A34,LK Ebersberg,2021-08-27,2222-12-31,31760,16803,14957
09175,A35-A59,LK Ebersberg,2021-08-27,2222-12-31,53699,26951,26748
09175,A60-A79,LK Ebersberg,2021-08-27,2222-12-31,27122,12977,14145
09175,A80+,LK Ebersberg,2021-08-27,2222-12-31,9034,3730,5304
09175,unbekannt,LK Ebersberg,2020-01-01,2222-12-31,0,0,0
09176,A00+,LK Eichstätt,2020-01-01,2020-10-07,132341,,
09176,A00+,LK Eichstätt,2020-10-08,2021-08-26,132881,,
09176,A00+,LK Eichstätt,2021-08-27,2222-12-31,133169,67473,65696
09176,A00-A04,LK Eichstätt,2021-08-27,2222-12-31,7647,3852,3795
09176,A05-A14,LK Eichstätt,2021-08-27,2222-12-31,13516,6993,6523
09176,A15-A34,LK Eichstätt,2021-08-27,2222-12-31,31430,16469,14961
09176,A35-A59,LK Eichstätt,2021-08-27,2222-12-31,47458,24457,23001
09176,A60-A79,LK Eichstätt,2021-08-27,2222-12-31,25493,12639,12854
09176,A80+,LK Eichstätt,2021-08-27,2222-12-31,7625,3063,4562
09176,unbekannt,LK Eichstätt,2020-01-01,2222-12-31,0,0,0
09177,A00+,LK Erding,2020-01-01,2020-10-07,137660,,
09177,A00+,LK Erding,2020-10-08,2021-08-26,138182,,
09177,A00+,LK Erding,2021-08-27,2222-12-31,138891,69944,68947
09177,A00-A04,LK Erding,2021-08-27,2222-12-31,7124,3683,3441
09177,A05-A14,LK Erding,2021-08-27,2222-12-31,13589,7033,6556
09177,A15-A34,LK Erding,2021-08-27,2222-12-31,32403,16800,15603
09177,A35-A59,LK Erding,2021-08-27,2222-12-31,52657,26795,25862
09177,A60-A79,LK Erding,2021-08-27,2222-12-31,25796,12650,13146
09177,A80+,LK Erding,2021-08-27,2222-12-31,7322,2983,4339
09177,unbekannt,LK Erding,2020-01-01,2222-12-31,0,0,0
09178,A00+,LK Freising,2020-01-01,2020-10-07,179116,,
09178,A00+,LK Freising,2020-10-08,2021-08-26,180007,,
09178,A00+,LK Freising,2021-08-27,2222-12-31,180313,92157,88156
09178,A00-A04,LK Freising,2021-08-27,2222-12-31,9270,4773,4497
09178,A05-A14,LK Freising,2021-08-27,2222-12-31,17170,8893,8277
09178,A15-A34,LK Freising,2021-08-27,2222-12-31,46823,24900,21923
09178,A35-A59,LK Freising,2021-08-27,2222-12-31,66725,34591,32134
