Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-06-05,00,Bundesgebiet,214212,257.60558011216426
2022-06-05,01,Schleswig-Holstein,12596,432.72211963756604
2022-06-05,02,Hamburg,4922,265.6981621374181
2022-06-05,03,Niedersachsen,27257,340.56686509431404
2022-06-05,04,Bremen,1856,272.8890065134607
2022-06-05,05,Nordrhein-Westfalen,49817,277.9102700778831
2022-06-05,06,Hessen,23150,367.860058724131
2022-06-05,07,Rheinland-Pfalz,10565,257.7840913665875
2022-06-05,08,Baden-Württemberg,22605,203.59283486518063
2022-06-05,09,Bayern,33487,254.8442437978223
2022-06-05,10,Saarland,2534,257.5226805936233
2022-06-05,11,Berlin,6997,190.9615707919679
2022-06-05,12,Brandenburg,4036,159.45818983347365
2022-06-05,13,Mecklenburg-Vorpommern,3471,215.48646799613107
2022-06-05,14,Sachsen,5688,140.20415874916594
2022-06-05,15,Sachsen-Anhalt,3223,147.79766348540184
2022-06-05,16,Thüringen,2008,94.70639367202818
