Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-05-16,00,Bundesgebiet,365202,439.1820862889222
2022-05-16,01,Schleswig-Holstein,18600,638.9831236312106
2022-05-16,02,Hamburg,8858,478.17032105104624
2022-05-16,03,Niedersachsen,47706,596.0701055211265
2022-05-16,04,Bremen,3692,542.8373987325953
2022-05-16,05,Nordrhein-Westfalen,73834,411.89206256760593
2022-05-16,06,Hessen,34477,547.8492978242706
2022-05-16,07,Rheinland-Pfalz,18347,447.66348549955336
2022-05-16,08,Baden-Württemberg,44477,400.58387596985796
2022-05-16,09,Bayern,63523,483.4255352455898
2022-05-16,10,Saarland,4137,420.43067467080493
2022-05-16,11,Berlin,13739,374.9637017451546
2022-05-16,12,Brandenburg,7672,303.1127929639271
2022-05-16,13,Mecklenburg-Vorpommern,5442,337.8500025453602
2022-05-16,14,Sachsen,9667,238.28298217795134
2022-05-16,15,Sachsen-Anhalt,6717,308.02262042551786
2022-05-16,16,Thüringen,4314,203.46781987108045
