Datenstand,IdLandkreis,Landkreis,AnzahlFall_7d,incidence_7d
2022-06-09,01001,SK Flensburg,436,484.79996441835124
2022-06-09,01002,SK Kiel,1095,444.0371288032085
2022-06-09,01003,SK Lübeck,1179,546.222769937826
2022-06-09,01004,SK Neumünster,337,421.75082910956763
2022-06-09,01051,LK Dithmarschen,536,402.2483883798246
2022-06-09,01053,LK Herzogtum Lauenburg,825,414.2564473367076
2022-06-09,01054,LK Nordfriesland,761,455.28786038636645
2022-06-09,01055,LK Ostholstein,940,466.5313394908853
2022-06-09,01056,LK Pinneberg,1407,443.72959931879467
2022-06-09,01057,LK Plön,666,514.8701614960611
2022-06-09,01058,LK Rendsburg-Eckernförde,1720,625.9894819209143
2022-06-09,01059,LK Schleswig-Flensburg,972,479.6518083169255
2022-06-09,01060,LK Segeberg,1050,377.68833158877294
2022-06-09,01061,LK Steinburg,523,400.1346533441464
2022-06-09,01062,LK Stormarn,939,383.2825147251509
2022-06-09,02000,SK Hamburg,4920,265.59019864203515
2022-06-09,03101,SK Braunschweig,1099,442.14498654253885
2022-06-09,03102,SK Salzgitter,276,265.7269943966264
2022-06-09,03103,SK Wolfsburg,370,298.77260981912144
2022-06-09,03151,LK Gifhorn,561,316.5431903716702
2022-06-09,03153,LK Goslar,380,282.1335234022333
2022-06-09,03154,LK Helmstedt,177,193.4045761489543
2022-06-09,03155,LK Northeim,234,177.57945542300337
2022-06-09,03157,LK Peine,546,401.93162745502195
2022-06-09,03158,LK Wolfenbüttel,432,361.9272626737377
2022-06-09,03159,LK Göttingen,938,289.59555418338994
2022-06-09,03241,Region Hannover,3767,326.0540278535137
2022-06-09,03251,LK Diepholz,919,421.4204482923071
2022-06-09,03252,LK Hameln-Pyrmont,580,390.3620944945484
2022-06-09,03254,LK Hildesheim,1216,441.4369935817384
2022-06-09,03255,LK Holzminden,200,284.8718788724771
2022-06-09,03256,LK Nienburg (Weser),534,438.98228451642075
2022-06-09,03257,LK Schaumburg,634,400.2373647462849
2022-06-09,03351,LK Celle,543,302.6992072959986
2022-06-09,03352,LK Cuxhaven,407,204.70159838250532
2022-06-09,03353,LK Harburg,978,382.0073745390913
2022-06-09,03354,LK Lüchow-Dannenberg,119,245.34564872275942
2022-06-09,03355,LK Lüneburg,743,403.28927728173255
2022-06-09,03356,LK Osterholz,500,436.1479413817167
2022-06-09,03357,LK Rotenburg (Wümme),894,543.5113018737156
2022-06-09,03358,LK Heidekreis,450,319.40944742165595
2022-06-09,03359,LK Stade,1026,499.61773886451397
2022-06-09,03360,LK Uelzen,561,606.0540587256661
2022-06-09,03361,LK Verden,651,473.1998778839025
2022-06-09,03401,SK Delmenhorst,283,365.147155593977
2022-06-09,03402,SK Emden,93,186.46990415847935
2022-06-09,03403,SK Oldenburg,788,464.6089443117832
2022-06-09,03404,SK Osnabrück,710,432.33895373973195
2022-06-09,03405,SK Wilhelmshaven,182,242.0566838234316
2022-06-09,03451,LK Ammerland,720,573.0522193834913
2022-06-09,03452,LK Aurich,622,327.06201558539897
2022-06-09,03453,LK Cloppenburg,348,201.58487418323372
2022-06-09,03454,LK Emsland,1724,524.123673729973
2022-06-09,03455,LK Friesland,291,294.0255226278405
2022-06-09,03456,LK Grafschaft Bentheim,645,467.7607675627851
2022-06-09,03457,LK Leer,301,175.52760331927948
2022-06-09,03458,LK Oldenburg,791,601.6719024546085
2022-06-09,03459,LK Osnabrück,1459,405.874187347519
2022-06-09,03460,LK Vechta,543,377.87582290637306
2022-06-09,03461,LK Wesermarsch,288,325.3355022366816
2022-06-09,03462,LK Wittmund,244,425.20563223198104
2022-06-09,04011,SK Bremen,1819,321.0530681836233
2022-06-09,04012,SK Bremerhaven,236,207.8251450813248
2022-06-09,05111,SK Düsseldorf,2148,346.15961052209184
2022-06-09,05112,SK Duisburg,755,152.25304254010504
2022-06-09,05113,SK Essen,1405,241.23691869199797
2022-06-09,05114,SK Krefeld,523,230.5549187988221
2022-06-09,05116,SK Mönchengladbach,1218,469.0659118479579
2022-06-09,05117,SK Mülheim a.d.Ruhr,361,211.20868705425312
2022-06-09,05119,SK Oberhausen,393,187.53042001087962
2022-06-09,05120,SK Remscheid,388,347.9321352989706
2022-06-09,05122,SK Solingen,824,517.6106989628942
2022-06-09,05124,SK Wuppertal,1208,340.2778560241575
2022-06-09,05154,LK Kleve,958,305.4983321959526
2022-06-09,05158,LK Mettmann,1621,334.694686592804
2022-06-09,05162,LK Rhein-Kreis Neuss,1452,321.23822734905457
2022-06-09,05166,LK Viersen,1430,479.00420719779186
2022-06-09,05170,LK Wesel,1132,246.0265195723659
2022-06-09,05314,SK Bonn,794,240.18464572764753
2022-06-09,05315,SK Köln,3369,310.93735290697356
2022-06-09,05316,SK Leverkusen,427,260.5167627589152
2022-06-09,05334,StadtRegion Aachen,1821,327.1467093999436
2022-06-09,05358,LK Düren,1108,417.89243418571317
2022-06-09,05362,LK Rhein-Erft-Kreis,1925,409.91373711433505
2022-06-09,05366,LK Euskirchen,785,403.8917672966006
2022-06-09,05370,LK Heinsberg,547,213.29028534886803
2022-06-09,05374,LK Oberbergischer Kreis,988,363.63770201583367
2022-06-09,05378,LK Rheinisch-Bergischer Kreis,936,330.42096902303416
2022-06-09,05382,LK Rhein-Sieg-Kreis,1545,257.33916302311053
2022-06-09,05512,SK Bottrop,336,286.23027907452206
2022-06-09,05513,SK Gelsenkirchen,613,236.58362439937477
2022-06-09,05515,SK Münster,1534,484.8247330145416
2022-06-09,05554,LK Borken,2035,547.1930475560503
2022-06-09,05558,LK Coesfeld,1779,806.0277646888252
2022-06-09,05562,LK Recklinghausen,1436,234.02906458452506
2022-06-09,05566,LK Steinfurt,1531,341.5908629464276
2022-06-09,05570,LK Warendorf,1459,525.9230688818637
2022-06-09,05711,SK Bielefeld,1065,319.3317121876771
2022-06-09,05754,LK Gütersloh,1319,361.5501428109358
2022-06-09,05758,LK Herford,802,320.0996220270049
2022-06-09,05762,LK Höxter,426,304.87586685655805
2022-06-09,05766,LK Lippe,810,233.44957777329452
2022-06-09,05770,LK Minden-Lübbecke,974,313.9201340767719
2022-06-09,05774,LK Paderborn,890,288.6470883941168
2022-06-09,05911,SK Bochum,583,159.96531798251632
2022-06-09,05913,SK Dortmund,1735,295.220658299529
2022-06-09,05914,SK Hagen,568,301.02762776449885
2022-06-09,05915,SK Hamm,562,314.0243732084686
2022-06-09,05916,SK Herne,279,177.7749458391742
2022-06-09,05954,LK Ennepe-Ruhr-Kreis,724,224.05842849627086
2022-06-09,05958,LK Hochsauerlandkreis,1038,400.7257846581477
2022-06-09,05962,LK Märkischer Kreis,1531,374.63723076772493
2022-06-09,05966,LK Olpe,248,185.96001859600185
2022-06-09,05970,LK Siegen-Wittgenstein,960,348.4687340058296
2022-06-09,05974,LK Soest,1006,334.20150423897735
2022-06-09,05978,LK Unna,1514,384.6368814434299
2022-06-09,06411,SK Darmstadt,513,322.2888160126654
2022-06-09,06412,SK Frankfurt am Main,2153,281.7679268790636
2022-06-09,06413,SK Offenbach,350,267.3960211472053
2022-06-09,06414,SK Wiesbaden,1149,412.40591653535955
2022-06-09,06431,LK Bergstraße,1054,388.90836300573767
2022-06-09,06432,LK Darmstadt-Dieburg,1037,348.3360821764119
2022-06-09,06433,LK Groß-Gerau,641,232.40889462558962
2022-06-09,06434,LK Hochtaunuskreis,1100,463.5853692457466
2022-06-09,06435,LK Main-Kinzig-Kreis,1397,331.2868014105182
2022-06-09,06436,LK Main-Taunus-Kreis,949,396.6330078908654
2022-06-09,06437,LK Odenwaldkreis,335,346.238915186969
2022-06-09,06438,LK Offenbach,1156,324.2254769424079
2022-06-09,06439,LK Rheingau-Taunus-Kreis,956,510.0489241488959
2022-06-09,06440,LK Wetteraukreis,1036,333.81343180185144
2022-06-09,06531,LK Gießen,1303,479.63131333581185
2022-06-09,06532,LK Lahn-Dill-Kreis,1106,436.5105989983148
2022-06-09,06533,LK Limburg-Weilburg,662,384.2336512063892
2022-06-09,06534,LK Marburg-Biedenkopf,1224,497.7572457432402
2022-06-09,06535,LK Vogelsbergkreis,633,599.9658787177981
2022-06-09,06611,SK Kassel,1204,598.8619633122439
2022-06-09,06631,LK Fulda,1009,452.41970559090316
2022-06-09,06632,LK Hersfeld-Rotenburg,327,271.8114110919005
2022-06-09,06633,LK Kassel,1697,716.0126072225715
2022-06-09,06634,LK Schwalm-Eder-Kreis,884,491.54804270462637
2022-06-09,06635,LK Waldeck-Frankenberg,575,367.34641725442094
2022-06-09,06636,LK Werra-Meißner-Kreis,393,392.81930312056454
2022-06-09,07111,SK Koblenz,403,355.4167989557978
2022-06-09,07131,LK Ahrweiler,371,284.3369431096192
2022-06-09,07132,LK Altenkirchen,367,284.3043838651452
2022-06-09,07133,LK Bad Kreuznach,491,309.29913194663175
2022-06-09,07134,LK Birkenfeld,192,237.5355684770506
2022-06-09,07135,LK Cochem-Zell,215,349.15067069407905
2022-06-09,07137,LK Mayen-Koblenz,699,325.44020559999257
2022-06-09,07138,LK Neuwied,451,246.27179450775677
2022-06-09,07140,LK Rhein-Hunsrück-Kreis,379,366.5341727836288
2022-06-09,07141,LK Rhein-Lahn-Kreis,202,164.7984074926167
2022-06-09,07143,LK Westerwaldkreis,666,328.3537938174826
2022-06-09,07211,SK Trier,289,261.1272746986645
2022-06-09,07231,LK Bernkastel-Wittlich,249,220.96996050938455
2022-06-09,07232,LK Bitburg-Prüm,96,95.94722902403679
2022-06-09,07233,LK Vulkaneifel,196,324.015142748508
2022-06-09,07235,LK Trier-Saarburg,295,195.97031880052876
2022-06-09,07311,SK Frankenthal,159,326.15384615384613
2022-06-09,07312,SK Kaiserslautern,218,218.73933896570406
2022-06-09,07313,SK Landau i.d.Pfalz,113,242.04776694869875
2022-06-09,07314,SK Ludwigshafen,233,135.02784587121937
2022-06-09,07315,SK Mainz,804,370.29702058280327
2022-06-09,07316,SK Neustadt a.d.Weinstraße,112,210.1076801860954
2022-06-09,07317,SK Pirmasens,43,107.02907208283554
2022-06-09,07318,SK Speyer,94,185.2545278965728
2022-06-09,07319,SK Worms,160,191.71089996285602
2022-06-09,07320,SK Zweibrücken,51,149.99558836504806
2022-06-09,07331,LK Alzey-Worms,250,191.255785487511
2022-06-09,07332,LK Bad Dürkheim,356,267.66112297374514
2022-06-09,07333,LK Donnersbergkreis,208,275.35445266683433
2022-06-09,07334,LK Germersheim,283,219.36964172209042
2022-06-09,07335,LK Kaiserslautern,421,395.97441685477804
2022-06-09,07336,LK Kusel,148,211.11190357321163
2022-06-09,07337,LK Südliche Weinstraße,312,281.63165828692127
2022-06-09,07338,LK Rhein-Pfalz-Kreis,341,220.34971632397225
2022-06-09,07339,LK Mainz-Bingen,843,398.5344521924122
2022-06-09,07340,LK Südwestpfalz,208,219.1503708698584
2022-06-09,08111,SK Stuttgart,1209,191.81190058781067
2022-06-09,08115,LK Böblingen,747,190.1256814745812
2022-06-09,08116,LK Esslingen,1120,209.88836562553294
2022-06-09,08117,LK Göppingen,632,244.22194828832102
2022-06-09,08118,LK Ludwigsburg,1019,186.98242658783678
2022-06-09,08119,LK Rems-Murr-Kreis,1124,263.05565827104095
2022-06-09,08121,SK Heilbronn,173,136.80431447595248
2022-06-09,08125,LK Heilbronn,679,196.03710557998403
2022-06-09,08126,LK Hohenlohekreis,286,253.6247949275041
2022-06-09,08127,LK Schwäbisch Hall,291,147.07368846659253
2022-06-09,08128,LK Main-Tauber-Kreis,310,233.6378161647222
2022-06-09,08135,LK Heidenheim,205,154.35352227208384
2022-06-09,08136,LK Ostalbkreis,864,274.9018434968533
2022-06-09,08211,SK Baden-Baden,122,220.02200220022002
2022-06-09,08212,SK Karlsruhe,996,322.9195035598957
2022-06-09,08215,LK Karlsruhe,1262,282.42013015495064
2022-06-09,08216,LK Rastatt,668,287.8181402984174
2022-06-09,08221,SK Heidelberg,279,175.75799572889173
2022-06-09,08222,SK Mannheim,817,263.7857943116547
2022-06-09,08225,LK Neckar-Odenwald-Kreis,435,302.5097881040634
2022-06-09,08226,LK Rhein-Neckar-Kreis,1346,245.51604883325155
2022-06-09,08231,SK Pforzheim,158,125.38090401218894
2022-06-09,08235,LK Calw,415,259.13368175886205
2022-06-09,08236,LK Enzkreis,411,205.7551363690977
2022-06-09,08237,LK Freudenstadt,333,281.33554121185495
2022-06-09,08311,SK Freiburg i.Breisgau,428,185.32952281978004
2022-06-09,08315,LK Breisgau-Hochschwarzwald,485,183.11076880094538
2022-06-09,08316,LK Emmendingen,376,225.33590631779555
2022-06-09,08317,LK Ortenaukreis,831,192.1031947847797
2022-06-09,08325,LK Rottweil,197,140.54763637401368
2022-06-09,08326,LK Schwarzwald-Baar-Kreis,246,115.56240369799693
2022-06-09,08327,LK Tuttlingen,210,148.2192515633602
2022-06-09,08335,LK Konstanz,483,168.36542617716367
2022-06-09,08336,LK Lörrach,571,249.517134092518
2022-06-09,08337,LK Waldshut,331,193.29934535176392
2022-06-09,08415,LK Reutlingen,440,153.04507525295915
2022-06-09,08416,LK Tübingen,514,224.9738478844142
2022-06-09,08417,LK Zollernalbkreis,378,199.09197206392008
2022-06-09,08421,SK Ulm,263,208.0613899766623
2022-06-09,08425,LK Alb-Donau-Kreis,376,189.70353776916713
2022-06-09,08426,LK Biberach,343,169.5920889987639
2022-06-09,08435,LK Bodenseekreis,376,172.55542654691808
