Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-06-09,00,Bundesgebiet,230223,276.85997735963804
2022-06-09,01,Schleswig-Holstein,13386,459.8617254262034
2022-06-09,02,Hamburg,4920,265.59019864203515
2022-06-09,03,Niedersachsen,29767,371.9284540948177
2022-06-09,04,Bremen,2055,302.1481187420052
2022-06-09,05,Nordrhein-Westfalen,57818,322.54483399969985
2022-06-09,06,Hessen,24843,394.76230837510093
2022-06-09,07,Rheinland-Pfalz,10918,266.3972275949269
2022-06-09,08,Baden-Württemberg,23473,211.41051151472618
2022-06-09,09,Bayern,36191,275.4223438136288
2022-06-09,10,Saarland,2826,287.1977487598972
2022-06-09,11,Berlin,6680,182.31003185513012
2022-06-09,12,Brandenburg,3860,152.50461168414478
2022-06-09,13,Mecklenburg-Vorpommern,3390,210.45782958999834
2022-06-09,14,Sachsen,5355,131.9960038856863
2022-06-09,15,Sachsen-Anhalt,2996,137.38808557315045
2022-06-09,16,Thüringen,1745,82.3021199988492
