Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-06-07,00,Bundesgebiet,166193,199.85922439256862
2022-06-07,01,Schleswig-Holstein,9137,313.8918710009877
2022-06-07,02,Hamburg,3540,191.09538682780578
2022-06-07,03,Niedersachsen,21034,262.81261475561513
2022-06-07,04,Bremen,1691,248.62893858527045
2022-06-07,05,Nordrhein-Westfalen,42360,236.31047715637496
2022-06-07,06,Hessen,17311,275.07669445241606
2022-06-07,07,Rheinland-Pfalz,7866,191.9289789578398
2022-06-07,08,Baden-Württemberg,17102,154.02984569185222
2022-06-07,09,Bayern,25314,192.64571886099304
2022-06-07,10,Saarland,1901,193.19282391810495
2022-06-07,11,Berlin,5251,143.3098768370192
2022-06-07,12,Brandenburg,3139,124.01864665195089
2022-06-07,13,Mecklenburg-Vorpommern,2711,168.30418171636742
2022-06-07,14,Sachsen,3999,98.57180570286823
2022-06-07,15,Sachsen-Anhalt,2410,110.5157831212592
2022-06-07,16,Thüringen,1427,67.3037966981993
