Datenstand,IdLandkreis,Landkreis,AnzahlFall_7d,incidence_7d
2022-07-05,01001,SK Flensburg,1073,1193.097160139658
2022-07-05,01002,SK Kiel,3961,1606.2384175246652
2022-07-05,01003,SK Lübeck,1995,924.2700814469576
2022-07-05,01004,SK Neumünster,807,1009.9493148113386
2022-07-05,01051,LK Dithmarschen,1150,863.0329228298475
2022-07-05,01053,LK Herzogtum Lauenburg,1512,759.2190889370933
2022-07-05,01054,LK Nordfriesland,1406,841.1757315416968
2022-07-05,01055,LK Ostholstein,1985,985.1752222227736
2022-07-05,01056,LK Pinneberg,2682,845.8299824968069
2022-07-05,01057,LK Plön,2357,1822.1456015708952
2022-07-05,01058,LK Rendsburg-Eckernförde,4457,1622.1134423962294
2022-07-05,01059,LK Schleswig-Flensburg,1862,918.8391636688428
2022-07-05,01060,LK Segeberg,2636,948.1775638742909
2022-07-05,01061,LK Steinburg,1236,945.633712300889
2022-07-05,01062,LK Stormarn,1507,615.1296588826436
2022-07-05,02000,SK Hamburg,12730,687.1876481124202
2022-07-05,03101,SK Braunschweig,2274,914.8659685147709
2022-07-05,03102,SK Salzgitter,993,956.0395124487321
2022-07-05,03103,SK Wolfsburg,1027,829.295865633075
2022-07-05,03151,LK Gifhorn,1892,1067.5574263515152
2022-07-05,03153,LK Goslar,1200,890.9479686386316
2022-07-05,03154,LK Helmstedt,634,692.7598942284578
2022-07-05,03155,LK Northeim,1568,1189.9341286464498
2022-07-05,03157,LK Peine,1614,1188.1275580813287
2022-07-05,03158,LK Wolfenbüttel,1426,1194.6950846591433
2022-07-05,03159,LK Göttingen,3819,1179.0676134609446
2022-07-05,03241,Region Hannover,8881,768.6981208832109
2022-07-05,03251,LK Diepholz,2398,1099.6368171979898
2022-07-05,03252,LK Hameln-Pyrmont,1682,1132.0500740341904
2022-07-05,03254,LK Hildesheim,2662,966.369471146865
2022-07-05,03255,LK Holzminden,662,942.9259190678993
2022-07-05,03256,LK Nienburg (Weser),1366,1122.9397015906943
2022-07-05,03257,LK Schaumburg,1715,1082.661010315266
2022-07-05,03351,LK Celle,2150,1198.532772903125
2022-07-05,03352,LK Cuxhaven,1893,952.0887610272298
2022-07-05,03353,LK Harburg,2525,986.266483344791
2022-07-05,03354,LK Lüchow-Dannenberg,365,752.5307712924973
2022-07-05,03355,LK Lüneburg,1620,879.3117485819741
2022-07-05,03356,LK Osterholz,1109,967.3761339846475
2022-07-05,03357,LK Rotenburg (Wümme),2002,1217.1248616903565
2022-07-05,03358,LK Heidekreis,1407,998.686872271711
2022-07-05,03359,LK Stade,2579,1255.8617432081692
2022-07-05,03360,LK Uelzen,844,911.7818637512694
2022-07-05,03361,LK Verden,1752,1273.4964455493043
2022-07-05,03401,SK Delmenhorst,807,1041.2500161284079
2022-07-05,03402,SK Emden,349,699.7634037775193
2022-07-05,03403,SK Oldenburg,1918,1130.8628872969546
2022-07-05,03404,SK Osnabrück,1049,638.7655809478575
2022-07-05,03405,SK Wilhelmshaven,417,554.6024019470933
2022-07-05,03451,LK Ammerland,1345,1070.493382042772
2022-07-05,03452,LK Aurich,1841,968.040467351639
2022-07-05,03453,LK Cloppenburg,1179,682.9556513276797
2022-07-05,03454,LK Emsland,3751,1140.364211230353
2022-07-05,03455,LK Friesland,983,993.2202362308152
2022-07-05,03456,LK Grafschaft Bentheim,1704,1235.758678956567
2022-07-05,03457,LK Leer,1338,780.2522699043053
2022-07-05,03458,LK Oldenburg,1400,1064.9060220435547
2022-07-05,03459,LK Osnabrück,2372,659.8585143168712
2022-07-05,03460,LK Vechta,1620,1127.3643335328259
2022-07-05,03461,LK Wesermarsch,680,768.1532691699426
2022-07-05,03462,LK Wittmund,561,977.6244249268088
2022-07-05,04011,SK Bremen,4205,742.1815017658802
2022-07-05,04012,SK Bremerhaven,836,736.1941579999472
2022-07-05,05111,SK Düsseldorf,5185,835.5854658086806
2022-07-05,05112,SK Duisburg,2474,498.90599634996016
2022-07-05,05113,SK Essen,4179,717.5295965934943
2022-07-05,05114,SK Krefeld,1053,464.1956586905539
2022-07-05,05116,SK Mönchengladbach,1253,482.5448173608303
2022-07-05,05117,SK Mülheim a.d.Ruhr,834,487.9447230006845
2022-07-05,05119,SK Oberhausen,1073,512.0105360602388
2022-07-05,05120,SK Remscheid,843,755.9453351985366
2022-07-05,05122,SK Solingen,1416,889.4863467614781
2022-07-05,05124,SK Wuppertal,3504,987.0311320435827
2022-07-05,05154,LK Kleve,2124,677.3261561421747
2022-07-05,05158,LK Mettmann,3694,762.7157139258593
2022-07-05,05162,LK Rhein-Kreis Neuss,3987,882.077694518375
2022-07-05,05166,LK Viersen,2628,880.2958437173406
2022-07-05,05170,LK Wesel,2990,649.8403653015673
2022-07-05,05314,SK Bonn,2574,778.633851515069
2022-07-05,05315,SK Köln,8392,774.528425525474
2022-07-05,05316,SK Leverkusen,1681,1025.594094139898
2022-07-05,05334,StadtRegion Aachen,4329,777.7145002703766
2022-07-05,05358,LK Düren,2472,932.3376329486309
2022-07-05,05362,LK Rhein-Erft-Kreis,4011,854.1111686055053
2022-07-05,05366,LK Euskirchen,1729,889.5909116634682
2022-07-05,05370,LK Heinsberg,1138,443.7373761005701
2022-07-05,05374,LK Oberbergischer Kreis,1763,648.8798265727883
2022-07-05,05378,LK Rheinisch-Bergischer Kreis,1909,673.9034507104404
2022-07-05,05382,LK Rhein-Sieg-Kreis,2022,336.789506558401
2022-07-05,05512,SK Bottrop,728,620.1656046614645
2022-07-05,05513,SK Gelsenkirchen,1500,578.9158835221242
2022-07-05,05515,SK Münster,2586,817.3120988106939
2022-07-05,05554,LK Borken,3974,1068.572565595943
2022-07-05,05558,LK Coesfeld,3630,1644.677226430824
2022-07-05,05562,LK Recklinghausen,3889,633.8015544353885
2022-07-05,05566,LK Steinfurt,4097,914.1069663563121
2022-07-05,05570,LK Warendorf,2906,1047.5205196509228
2022-07-05,05711,SK Bielefeld,2168,650.0574197397972
2022-07-05,05754,LK Gütersloh,2217,607.7002779468119
2022-07-05,05758,LK Herford,1578,629.8219495743314
2022-07-05,05762,LK Höxter,805,576.1151944120404
2022-07-05,05766,LK Lippe,1861,536.3576101680261
2022-07-05,05770,LK Minden-Lübbecke,2643,851.8387211138685
2022-07-05,05774,LK Paderborn,2357,764.4283003875655
2022-07-05,05911,SK Bochum,2245,615.9899466050585
2022-07-05,05913,SK Dortmund,4556,775.230731534671
2022-07-05,05914,SK Hagen,1471,779.5979585239047
2022-07-05,05915,SK Hamm,1318,736.4486190191487
2022-07-05,05916,SK Herne,1187,756.3400025487448
2022-07-05,05954,LK Ennepe-Ruhr-Kreis,2262,700.0278525670783
2022-07-05,05958,LK Hochsauerlandkreis,2354,908.7750453615412
2022-07-05,05962,LK Märkischer Kreis,4050,991.0390493855559
2022-07-05,05966,LK Olpe,651,488.14504881450483
2022-07-05,05970,LK Siegen-Wittgenstein,2170,787.6845341590106
2022-07-05,05974,LK Soest,2060,684.3490047040689
2022-07-05,05978,LK Unna,3181,808.1439365069688
2022-07-05,06411,SK Darmstadt,1382,868.2322489853871
2022-07-05,06412,SK Frankfurt am Main,5692,744.9247746380074
2022-07-05,06413,SK Offenbach,913,697.5216208782813
2022-07-05,06414,SK Wiesbaden,2644,949.0002117663104
2022-07-05,06431,LK Bergstraße,2590,955.6666605169456
2022-07-05,06432,LK Darmstadt-Dieburg,2506,841.784206300953
2022-07-05,06433,LK Groß-Gerau,2002,725.8699017791427
2022-07-05,06434,LK Hochtaunuskreis,2068,871.5404941820036
2022-07-05,06435,LK Main-Kinzig-Kreis,3680,872.6810516755239
2022-07-05,06436,LK Main-Taunus-Kreis,1969,822.9403504079175
2022-07-05,06437,LK Odenwaldkreis,852,880.5837484755153
2022-07-05,06438,LK Offenbach,2932,822.3435107224394
2022-07-05,06439,LK Rheingau-Taunus-Kreis,1954,1042.505855425672
2022-07-05,06440,LK Wetteraukreis,2278,734.0028934793606
2022-07-05,06531,LK Gießen,2450,901.8393842461543
2022-07-05,06532,LK Lahn-Dill-Kreis,2722,1074.3054705907891
2022-07-05,06533,LK Limburg-Weilburg,1281,743.5095274854751
2022-07-05,06534,LK Marburg-Biedenkopf,1744,709.2227423008259
2022-07-05,06535,LK Vogelsbergkreis,943,893.7880310124543
2022-07-05,06611,SK Kassel,1097,545.640841987983
2022-07-05,06631,LK Fulda,2223,996.7581818915537
2022-07-05,06632,LK Hersfeld-Rotenburg,858,713.1932437824179
2022-07-05,06633,LK Kassel,1084,457.3704574126503
2022-07-05,06634,LK Schwalm-Eder-Kreis,1616,898.576512455516
2022-07-05,06635,LK Waldeck-Frankenberg,1563,998.5433915976694
2022-07-05,06636,LK Werra-Meißner-Kreis,1008,1007.5365331947304
2022-07-05,07111,SK Koblenz,482,425.0890746816242
2022-07-05,07131,LK Ahrweiler,935,716.5904091846197
2022-07-05,07132,LK Altenkirchen,989,766.1499608790971
2022-07-05,07133,LK Bad Kreuznach,1707,1075.3026847920578
2022-07-05,07134,LK Birkenfeld,504,623.5308672522578
2022-07-05,07135,LK Cochem-Zell,370,600.8639449153918
2022-07-05,07137,LK Mayen-Koblenz,962,447.8876649316063
2022-07-05,07138,LK Neuwied,1223,667.8279482993049
2022-07-05,07140,LK Rhein-Hunsrück-Kreis,663,641.1930252125221
2022-07-05,07141,LK Rhein-Lahn-Kreis,768,626.5602819521268
2022-07-05,07143,LK Westerwaldkreis,1711,843.5635754079772
2022-07-05,07211,SK Trier,682,616.224226105499
2022-07-05,07231,LK Bernkastel-Wittlich,645,572.3920663797311
2022-07-05,07232,LK Bitburg-Prüm,441,440.75758332916894
2022-07-05,07233,LK Vulkaneifel,720,1190.2597080557439
2022-07-05,07235,LK Trier-Saarburg,856,568.6460776042463
2022-07-05,07311,SK Frankenthal,183,375.3846153846154
2022-07-05,07312,SK Kaiserslautern,519,520.7601693724789
2022-07-05,07313,SK Landau i.d.Pfalz,199,426.26111170611546
2022-07-05,07314,SK Ludwigshafen,535,310.0424787171775
2022-07-05,07315,SK Mainz,1672,770.0704209134914
2022-07-05,07316,SK Neustadt a.d.Weinstraße,296,555.2845833489663
2022-07-05,07317,SK Pirmasens,209,520.2110712863401
2022-07-05,07318,SK Speyer,238,469.04869829132264
2022-07-05,07319,SK Worms,524,627.8531973783535
2022-07-05,07320,SK Zweibrücken,223,655.8630628510925
2022-07-05,07331,LK Alzey-Worms,900,688.5208277550396
2022-07-05,07332,LK Bad Dürkheim,780,586.4485278638236
2022-07-05,07333,LK Donnersbergkreis,411,544.0898079137928
2022-07-05,07334,LK Germersheim,706,547.2613676883246
2022-07-05,07335,LK Kaiserslautern,805,757.1482317531979
2022-07-05,07336,LK Kusel,444,633.3357107196349
2022-07-05,07337,LK Südliche Weinstraße,501,452.23545128765244
2022-07-05,07338,LK Rhein-Pfalz-Kreis,573,370.26506584644017
2022-07-05,07339,LK Mainz-Bingen,1619,765.3941614466376
2022-07-05,07340,LK Südwestpfalz,625,658.5047201618341
2022-07-05,08111,SK Stuttgart,3224,511.49840156749514
2022-07-05,08115,LK Böblingen,2328,592.5201960814256
2022-07-05,08116,LK Esslingen,3088,578.6922080818265
2022-07-05,08117,LK Göppingen,936,361.69579683207036
2022-07-05,08118,LK Ludwigsburg,1934,354.8812689115568
2022-07-05,08119,LK Rems-Murr-Kreis,2845,665.8303805881775
2022-07-05,08121,SK Heilbronn,741,585.9653007322589
2022-07-05,08125,LK Heilbronn,2019,582.9144567982146
2022-07-05,08126,LK Hohenlohekreis,763,676.6283864674323
2022-07-05,08127,LK Schwäbisch Hall,951,480.64287880319415
2022-07-05,08128,LK Main-Tauber-Kreis,737,555.455066172259
2022-07-05,08135,LK Heidenheim,686,516.5195916031684
2022-07-05,08136,LK Ostalbkreis,2268,721.6173391792398
2022-07-05,08211,SK Baden-Baden,356,642.0314162563798
2022-07-05,08212,SK Karlsruhe,2444,792.3848059240814
2022-07-05,08215,LK Karlsruhe,3440,769.8298318011333
2022-07-05,08216,LK Rastatt,1806,778.1430559564998
2022-07-05,08221,SK Heidelberg,1245,784.2964325536566
2022-07-05,08222,SK Mannheim,1998,645.0967160767271
2022-07-05,08225,LK Neckar-Odenwald-Kreis,1095,761.4901562619526
2022-07-05,08226,LK Rhein-Neckar-Kreis,4197,765.5504137839204
2022-07-05,08231,SK Pforzheim,691,548.3430675469782
2022-07-05,08235,LK Calw,932,581.9580515644806
2022-07-05,08236,LK Enzkreis,1208,604.7498898634307
2022-07-05,08237,LK Freudenstadt,687,580.4129634010341
2022-07-05,08311,SK Freiburg i.Breisgau,1265,547.7613232874339
2022-07-05,08315,LK Breisgau-Hochschwarzwald,1519,573.4953769250228
2022-07-05,08316,LK Emmendingen,1158,693.9866476489555
2022-07-05,08317,LK Ortenaukreis,2376,549.2625641499839
2022-07-05,08325,LK Rottweil,630,449.4670604854244
2022-07-05,08326,LK Schwarzwald-Baar-Kreis,1175,551.9748957119771
2022-07-05,08327,LK Tuttlingen,788,556.1750963425136
2022-07-05,08335,LK Konstanz,1831,638.2548557564942
2022-07-05,08336,LK Lörrach,1343,586.8677952473759
2022-07-05,08337,LK Waldshut,723,422.22183289826376
2022-07-05,08415,LK Reutlingen,1740,605.2237066821567
2022-07-05,08416,LK Tübingen,1540,674.0461590311243
2022-07-05,08417,LK Zollernalbkreis,1256,661.53311352456
2022-07-05,08421,SK Ulm,780,617.064198409873
2022-07-05,08425,LK Alb-Donau-Kreis,1230,620.5727432342435
2022-07-05,08426,LK Biberach,1381,682.8182941903585
2022-07-05,08435,LK Bodenseekreis,1076,493.80223128852094
2022-07-05,08436,LK Ravensburg,1325,463.4682113275129
2022-07-05,08437,LK Sigmaringen,731,558.2453835932369
2022-07-05,09161,SK Ingolstadt,762,556.3993223903266
2022-07-05,09162,SK München,10211,686.1299742911244
2022-07-05,09163,SK Rosenheim,336,528.3766570741143
2022-07-05,09171,LK Altötting,796,712.9166890572661
2022-07-05,09172,LK Berchtesgadener Land,437,410.99626623529304
2022-07-05,09173,LK Bad Tölz-Wolfratshausen,570,444.5761707172495
2022-07-05,09174,LK Dachau,1133,730.4163953660785
2022-07-05,09175,LK Ebersberg,1205,836.2770749040536
2022-07-05,09176,LK Eichstätt,981,736.657930899834
2022-07-05,09177,LK Erding,1107,797.0278851761453
2022-07-05,09178,LK Freising,1184,656.6359608014951
2022-07-05,09179,LK Fürstenfeldbruck,1790,818.3231233427814
2022-07-05,09180,LK Garmisch-Partenkirchen,373,422.52404309065577
2022-07-05,09181,LK Landsberg a.Lech,550,454.4740908452392
2022-07-05,09182,LK Miesbach,698,696.72499326233
2022-07-05,09183,LK Mühldorf a.Inn,828,710.8333404874531
2022-07-05,09184,LK München,2275,650.5855269742768
2022-07-05,09185,LK Neuburg-Schrobenhausen,587,600.63440090044
2022-07-05,09186,LK Pfaffenhofen a.d.Ilm,719,556.8118456105569
2022-07-05,09187,LK Rosenheim,1403,536.0670332147592
2022-07-05,09188,LK Starnberg,973,712.2465412488104
2022-07-05,09189,LK Traunstein,742,418.06349832380204
2022-07-05,09190,LK Weilheim-Schongau,751,551.6623327016028
2022-07-05,09261,SK Landshut,496,678.847601450763
2022-07-05,09262,SK Passau,306,583.8023466564914
2022-07-05,09263,SK Straubing,173,363.3537763589011
2022-07-05,09271,LK Deggendorf,582,487.11489048284636
2022-07-05,09272,LK Freyung-Grafenau,351,447.96120222066236
2022-07-05,09273,LK Kelheim,653,529.2163060215577
2022-07-05,09274,LK Landshut,1318,817.663517193888
2022-07-05,09275,LK Passau,890,460.0576881325793
2022-07-05,09276,LK Regen,534,690.6988475418106
2022-07-05,09277,LK Rottal-Inn,554,454.84400656814444
2022-07-05,09278,LK Straubing-Bogen,445,437.36792962799154
2022-07-05,09279,LK Dingolfing-Landau,522,536.7940438484636
2022-07-05,09361,SK Amberg,124,294.8730143631694
2022-07-05,09362,SK Regensburg,975,640.3099757010573
2022-07-05,09363,SK Weiden i.d.OPf.,245,575.9962383919125
2022-07-05,09371,LK Amberg-Sulzbach,489,474.7665003203946
2022-07-05,09372,LK Cham,1112,868.1124798975752
2022-07-05,09373,LK Neumarkt i.d.OPf.,830,613.7918284340914
2022-07-05,09374,LK Neustadt a.d.Waldnaab,566,598.0241956785884
2022-07-05,09375,LK Regensburg,1133,583.1939261356325
2022-07-05,09376,LK Schwandorf,829,558.3356344753732
2022-07-05,09377,LK Tirschenreuth,527,735.0479803615265
2022-07-05,09461,SK Bamberg,549,716.0184677987322
2022-07-05,09462,SK Bayreuth,387,522.6339671564391
2022-07-05,09463,SK Coburg,173,423.5835659370256
2022-07-05,09464,SK Hof,233,515.7948331968212
2022-07-05,09471,LK Bamberg,1353,917.306792680529
2022-07-05,09472,LK Bayreuth,492,474.54161402019696
2022-07-05,09473,LK Coburg,433,500.1674925783461
2022-07-05,09474,LK Forchheim,924,792.4528301886792
2022-07-05,09475,LK Hof,741,783.9444785340979
