Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-06-08,00,Bundesgebiet,197996,238.10465538759766
2022-06-08,01,Schleswig-Holstein,10920,375.14493064800104
2022-06-08,02,Hamburg,5471,295.33414162003544
2022-06-08,03,Niedersachsen,25118,313.84079383053825
2022-06-08,04,Bremen,1760,258.7740579006955
2022-06-08,05,Nordrhein-Westfalen,48853,272.5324773493953
2022-06-08,06,Hessen,21220,337.19181192769156
2022-06-08,07,Rheinland-Pfalz,9251,225.72272874891632
2022-06-08,08,Baden-Württemberg,20665,186.12014742264802
2022-06-08,09,Bayern,31955,243.18534985395564
2022-06-08,10,Saarland,2421,246.03883572105843
2022-06-08,11,Berlin,6340,173.03077873675525
2022-06-08,12,Brandenburg,3247,128.28561506176635
2022-06-08,13,Mecklenburg-Vorpommern,2425,150.54874240582478
2022-06-08,14,Sachsen,4281,105.5228557674366
2022-06-08,15,Sachsen-Anhalt,2468,113.17549906359656
2022-06-08,16,Thüringen,1601,75.51042642874359
