Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-06-24,00,Bundesgebiet,514104,618.2476199185111
2022-06-24,01,Schleswig-Holstein,25699,882.8616824837892
2022-06-24,02,Hamburg,11697,631.4245027471311
2022-06-24,03,Niedersachsen,68940,861.381651671204
2022-06-24,04,Bremen,4423,650.3168511902136
2022-06-24,05,Nordrhein-Westfalen,132350,738.3307755346134
2022-06-24,06,Hessen,49429,785.440813938448
2022-06-24,07,Rheinland-Pfalz,24638,601.1627489910065
2022-06-24,08,Baden-Württemberg,54040,486.7134172136413
2022-06-24,09,Bayern,76217,580.0299737073677
2022-06-24,10,Saarland,8226,835.9832559444142
2022-06-24,11,Berlin,15925,434.6238409121178
2022-06-24,12,Brandenburg,9792,386.8718024899341
2022-06-24,13,Mecklenburg-Vorpommern,7911,491.13035099896075
2022-06-24,14,Sachsen,12846,316.64251464342226
2022-06-24,15,Sachsen-Anhalt,7426,340.5353549620211
2022-06-24,16,Thüringen,4545,214.3628283064582
