Datenstand,IdLandkreis,Landkreis,AnzahlFall_7d,incidence_7d
2022-05-26,01001,SK Flensburg,425,472.56877265550287
2022-05-26,01002,SK Kiel,1033,418.89530050567515
2022-05-26,01003,SK Lübeck,961,445.2248362258277
2022-05-26,01004,SK Neumünster,276,345.41017458231653
2022-05-26,01051,LK Dithmarschen,442,331.704827731124
2022-05-26,01053,LK Herzogtum Lauenburg,675,338.93709327548805
2022-05-26,01054,LK Nordfriesland,781,467.25337577102783
2022-05-26,01055,LK Ostholstein,680,337.4907562274489
2022-05-26,01056,LK Pinneberg,1359,428.5917025403283
2022-05-26,01057,LK Plön,651,503.27398668759133
2022-05-26,01058,LK Rendsburg-Eckernförde,1246,453.478427019453
2022-05-26,01059,LK Schleswig-Flensburg,956,471.75630529936296
2022-05-26,01060,LK Segeberg,1165,419.05419647706714
2022-05-26,01061,LK Steinburg,594,454.45503649411654
2022-05-26,01062,LK Stormarn,1004,409.81431819387814
2022-05-26,02000,SK Hamburg,4847,261.6495310605578
2022-05-26,03101,SK Braunschweig,905,364.0957350509533
2022-05-26,03102,SK Salzgitter,267,257.0619837097799
2022-05-26,03103,SK Wolfsburg,257,207.52583979328165
2022-05-26,03151,LK Gifhorn,454,256.1686424754693
2022-05-26,03153,LK Goslar,343,254.66262770254218
2022-05-26,03154,LK Helmstedt,203,221.81428789964818
2022-05-26,03155,LK Northeim,404,306.59017090125366
2022-05-26,03157,LK Peine,381,280.4687730043285
2022-05-26,03158,LK Wolfenbüttel,409,342.6579871147192
2022-05-26,03159,LK Göttingen,1008,311.20716270453846
2022-05-26,03241,Region Hannover,2918,252.56853020349163
2022-05-26,03251,LK Diepholz,724,332.00044022157823
2022-05-26,03252,LK Hameln-Pyrmont,532,358.0562659846548
2022-05-26,03254,LK Hildesheim,851,308.93329073853573
2022-05-26,03255,LK Holzminden,207,294.8423946330138
2022-05-26,03256,LK Nienburg (Weser),418,343.6228369435653
2022-05-26,03257,LK Schaumburg,521,328.90168301705745
2022-05-26,03351,LK Celle,523,291.5500652224811
2022-05-26,03352,LK Cuxhaven,729,366.65224869986827
