Datenstand,IdLandkreis,Landkreis,AnzahlFall_7d,incidence_7d
2022-06-12,01001,SK Flensburg,490,544.8439967086975
2022-06-12,01002,SK Kiel,1282,519.8681270554458
2022-06-12,01003,SK Lübeck,1190,551.3189959508168
2022-06-12,01004,SK Neumünster,434,543.1449846692948
2022-06-12,01051,LK Dithmarschen,702,526.8253146317852
2022-06-12,01053,LK Herzogtum Lauenburg,924,463.96722101711254
2022-06-12,01054,LK Nordfriesland,839,501.95337038654594
2022-06-12,01055,LK Ostholstein,1039,515.6660231181169
2022-06-12,01056,LK Pinneberg,1642,517.8422189633694
2022-06-12,01057,LK Plön,738,570.5318005767165
2022-06-12,01058,LK Rendsburg-Eckernförde,2030,738.8131676159627
2022-06-12,01059,LK Schleswig-Flensburg,986,486.5603734572927
2022-06-12,01060,LK Segeberg,1699,611.1356908279288
2022-06-12,01061,LK Steinburg,639,488.8834483497315
2022-06-12,01062,LK Stormarn,1171,477.9806440289156
2022-06-12,02000,SK Hamburg,6281,339.0593572501266
2022-06-12,03101,SK Braunschweig,1436,577.7253873294684
2022-06-12,03102,SK Salzgitter,349,336.0098588566037
2022-06-12,03103,SK Wolfsburg,428,345.6072351421189
2022-06-12,03151,LK Gifhorn,639,360.55454304366714
2022-06-12,03153,LK Goslar,460,341.53005464480873
2022-06-12,03154,LK Helmstedt,220,240.38986865971722
2022-06-12,03155,LK Northeim,367,278.51136812069336
2022-06-12,03157,LK Peine,642,472.6009245899708
2022-06-12,03158,LK Wolfenbüttel,561,470.0027647221454
2022-06-12,03159,LK Göttingen,1428,440.87681383142944
2022-06-12,03241,Region Hannover,4665,403.7807379709693
2022-06-12,03251,LK Diepholz,1099,503.96199420374916
2022-06-12,03252,LK Hameln-Pyrmont,710,477.85704670884377
2022-06-12,03254,LK Hildesheim,1604,582.29024482328
2022-06-12,03255,LK Holzminden,298,424.4590995199909
2022-06-12,03256,LK Nienburg (Weser),656,539.2741173085618
2022-06-12,03257,LK Schaumburg,751,474.0982033508831
2022-06-12,03351,LK Celle,826,460.45956763627044
2022-06-12,03352,LK Cuxhaven,1027,516.5320430929556
2022-06-12,03353,LK Harburg,1214,474.18911318042626
2022-06-12,03354,LK Lüchow-Dannenberg,187,385.54316227862194
2022-06-12,03355,LK Lüneburg,831,451.05435992075337
2022-06-12,03356,LK Osterholz,575,501.57013258897416
2022-06-12,03357,LK Rotenburg (Wümme),937,569.6533443575745
2022-06-12,03358,LK Heidekreis,666,472.7259821840508
2022-06-12,03359,LK Stade,929,452.38292339681624
2022-06-12,03360,LK Uelzen,827,893.4165892444311
2022-06-12,03361,LK Verden,769,558.9718987599401
2022-06-12,03401,SK Delmenhorst,346,446.4343315742616
2022-06-12,03402,SK Emden,116,232.58611701487752
2022-06-12,03403,SK Oldenburg,898,529.4655228324636
2022-06-12,03404,SK Osnabrück,854,520.0246006953959
2022-06-12,03405,SK Wilhelmshaven,230,305.89580922741357
2022-06-12,03451,LK Ammerland,1016,808.6403540189267
2022-06-12,03452,LK Aurich,767,403.30637613183444
2022-06-12,03453,LK Cloppenburg,870,503.9621854580842
2022-06-12,03454,LK Emsland,2199,668.5312984525583
2022-06-12,03455,LK Friesland,300,303.11909549261907
2022-06-12,03456,LK Grafschaft Bentheim,806,584.519656830395
2022-06-12,03457,LK Leer,489,285.159461870856
2022-06-12,03458,LK Oldenburg,1049,797.9188693740634
2022-06-12,03459,LK Osnabrück,1881,523.2689145995087
2022-06-12,03460,LK Vechta,765,532.3664908349455
2022-06-12,03461,LK Wesermarsch,278,314.0391306312412
2022-06-12,03462,LK Wittmund,291,507.1099958176496
2022-06-12,04011,SK Bremen,2246,396.41846681716214
2022-06-12,04012,SK Bremerhaven,341,300.2897223420837
2022-06-12,05111,SK Düsseldorf,2367,381.45241997476325
2022-06-12,05112,SK Duisburg,1116,225.05217943676456
2022-06-12,05113,SK Essen,1601,274.889898096718
2022-06-12,05114,SK Krefeld,629,277.2830667771684
2022-06-12,05116,SK Mönchengladbach,1169,450.1954441299367
2022-06-12,05117,SK Mülheim a.d.Ruhr,464,271.4704454104528
2022-06-12,05119,SK Oberhausen,539,257.198209633242
2022-06-12,05120,SK Remscheid,442,396.35567990243555
2022-06-12,05122,SK Solingen,780,489.97129270759393
2022-06-12,05124,SK Wuppertal,1508,424.783946096382
2022-06-12,05154,LK Kleve,961,306.45500755773537
2022-06-12,05158,LK Mettmann,1891,390.44272199074175
2022-06-12,05162,LK Rhein-Kreis Neuss,1815,401.54778418631815
2022-06-12,05166,LK Viersen,1480,495.7526060508616
2022-06-12,05170,LK Wesel,1558,338.612471284228
2022-06-12,05314,SK Bonn,841,254.40212475686596
2022-06-12,05315,SK Köln,3929,362.62180456262956
2022-06-12,05316,SK Leverkusen,485,295.9031146090723
2022-06-12,05334,StadtRegion Aachen,2020,362.89750301366615
2022-06-12,05358,LK Düren,1311,494.45575922154336
2022-06-12,05362,LK Rhein-Erft-Kreis,2123,452.0762929318095
2022-06-12,05366,LK Euskirchen,992,510.39571102958956
2022-06-12,05370,LK Heinsberg,735,286.59663570643147
2022-06-12,05374,LK Oberbergischer Kreis,1079,397.1306482541342
2022-06-12,05378,LK Rheinisch-Bergischer Kreis,1157,408.4370311534728
2022-06-12,05382,LK Rhein-Sieg-Kreis,2182,363.4395169685613
2022-06-12,05512,SK Bottrop,442,376.52911711588916
2022-06-12,05513,SK Gelsenkirchen,681,262.8278111190444
2022-06-12,05515,SK Münster,1419,448.47868066990515
2022-06-12,05554,LK Borken,2545,684.3274231106378
2022-06-12,05558,LK Coesfeld,2130,965.0585378230454
2022-06-12,05562,LK Recklinghausen,1777,289.60281877903975
2022-06-12,05566,LK Steinfurt,1976,440.877560536996
2022-06-12,05570,LK Warendorf,1821,656.4125486181453
2022-06-12,05711,SK Bielefeld,1156,346.6173326656852
2022-06-12,05754,LK Gütersloh,1660,455.02140793491554
2022-06-12,05758,LK Herford,845,337.2620705895501
2022-06-12,05762,LK Höxter,632,452.3041029421237
2022-06-12,05766,LK Lippe,892,257.08274490589963
2022-06-12,05770,LK Minden-Lübbecke,1188,382.89231959261286
2022-06-12,05774,LK Paderborn,1157,375.24121491235184
2022-06-12,05911,SK Bochum,883,242.28023289633262
2022-06-12,05913,SK Dortmund,2224,378.4269418202608
2022-06-12,05914,SK Hagen,719,381.0543386666808
2022-06-12,05915,SK Hamm,695,388.33974978627344
2022-06-12,05916,SK Herne,506,322.4162100165668
2022-06-12,05954,LK Ennepe-Ruhr-Kreis,1079,333.9213319716523
2022-06-12,05958,LK Hochsauerlandkreis,1303,503.0305370034359
