Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-05-19,00,Bundesgebiet,318629,383.1746512126248
2022-05-19,01,Schleswig-Holstein,16119,553.7510198823378
2022-05-19,02,Hamburg,6664,359.7343666159598
2022-05-19,03,Niedersachsen,43174,539.4443201226076
2022-05-19,04,Bremen,3390,498.43412288827136
2022-05-19,05,Nordrhein-Westfalen,66825,372.79149282282236
2022-05-19,06,Hessen,30248,480.64928968844555
2022-05-19,07,Rheinland-Pfalz,13501,329.4219609598011
2022-05-19,08,Baden-Württemberg,39587,356.54189576677317
2022-05-19,09,Bayern,58114,442.2617249698882
2022-05-19,10,Saarland,3234,328.6615426360607
2022-05-19,11,Berlin,11170,304.85075685955144
2022-05-19,12,Brandenburg,5669,223.9763325485536
2022-05-19,13,Mecklenburg-Vorpommern,4601,285.63907785946384
2022-05-19,14,Sachsen,7822,192.8053673938073
2022-05-19,15,Sachsen-Anhalt,5234,240.01643521023678
2022-05-19,16,Thüringen,3277,154.55819325858383
