Datenstand,IdLandkreis,Landkreis,AnzahlFall_7d,incidence_7d
2022-05-24,01001,SK Flensburg,471,523.7173927546868
2022-05-24,01002,SK Kiel,1101,446.4702089610342
2022-05-24,01003,SK Lübeck,1131,523.98469279023
2022-05-24,01004,SK Neumünster,310,387.96070333521055
2022-05-24,01051,LK Dithmarschen,548,411.25394931370124
2022-05-24,01053,LK Herzogtum Lauenburg,708,355.50735116895635
2022-05-24,01054,LK Nordfriesland,774,463.06544538639645
2022-05-24,01055,LK Ostholstein,814,403.9962876016815
2022-05-24,01056,LK Pinneberg,1422,448.4601920620654
2022-05-24,01057,LK Plön,738,570.5318005767165
2022-05-24,01058,LK Rendsburg-Eckernförde,1549,563.7544811020326
2022-05-24,01059,LK Schleswig-Flensburg,1065,525.5444196065079
2022-05-24,01060,LK Segeberg,1224,440.2766836806267
2022-05-24,01061,LK Steinburg,536,410.08063899132407
2022-05-24,01062,LK Stormarn,1076,439.2033928053912
2022-05-24,02000,SK Hamburg,6167,332.9054380132989
2022-05-24,03101,SK Braunschweig,1061,426.85698882769225
2022-05-24,03102,SK Salzgitter,276,265.7269943966264
2022-05-24,03103,SK Wolfsburg,351,283.43023255813955
2022-05-24,03151,LK Gifhorn,527,297.358754591569
2022-05-24,03153,LK Goslar,415,308.11950582086007
2022-05-24,03154,LK Helmstedt,283,309.2287855940908
2022-05-24,03155,LK Northeim,474,359.71223021582733
2022-05-24,03157,LK Peine,430,316.5395600836253
2022-05-24,03158,LK Wolfenbüttel,478,400.4658137917745
2022-05-24,03159,LK Göttingen,1359,419.57394257486874
2022-05-24,03241,Region Hannover,3605,312.03206010403954
2022-05-24,03251,LK Diepholz,1205,552.5697934627095
2022-05-24,03252,LK Hameln-Pyrmont,643,432.76349441378386
2022-05-24,03254,LK Hildesheim,1075,390.25063166148755
2022-05-24,03255,LK Holzminden,289,411.63986497072943
2022-05-24,03256,LK Nienburg (Weser),539,443.0926055324921
2022-05-24,03257,LK Schaumburg,623,393.29318333901494
2022-05-24,03351,LK Celle,632,352.3128895231512
2022-05-24,03352,LK Cuxhaven,918,461.71023910353773
2022-05-24,03353,LK Harburg,1328,518.7175801512406
2022-05-24,03354,LK Lüchow-Dannenberg,237,488.6295693049914
2022-05-24,03355,LK Lüneburg,764,414.68776291149885
2022-05-24,03356,LK Osterholz,564,491.9748778785764
2022-05-24,03357,LK Rotenburg (Wümme),633,384.83518354145644
2022-05-24,03358,LK Heidekreis,634,450.0124214785108
2022-05-24,03359,LK Stade,1215,591.6525854974508
2022-05-24,03360,LK Uelzen,579,625.4996434976125
2022-05-24,03361,LK Verden,704,511.7245991248347
2022-05-24,03401,SK Delmenhorst,399,514.8187812084693
2022-05-24,03402,SK Emden,60,120.30316397321249
2022-05-24,03403,SK Oldenburg,1045,616.1374959464639
2022-05-24,03404,SK Osnabrück,519,316.03368590270543
2022-05-24,03405,SK Wilhelmshaven,209,277.96619186317145
2022-05-24,03451,LK Ammerland,968,770.4368727266939
2022-05-24,03452,LK Aurich,774,406.9871383651106
2022-05-24,03453,LK Cloppenburg,713,413.01728532369435
2022-05-24,03454,LK Emsland,1738,528.3798984586386
2022-05-24,03455,LK Friesland,440,444.5746733891746
2022-05-24,03456,LK Grafschaft Bentheim,761,551.8851846748519
2022-05-24,03457,LK Leer,517,301.4876110168355
2022-05-24,03458,LK Oldenburg,863,656.4384978739912
2022-05-24,03459,LK Osnabrück,989,275.1265053370091
2022-05-24,03460,LK Vechta,545,379.2676307255494
2022-05-24,03461,LK Wesermarsch,401,452.98450137815735
2022-05-24,03462,LK Wittmund,251,437.40415446814444
2022-05-24,04011,SK Bremen,2705,477.4318578541512
2022-05-24,04012,SK Bremerhaven,461,405.9635249258082
2022-05-24,05111,SK Düsseldorf,2141,345.0315298546549
2022-05-24,05112,SK Duisburg,864,174.23394537039837
2022-05-24,05113,SK Essen,1398,240.03502657040082
2022-05-24,05114,SK Krefeld,505,222.61995027419724
2022-05-24,05116,SK Mönchengladbach,770,296.53592128319184
2022-05-24,05117,SK Mülheim a.d.Ruhr,710,415.39658672720145
2022-05-24,05119,SK Oberhausen,376,179.41841710964565
2022-05-24,05120,SK Remscheid,394,353.31252914379996
2022-05-24,05122,SK Solingen,596,374.3883210945205
2022-05-24,05124,SK Wuppertal,1234,347.60171716375027
2022-05-24,05154,LK Kleve,634,202.1773931234175
2022-05-24,05158,LK Mettmann,1756,362.5687042917728
2022-05-24,05162,LK Rhein-Kreis Neuss,1502,332.30014977842967
2022-05-24,05166,LK Viersen,936,313.5300265294638
2022-05-24,05170,LK Wesel,1154,250.8079536983306
2022-05-24,05314,SK Bonn,815,246.53713635772388
2022-05-24,05315,SK Köln,2641,243.7475657546207
2022-05-24,05316,SK Leverkusen,516,314.81650956346664
2022-05-24,05334,StadtRegion Aachen,1979,355.531761615864
2022-05-24,05358,LK Düren,954,359.80991174473866
2022-05-24,05362,LK Rhein-Erft-Kreis,1431,304.7202897717473
2022-05-24,05366,LK Euskirchen,832,428.07382215384933
2022-05-24,05370,LK Heinsberg,1640,639.4809286510852
2022-05-24,05374,LK Oberbergischer Kreis,1192,438.72079028630947
2022-05-24,05378,LK Rheinisch-Bergischer Kreis,782,276.0568352307828
2022-05-24,05382,LK Rhein-Sieg-Kreis,1436,239.18384343118885
2022-05-24,05512,SK Bottrop,278,236.8214809009439
2022-05-24,05513,SK Gelsenkirchen,647,249.7057177592096
2022-05-24,05515,SK Münster,1099,347.34183936309074
2022-05-24,05554,LK Borken,1752,471.0969136698772
2022-05-24,05558,LK Coesfeld,1023,463.4999456305049
2022-05-24,05562,LK Recklinghausen,1969,320.8936129296169
2022-05-24,05566,LK Steinfurt,1616,360.555737767098
2022-05-24,05570,LK Warendorf,1226,441.9339838582351
2022-05-24,05711,SK Bielefeld,857,256.96457966651576
2022-05-24,05754,LK Gütersloh,901,246.97246298154147
2022-05-24,05758,LK Herford,807,322.0952555807892
2022-05-24,05762,LK Höxter,357,255.49456447838315
2022-05-24,05766,LK Lippe,1094,315.30103467158546
2022-05-24,05770,LK Minden-Lübbecke,1115,359.3644245334708
2022-05-24,05774,LK Paderborn,834,270.4850244052735
2022-05-24,05911,SK Bochum,1003,275.2061988618591
2022-05-24,05913,SK Dortmund,2058,350.1810459829572
2022-05-24,05914,SK Hagen,532,281.9484119202701
2022-05-24,05915,SK Hamm,753,420.7479591209553
2022-05-24,05916,SK Herne,417,265.7066394800561
2022-05-24,05954,LK Ennepe-Ruhr-Kreis,854,264.289914275988
2022-05-24,05958,LK Hochsauerlandkreis,1137,438.9452959116705
2022-05-24,05962,LK Märkischer Kreis,1586,388.09578575938065
2022-05-24,05966,LK Olpe,360,269.94196247806724
2022-05-24,05970,LK Siegen-Wittgenstein,1146,415.9845512194591
2022-05-24,05974,LK Soest,883,293.33988890955965
2022-05-24,05978,LK Unna,1844,468.4745108201353
2022-05-24,06411,SK Darmstadt,654,410.8711221681933
2022-05-24,06412,SK Frankfurt am Main,2348,307.2880131500424
2022-05-24,06413,SK Offenbach,364,278.0918619930935
2022-05-24,06414,SK Wiesbaden,934,335.2368372880991
2022-05-24,06431,LK Bergstraße,1163,429.1275390661034
2022-05-24,06432,LK Darmstadt-Dieburg,1168,392.339965267164
2022-05-24,06433,LK Groß-Gerau,853,309.27423886993444
2022-05-24,06434,LK Hochtaunuskreis,1008,424.81277472701146
2022-05-24,06435,LK Main-Kinzig-Kreis,1271,301.40696105423666
2022-05-24,06436,LK Main-Taunus-Kreis,927,387.4381436404975
2022-05-24,06437,LK Odenwaldkreis,361,373.11118920148004
2022-05-24,06438,LK Offenbach,1173,328.9934986621492
2022-05-24,06439,LK Rheingau-Taunus-Kreis,822,438.55671093137283
2022-05-24,06440,LK Wetteraukreis,999,321.8915235232139
2022-05-24,06531,LK Gießen,1044,384.2940070012184
2022-05-24,06532,LK Lahn-Dill-Kreis,1101,434.5372237768034
2022-05-24,06533,LK Limburg-Weilburg,555,322.1294205733323
2022-05-24,06534,LK Marburg-Biedenkopf,789,320.85822458449064
2022-05-24,06535,LK Vogelsbergkreis,445,421.7769605520065
2022-05-24,06611,SK Kassel,1117,555.5887151327046
2022-05-24,06631,LK Fulda,904,405.33935961761796
2022-05-24,06632,LK Hersfeld-Rotenburg,437,363.24644234605665
2022-05-24,06633,LK Kassel,1065,449.35381655394144
2022-05-24,06634,LK Schwalm-Eder-Kreis,797,443.17170818505343
2022-05-24,06635,LK Waldeck-Frankenberg,795,507.8963508126342
2022-05-24,06636,LK Werra-Meißner-Kreis,364,363.83263698698596
2022-05-24,07111,SK Koblenz,265,233.71079832080997
2022-05-24,07131,LK Ahrweiler,303,232.2212769871014
2022-05-24,07132,LK Altenkirchen,399,309.0938669269562
2022-05-24,07133,LK Bad Kreuznach,455,286.62139518476056
2022-05-24,07134,LK Birkenfeld,177,218.97810218978105
2022-05-24,07135,LK Cochem-Zell,229,371.8860632043912
2022-05-24,07137,LK Mayen-Koblenz,517,240.7047014237427
2022-05-24,07138,LK Neuwied,380,207.50173373159106
2022-05-24,07140,LK Rhein-Hunsrück-Kreis,334,323.01428419454356
2022-05-24,07141,LK Rhein-Lahn-Kreis,371,302.67430287010296
2022-05-24,07143,LK Westerwaldkreis,669,329.8328649608046
2022-05-24,07211,SK Trier,253,228.59930968429802
2022-05-24,07231,LK Bernkastel-Wittlich,187,165.9493277721081
2022-05-24,07232,LK Bitburg-Prüm,227,226.87521862975362
2022-05-24,07233,LK Vulkaneifel,281,464.53191383842227
2022-05-24,07235,LK Trier-Saarburg,364,241.80744421488976
2022-05-24,07311,SK Frankenthal,84,172.30769230769232
2022-05-24,07312,SK Kaiserslautern,263,263.8919548072485
2022-05-24,07313,SK Landau i.d.Pfalz,139,297.74017350326653
2022-05-24,07314,SK Ludwigshafen,276,159.94714789895514
2022-05-24,07315,SK Mainz,794,365.6913362471963
2022-05-24,07316,SK Neustadt a.d.Weinstraße,134,251.37883165122125
2022-05-24,07317,SK Pirmasens,135,336.02150537634407
2022-05-24,07318,SK Speyer,104,204.96245639620818
2022-05-24,07319,SK Worms,247,295.95370181765895
2022-05-24,07320,SK Zweibrücken,118,347.0486162171701
2022-05-24,07331,LK Alzey-Worms,398,304.4792104961175
2022-05-24,07332,LK Bad Dürkheim,413,310.5169769330246
2022-05-24,07333,LK Donnersbergkreis,181,239.6113265995049
2022-05-24,07334,LK Germersheim,320,248.05047827232843
2022-05-24,07335,LK Kaiserslautern,383,360.23325808878855
2022-05-24,07336,LK Kusel,176,251.0519934384138
2022-05-24,07337,LK Südliche Weinstraße,369,333.0835958585704
2022-05-24,07338,LK Rhein-Pfalz-Kreis,293,189.33274745725475
2022-05-24,07339,LK Mainz-Bingen,729,344.64011346176574
2022-05-24,07340,LK Südwestpfalz,364,383.51314902225215
2022-05-24,08111,SK Stuttgart,3585,568.7722610482226
2022-05-24,08115,LK Böblingen,947,241.02947838879302
