Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-05-27,00,Bundesgebiet,175655,211.23797067672308
2022-05-27,01,Schleswig-Holstein,9842,338.11139262249327
2022-05-27,02,Hamburg,3580,193.2546567354646
2022-05-27,03,Niedersachsen,21843,272.9207922462157
2022-05-27,04,Bremen,2115,310.96996162498345
2022-05-27,05,Nordrhein-Westfalen,40975,228.58408407654542
2022-05-27,06,Hessen,17216,273.5671175375654
2022-05-27,07,Rheinland-Pfalz,7519,183.46224164556287
2022-05-27,08,Baden-Württemberg,19914,179.35623594360572
2022-05-27,09,Bayern,29111,221.5418156657331
2022-05-27,10,Saarland,1675,170.22513417297515
2022-05-27,11,Berlin,7407,202.15125837589054
2022-05-27,12,Brandenburg,3202,126.50771155767657
2022-05-27,13,Mecklenburg-Vorpommern,2674,166.00714935801048
2022-05-27,14,Sachsen,4250,104.75873324260817
2022-05-27,15,Sachsen-Anhalt,2553,117.07335863426337
2022-05-27,16,Thüringen,1779,83.90571431401301
