Datenstand,IdLandkreis,Landkreis,AnzahlFall_7d,incidence_7d
2022-07-17,01001,SK Flensburg,684,760.5577423443858
2022-07-17,01002,SK Kiel,1189,482.1553846091459
2022-07-17,01003,SK Lübeck,1650,764.4339019486115
2022-07-17,01004,SK Neumünster,513,642.0123897127839
2022-07-17,01051,LK Dithmarschen,748,561.346631544979
2022-07-17,01053,LK Herzogtum Lauenburg,1377,691.4316702819957
2022-07-17,01054,LK Nordfriesland,911,545.0292257713271
2022-07-17,01055,LK Ostholstein,1353,671.5073429054977
2022-07-17,01056,LK Pinneberg,1677,528.8802686976678
2022-07-17,01057,LK Plön,1100,850.386152621122
2022-07-17,01058,LK Rendsburg-Eckernförde,2104,765.7452732334904
2022-07-17,01059,LK Schleswig-Flensburg,1586,782.6417366158887
2022-07-17,01060,LK Segeberg,2235,803.9365915246739
2022-07-17,01061,LK Steinburg,803,614.3558826679724
2022-07-17,01062,LK Stormarn,1099,448.5915694174024
2022-07-17,02000,SK Hamburg,9964,537.8741339978127
2022-07-17,03101,SK Braunschweig,2829,1138.1511982973998
2022-07-17,03102,SK Salzgitter,1157,1113.9352627423798
2022-07-17,03103,SK Wolfsburg,1244,1004.5219638242894
2022-07-17,03151,LK Gifhorn,1635,922.5456617783972
2022-07-17,03153,LK Goslar,1469,1090.6688049417914
2022-07-17,03154,LK Helmstedt,661,722.2622872003321
2022-07-17,03155,LK Northeim,1753,1330.3281425492519
2022-07-17,03157,LK Peine,2174,1600.3651247018638
2022-07-17,03158,LK Wolfenbüttel,1329,1113.429009475457
2022-07-17,03159,LK Göttingen,3021,932.6952763198518
2022-07-17,03241,Region Hannover,9826,850.4929327551436
2022-07-17,03251,LK Diepholz,2431,1114.7694339484208
2022-07-17,03252,LK Hameln-Pyrmont,1579,1062.7271503567101
2022-07-17,03254,LK Hildesheim,2935,1065.4749803967125
2022-07-17,03255,LK Holzminden,719,1024.1144045465553
2022-07-17,03256,LK Nienburg (Weser),1331,1094.1674544781947
2022-07-17,03257,LK Schaumburg,2082,1314.3441536305443
2022-07-17,03351,LK Celle,1997,1113.2418360407166
2022-07-17,03352,LK Cuxhaven,1893,952.0887610272298
2022-07-17,03353,LK Harburg,2396,935.8790075620275
2022-07-17,03354,LK Lüchow-Dannenberg,480,989.6295074531472
2022-07-17,03355,LK Lüneburg,1630,884.7395988818629
2022-07-17,03356,LK Osterholz,914,797.278436845778
2022-07-17,03357,LK Rotenburg (Wümme),1302,791.55672823219
2022-07-17,03358,LK Heidekreis,1118,793.555027149803
2022-07-17,03359,LK Stade,1766,859.9658156283936
2022-07-17,03360,LK Uelzen,1001,1081.3905753732472
2022-07-17,03361,LK Verden,1132,822.829895183683
2022-07-17,03401,SK Delmenhorst,790,1019.3153813400772
2022-07-17,03402,SK Emden,306,613.5461362633837
2022-07-17,03403,SK Oldenburg,1125,663.3059166887768
2022-07-17,03404,SK Osnabrück,1134,690.5244697758535
2022-07-17,03405,SK Wilhelmshaven,448,595.8318371038317
2022-07-17,03451,LK Ammerland,1165,927.2303271968991
2022-07-17,03452,LK Aurich,1333,700.9222938510238
2022-07-17,03453,LK Cloppenburg,794,459.93790259048143
2022-07-17,03454,LK Emsland,2254,685.2521813151735
2022-07-17,03455,LK Friesland,437,441.5434824342484
2022-07-17,03456,LK Grafschaft Bentheim,1165,844.8702235823948
2022-07-17,03457,LK Leer,921,537.0794772659681
2022-07-17,03458,LK Oldenburg,1103,838.9938159386006
2022-07-17,03459,LK Osnabrück,2504,696.5791399028017
2022-07-17,03460,LK Vechta,1139,792.6345530209188
2022-07-17,03461,LK Wesermarsch,535,604.3558808910577
2022-07-17,03462,LK Wittmund,948,1652.0284399832706
2022-07-17,04011,SK Bremen,4853,856.5533479357471
2022-07-17,04012,SK Bremerhaven,820,722.1043176554506
2022-07-17,05111,SK Düsseldorf,4385,706.6619609587397
2022-07-17,05112,SK Duisburg,1989,401.10106173810465
2022-07-17,05113,SK Essen,3636,624.2971077324588
2022-07-17,05114,SK Krefeld,1258,554.5661335543368
2022-07-17,05116,SK Mönchengladbach,1145,440.95276606396703
2022-07-17,05117,SK Mülheim a.d.Ruhr,640,374.44199366959003
2022-07-17,05119,SK Oberhausen,977,466.2015785003293
2022-07-17,05120,SK Remscheid,736,659.9949782990782
2022-07-17,05122,SK Solingen,1233,774.5315434723889
2022-07-17,05124,SK Wuppertal,2609,734.921296661446
2022-07-17,05154,LK Kleve,1796,572.729649920596
2022-07-17,05158,LK Mettmann,2968,612.81544096696
2022-07-17,05162,LK Rhein-Kreis Neuss,2629,581.6358813365457
2022-07-17,05166,LK Viersen,1866,625.0502451965592
2022-07-17,05170,LK Wesel,3014,655.0564752571651
