Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-12-29,00,Bundesgebiet,162056,194.6919742205413
2022-12-29,01,Schleswig-Holstein,7320,250.51291835571809
2022-12-29,02,Hamburg,2917,157.34100710111196
2022-12-29,03,Niedersachsen,26694,332.55135055539216
2022-12-29,04,Bremen,2169,320.6383793348638
2022-12-29,05,Nordrhein-Westfalen,47597,265.54022906296717
2022-12-29,06,Hessen,13578,215.69441353375217
2022-12-29,07,Rheinland-Pfalz,6292,153.221063756473
2022-12-29,08,Baden-Württemberg,13408,120.5252267893205
2022-12-29,09,Bayern,14872,112.86341667280742
2022-12-29,10,Saarland,1872,190.56383277616487
2022-12-29,11,Berlin,7434,202.14973764586105
2022-12-29,12,Brandenburg,4973,195.95187771783247
2022-12-29,13,Mecklenburg-Vorpommern,4219,261.86101938975645
2022-12-29,14,Sachsen,3979,98.41696838141559
2022-12-29,15,Sachsen-Anhalt,2976,137.19008340659204
2022-12-29,16,Thüringen,1756,83.26761861723591
