Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-09-04,00,Bundesgebiet,183715,220.9307095321749
2022-09-04,01,Schleswig-Holstein,6372,218.90325074075665
2022-09-04,02,Hamburg,2816,152.0126014991811
2022-09-04,03,Niedersachsen,19614,245.07020185493178
2022-09-04,04,Bremen,1749,257.1567200388161
2022-09-04,05,Nordrhein-Westfalen,46910,261.6932125449846
2022-09-04,06,Hessen,15176,241.15093957656208
2022-09-04,07,Rheinland-Pfalz,9448,230.52949315963264
2022-09-04,08,Baden-Württemberg,17203,154.93950622365418
2022-09-04,09,Bayern,28144,214.18270963197392
2022-09-04,10,Saarland,2361,239.9412189745638
2022-09-04,11,Berlin,7276,198.5760167332226
2022-09-04,12,Brandenburg,6370,251.67211824559644
2022-09-04,13,Mecklenburg-Vorpommern,4508,279.8654559857559
2022-09-04,14,Sachsen,8558,210.94711508005665
2022-09-04,15,Sachsen-Anhalt,3893,178.52196833654025
2022-09-04,16,Thüringen,3317,156.44477480583538
