Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-08-19,00,Bundesgebiet,259850,312.4886093783069
2022-08-19,01,Schleswig-Holstein,10607,364.3921501266801
2022-08-19,02,Hamburg,4436,239.46303275936341
2022-08-19,03,Niedersachsen,28721,358.85904290177916
2022-08-19,04,Bremen,2236,328.76067810565627
2022-08-19,05,Nordrhein-Westfalen,71458,398.63725393390564
2022-08-19,06,Hessen,23654,375.86876151449655
2022-08-19,07,Rheinland-Pfalz,12170,296.94580141328635
2022-08-19,08,Baden-Württemberg,24982,225.00138025224257
2022-08-19,09,Bayern,32378,246.40448310346972
2022-08-19,10,Saarland,3156,320.7346408656177
2022-08-19,11,Berlin,8553,233.42779976900118
2022-08-19,12,Brandenburg,8527,336.89295954163276
2022-08-19,13,Mecklenburg-Vorpommern,6492,403.03605595819147
2022-08-19,14,Sachsen,11851,292.1166465077998
2022-08-19,15,Sachsen-Anhalt,6304,289.0836086292191
2022-08-19,16,Thüringen,4325,203.98662979657462
