Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-12-20,00,Bundesgebiet,205339,246.69160842222277
2022-12-20,01,Schleswig-Holstein,9276,317.45325555568866
2022-12-20,02,Hamburg,3706,199.8991334647655
2022-12-20,03,Niedersachsen,36247,451.56172936170293
2022-12-20,04,Bremen,3011,445.10934079173586
2022-12-20,05,Nordrhein-Westfalen,59164,330.07168754924453
2022-12-20,06,Hessen,13346,212.00895883204126
2022-12-20,07,Rheinland-Pfalz,7157,174.2853072639983
2022-12-20,08,Baden-Württemberg,15960,143.46529083812317
2022-12-20,09,Bayern,16066,121.92466731208472
2022-12-20,10,Saarland,2331,237.28861869724375
2022-12-20,11,Berlin,9789,266.18829456757254
2022-12-20,12,Brandenburg,8677,341.90115482759546
2022-12-20,13,Mecklenburg-Vorpommern,6051,375.5679138012364
2022-12-20,14,Sachsen,7150,176.84878711412955
2022-12-20,15,Sachsen-Anhalt,4887,225.28492527151053
2022-12-20,16,Thüringen,2521,119.54309028135066
