Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-02-07,00,Bundesgebiet,76434,91.82681516002403
2023-02-07,01,Schleswig-Holstein,1520,52.019075942717414
2023-02-07,02,Hamburg,608,32.79510878213098
2023-02-07,03,Niedersachsen,9370,116.73058195489715
2023-02-07,04,Bremen,512,75.68780554147085
2023-02-07,05,Nordrhein-Westfalen,20264,113.05139403180804
2023-02-07,06,Hessen,6985,110.96078056659735
2023-02-07,07,Rheinland-Pfalz,3726,90.73453330524767
2023-02-07,08,Baden-Württemberg,8452,75.97547858169278
2023-02-07,09,Bayern,14859,112.76475984005148
2023-02-07,10,Saarland,1102,112.18020497827655
2023-02-07,11,Berlin,2069,56.261475274318876
2023-02-07,12,Brandenburg,1490,58.71069732547162
2023-02-07,13,Mecklenburg-Vorpommern,1303,80.87340797934407
2023-02-07,14,Sachsen,1937,47.90994414546419
2023-02-07,15,Sachsen-Anhalt,1373,63.29367759316225
2023-02-07,16,Thüringen,864,40.96994446770606
