Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-08-11,00,Bundesgebiet,294810,354.5305635205644
2022-08-11,01,Schleswig-Holstein,11042,379.33611027611977
2022-08-11,02,Hamburg,4212,227.371121276474
2022-08-11,03,Niedersachsen,29727,371.4286678159252
2022-08-11,04,Bremen,2340,344.05187243615194
2022-08-11,05,Nordrhein-Westfalen,70652,394.14088366506616
2022-08-11,06,Hessen,27290,433.6458316449908
2022-08-11,07,Rheinland-Pfalz,13217,322.4924122661796
2022-08-11,08,Baden-Württemberg,37438,337.18684148120474
2022-08-11,09,Bayern,46509,353.94484232068913
2022-08-11,10,Saarland,3807,386.89378256508445
2022-08-11,11,Berlin,10615,289.70374073985124
2022-08-11,12,Brandenburg,8721,344.55769909259755
2022-08-11,13,Mecklenburg-Vorpommern,6479,402.2289905349851
2022-08-11,14,Sachsen,12022,296.3316449512083
2022-08-11,15,Sachsen-Anhalt,6356,291.4681815430388
2022-08-11,16,Thüringen,4383,206.7221730400894
