Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-08-29,00,Bundesgebiet,201887,242.78386716012406
2022-08-29,01,Schleswig-Holstein,7396,254.08167647185124
2022-08-29,02,Hamburg,2813,151.8506562561067
2022-08-29,03,Niedersachsen,22823,285.1655560790817
2022-08-29,04,Bremen,1873,275.3885286636378
2022-08-29,05,Nordrhein-Westfalen,53641,299.24292505063994
2022-08-29,06,Hessen,15174,241.11915900993367
2022-08-29,07,Rheinland-Pfalz,8858,216.13359974682746
2022-08-29,08,Baden-Württemberg,18107,163.08141831027763
2022-08-29,09,Bayern,28746,218.7640765733628
2022-08-29,10,Saarland,2651,269.4130332492879
2022-08-29,11,Berlin,10157,277.20404095098155
2022-08-29,12,Brandenburg,7478,295.44805341296234
2022-08-29,13,Mecklenburg-Vorpommern,5169,320.90162865802404
2022-08-29,14,Sachsen,8861,218.41579653241197
2022-08-29,15,Sachsen-Anhalt,4617,211.72256044433763
2022-08-29,16,Thüringen,3523,166.16066977418092
