Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-08-07,00,Bundesgebiet,331504,398.6577793471089
2022-08-07,01,Schleswig-Holstein,10460,359.3421222141109
2022-08-07,02,Hamburg,4735,255.60357531911308
2022-08-07,03,Niedersachsen,32299,403.56492554871227
2022-08-07,04,Bremen,2757,405.3636804728508
2022-08-07,05,Nordrhein-Westfalen,72706,405.5993756404957
2022-08-07,06,Hessen,31345,498.08093048414196
2022-08-07,07,Rheinland-Pfalz,16322,398.25385132848476
2022-08-07,08,Baden-Württemberg,45185,406.9605062323905
2022-08-07,09,Bayern,57708,439.1719658698817
2022-08-07,10,Saarland,4822,490.04513252661866
2022-08-07,11,Berlin,11303,308.48058234409217
2022-08-07,12,Brandenburg,9009,355.9362815187721
2022-08-07,13,Mecklenburg-Vorpommern,6885,427.43426452127983
2022-08-07,14,Sachsen,13682,337.24917370008586
2022-08-07,15,Sachsen-Anhalt,7153,328.0163471644676
2022-08-07,16,Thüringen,5133,242.0955770510561
