Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-12-16,00,Bundesgebiet,206280,247.8221136040212
2022-12-16,01,Schleswig-Holstein,9213,315.2972017501681
2022-12-16,02,Hamburg,3921,211.49608805055195
2022-12-16,03,Niedersachsen,37540,467.66980219710126
2022-12-16,04,Bremen,2974,439.639714219403
2022-12-16,05,Nordrhein-Westfalen,57004,318.02120338478016
2022-12-16,06,Hessen,13225,210.08680357813174
2022-12-16,07,Rheinland-Pfalz,7429,180.90897689873455
2022-12-16,08,Baden-Württemberg,16281,146.3507769508448
2022-12-16,09,Bayern,16059,121.87154440213921
2022-12-16,10,Saarland,2201,224.05501919889898
2022-12-16,11,Berlin,10455,284.29856162059156
2022-12-16,12,Brandenburg,8872,349.5847695782444
2022-12-16,13,Mecklenburg-Vorpommern,6221,386.1193177586335
2022-12-16,14,Sachsen,7123,176.18096651943284
2022-12-16,15,Sachsen-Anhalt,5200,239.71385541474416
2022-12-16,16,Thüringen,2562,121.48726588687839
