Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-01-03,00,Bundesgebiet,167887,201.69726190924138
2023-01-03,01,Schleswig-Holstein,7180,245.72168767678357
2023-01-03,02,Hamburg,2785,150.2210163786756
2023-01-03,03,Niedersachsen,27093,337.5220551658515
2023-01-03,04,Bremen,2424,358.3344543604011
2023-01-03,05,Nordrhein-Westfalen,46456,259.17467238164596
2023-01-03,06,Hessen,14467,229.81669469677362
2023-01-03,07,Rheinland-Pfalz,6495,158.1644642559269
2023-01-03,08,Baden-Württemberg,14361,129.09179459437885
2023-01-03,09,Bayern,16773,127.29008121658141
2023-01-03,10,Saarland,2528,257.342611783197
2023-01-03,11,Berlin,8210,223.25118994787724
2023-01-03,12,Brandenburg,5404,212.93463647439506
2023-01-03,13,Mecklenburg-Vorpommern,4166,258.57146403833264
2023-01-03,14,Sachsen,4176,103.28958531309159
2023-01-03,15,Sachsen-Anhalt,3379,155.7679072012347
2023-01-03,16,Thüringen,1990,94.36364524390632
