Datenstand,IdLandkreis,Landkreis,AnzahlFall_7d,incidence_7d
2023-01-02,01001,SK Flensburg,282,309.5057785387376
2023-01-02,01002,SK Kiel,595,241.63123418736777
2023-01-02,01003,SK Lübeck,365,168.76505592365348
2023-01-02,01004,SK Neumünster,196,246.55328569990945
2023-01-02,01051,LK Dithmarschen,293,218.7073128858169
2023-01-02,01053,LK Herzogtum Lauenburg,323,160.84135465269722
2023-01-02,01054,LK Nordfriesland,412,245.88207209357842
2023-01-02,01055,LK Ostholstein,373,184.640668468522
2023-01-02,01056,LK Pinneberg,375,117.80376092433544
2023-01-02,01057,LK Plön,301,232.0972803750569
2023-01-02,01058,LK Rendsburg-Eckernförde,715,259.0082339260939
2023-01-02,01059,LK Schleswig-Flensburg,426,209.02948493368464
2023-01-02,01060,LK Segeberg,795,283.52353780313837
2023-01-02,01061,LK Steinburg,380,290.4244017639461
2023-01-02,01062,LK Stormarn,263,107.16934386282324
2023-01-02,02000,SK Hamburg,2308,124.49195899532616
2023-01-02,03101,SK Braunschweig,788,316.69098113920336
2023-01-02,03102,SK Salzgitter,366,352.9615985495785
2023-01-02,03103,SK Wolfsburg,352,283.9877691631236
2023-01-02,03151,LK Gifhorn,339,190.53614285152233
2023-01-02,03153,LK Goslar,547,408.05669526296157
2023-01-02,03154,LK Helmstedt,152,166.34018757044834
2023-01-02,03155,LK Northeim,567,430.3115394831708
2023-01-02,03157,LK Peine,366,267.23130841121497
2023-01-02,03158,LK Wolfenbüttel,479,401.7647453532846
2023-01-02,03159,LK Göttingen,874,270.03562369269076
2023-01-02,03241,Region Hannover,2355,203.44851715835551
2023-01-02,03251,LK Diepholz,618,282.39938950552687
2023-01-02,03252,LK Hameln-Pyrmont,167,112.10837590542619
2023-01-02,03254,LK Hildesheim,1061,386.1369202942065
2023-01-02,03255,LK Holzminden,186,266.2391571956142
2023-01-02,03256,LK Nienburg (Weser),402,330.1224409351827
2023-01-02,03257,LK Schaumburg,769,486.3764009411288
2023-01-02,03351,LK Celle,465,258.45538170802877
2023-01-02,03352,LK Cuxhaven,610,305.6066291588804
2023-01-02,03353,LK Harburg,497,192.97373693447435
2023-01-02,03354,LK Lüchow-Dannenberg,263,542.5812840402707
2023-01-02,03355,LK Lüneburg,487,263.0598123470661
2023-01-02,03356,LK Osterholz,0,0.0
2023-01-02,03357,LK Rotenburg (Wümme),400,242.42277319531397
2023-01-02,03358,LK Heidekreis,349,244.20622480967307
2023-01-02,03359,LK Stade,631,305.57492639082596
2023-01-02,03360,LK Uelzen,480,516.7179796326997
2023-01-02,03361,LK Verden,570,411.5315471420217
2023-01-02,03401,SK Delmenhorst,273,352.1580970563195
2023-01-02,03402,SK Emden,116,234.2345980655453
2023-01-02,03403,SK Oldenburg,324,190.1531202131593
2023-01-02,03404,SK Osnabrück,424,256.9167565471358
2023-01-02,03405,SK Wilhelmshaven,137,182.60093033174724
2023-01-02,03451,LK Ammerland,287,226.9223166633722
2023-01-02,03452,LK Aurich,486,255.21858999606144
2023-01-02,03453,LK Cloppenburg,334,191.97608920565582
2023-01-02,03454,LK Emsland,664,200.36391397628825
2023-01-02,03455,LK Friesland,253,255.6304371987754
2023-01-02,03456,LK Grafschaft Bentheim,294,211.93466068828303
2023-01-02,03457,LK Leer,290,168.19296953387348
2023-01-02,03458,LK Oldenburg,440,333.1036936657305
2023-01-02,03459,LK Osnabrück,916,253.3536163739455
2023-01-02,03460,LK Vechta,269,185.76706605434896
2023-01-02,03461,LK Wesermarsch,195,220.51340042971842
2023-01-02,03462,LK Wittmund,212,368.98442259159344
2023-01-02,04011,SK Bremen,1617,287.0635019261837
2023-01-02,04012,SK Bremerhaven,377,333.1183232749861
2023-01-02,05111,SK Düsseldorf,753,121.55414971015873
2023-01-02,05112,SK Duisburg,662,133.69631951400783
2023-01-02,05113,SK Essen,1398,241.27076171146913
2023-01-02,05114,SK Krefeld,304,133.89121338912136
2023-01-02,05116,SK Mönchengladbach,586,224.5202125662354
2023-01-02,05117,SK Mülheim a.d.Ruhr,442,258.8746566396664
2023-01-02,05119,SK Oberhausen,332,159.04039242737795
2023-01-02,05120,SK Remscheid,443,396.3496465956876
2023-01-02,05122,SK Solingen,619,389.4134891826091
2023-01-02,05124,SK Wuppertal,1211,341.5385309612716
2023-01-02,05154,LK Kleve,542,172.24065387891036
2023-01-02,05158,LK Mettmann,1058,218.40957368845878
2023-01-02,05162,LK Rhein-Kreis Neuss,865,191.1619108235211
2023-01-02,05166,LK Viersen,814,272.4585872988777
2023-01-02,05170,LK Wesel,0,0.0
2023-01-02,05314,SK Bonn,464,139.80746342859726
2023-01-02,05315,SK Köln,1909,177.8964789729903
2023-01-02,05316,SK Leverkusen,543,331.3986487723603
2023-01-02,05334,StadtRegion Aachen,1214,218.08135117025617
2023-01-02,05358,LK Düren,972,364.3574451495852
2023-01-02,05362,LK Rhein-Erft-Kreis,1075,227.80684522485066
2023-01-02,05366,LK Euskirchen,684,351.30790288699086
2023-01-02,05370,LK Heinsberg,0,0.0
2023-01-02,05374,LK Oberbergischer Kreis,553,203.59250573409273
2023-01-02,05378,LK Rheinisch-Bergischer Kreis,526,185.5843967977871
2023-01-02,05382,LK Rhein-Sieg-Kreis,839,139.66294454099332
