Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-02-26,00,Bundesgebiet,99117,119.0778768377437
2023-02-26,01,Schleswig-Holstein,1825,62.45711420753901
2023-02-26,02,Hamburg,1092,58.901741431064195
2023-02-26,03,Niedersachsen,9373,116.76795567377278
2023-02-26,04,Bremen,788,116.48826321616998
2023-02-26,05,Nordrhein-Westfalen,30319,169.14751360296032
2023-02-26,06,Hessen,9957,158.17272614196278
2023-02-26,07,Rheinland-Pfalz,6464,157.40956073137974
2023-02-26,08,Baden-Württemberg,11424,102.69094502097235
2023-02-26,09,Bayern,15642,118.70693676681373
2023-02-26,10,Saarland,1962,199.72555550578818
2023-02-26,11,Berlin,2617,71.16301633295916
2023-02-26,12,Brandenburg,1731,68.20685709422239
2023-02-26,13,Mecklenburg-Vorpommern,978,60.701606296084805
2023-02-26,14,Sachsen,2132,52.733092884940454
2023-02-26,15,Sachsen-Anhalt,1616,74.49569045196665
2023-02-26,16,Thüringen,1197,56.76044389796777
