Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-12-23,00,Bundesgebiet,215148,258.476013659482
2022-12-23,01,Schleswig-Holstein,9391,321.38890932767055
2022-12-23,02,Hamburg,4340,234.0966646619218
2022-12-23,03,Niedersachsen,38372,478.03478023194384
2022-12-23,04,Bremen,2737,404.604538607433
2022-12-23,05,Nordrhein-Westfalen,63874,356.34843774120145
2022-12-23,06,Hessen,14767,234.5823688800205
2022-12-23,07,Rheinland-Pfalz,8294,201.97322040625986
2022-12-23,08,Baden-Württemberg,16985,152.67907048154896
2022-12-23,09,Bayern,17390,131.97248627892154
2022-12-23,10,Saarland,2512,255.71386107570842
2022-12-23,11,Berlin,9602,261.1032796442774
2022-12-23,12,Brandenburg,7577,298.55768700342173
2022-12-23,13,Mecklenburg-Vorpommern,5809,360.547679932471
2022-12-23,14,Sachsen,6614,163.5913116045948
2022-12-23,15,Sachsen-Anhalt,4410,203.29578891904262
2022-12-23,16,Thüringen,2474,117.31440117257497
