Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-11-29,00,Bundesgebiet,158654,190.60485559304044
2022-11-29,01,Schleswig-Holstein,5720,195.75599631075235
2022-11-29,02,Hamburg,3870,208.74518254415608
2022-11-29,03,Niedersachsen,27108,337.70892376022965
2022-11-29,04,Bremen,1956,289.15106960765036
2022-11-29,05,Nordrhein-Westfalen,42796,238.75579643630363
2022-11-29,06,Hessen,10707,170.08691160007987
2022-11-29,07,Rheinland-Pfalz,6480,157.79918835695247
2022-11-29,08,Baden-Württemberg,13519,121.5230117068037
2022-11-29,09,Bayern,13923,105.66146788162304
2022-11-29,10,Saarland,2002,203.79743227450965
2022-11-29,11,Berlin,6371,173.24401110327966
2022-11-29,12,Brandenburg,6528,257.2237799601871
2022-11-29,13,Mecklenburg-Vorpommern,4591,284.9499739318255
2022-11-29,14,Sachsen,6141,151.8920841493524
2022-11-29,15,Sachsen-Anhalt,4695,216.43395214850457
2022-11-29,16,Thüringen,2247,106.55030696636054
