Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-12-17,00,Bundesgebiet,209471,251.6557395712038
2022-12-17,01,Schleswig-Holstein,9276,317.45325555568866
2022-12-17,02,Hamburg,3951,213.11426776019653
2022-12-17,03,Niedersachsen,37212,463.5836089333652
2022-12-17,04,Bremen,3197,472.60530139859833
2022-12-17,05,Nordrhein-Westfalen,59258,330.5961067675129
2022-12-17,06,Hessen,13415,213.10506389418805
2022-12-17,07,Rheinland-Pfalz,7609,185.29228768642767
2022-12-17,08,Baden-Württemberg,16456,147.9238612802102
2022-12-17,09,Bayern,16192,122.88087969110394
2022-12-17,10,Saarland,2183,222.2226746529743
2022-12-17,11,Berlin,10731,291.8037173362571
2022-12-17,12,Brandenburg,8901,350.7274610026999
2022-12-17,13,Mecklenburg-Vorpommern,6194,384.4435065418705
2022-12-17,14,Sachsen,7310,180.80624249011007
2022-12-17,15,Sachsen-Anhalt,5032,231.969253932114
2022-12-17,16,Thüringen,2554,121.10791454921443
