Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-11-04,00,Bundesgebiet,241472,290.10132546146116
2022-11-04,01,Schleswig-Holstein,9246,316.42656326734556
2022-11-04,02,Hamburg,4925,265.6511689999919
2022-11-04,03,Niedersachsen,31863,396.9462681781097
2022-11-04,04,Bremen,2502,369.86501848585954
2022-11-04,05,Nordrhein-Westfalen,64910,362.1282069978612
2022-11-04,06,Hessen,22188,352.4692625929366
2022-11-04,07,Rheinland-Pfalz,10279,250.3113977038757
2022-11-04,08,Baden-Württemberg,22619,203.3233968338037
2022-11-04,09,Bayern,27334,207.43737435008862
2022-11-04,10,Saarland,3009,306.3069299270727
2022-11-04,11,Berlin,8665,235.6238198414563
2022-11-04,12,Brandenburg,8321,327.87363251359017
2022-11-04,13,Mecklenburg-Vorpommern,6617,410.69788227115873
2022-11-04,14,Sachsen,9030,223.3488877819007
2022-11-04,15,Sachsen-Anhalt,5829,268.71001215625836
2022-11-04,16,Thüringen,4135,196.07722265505157
