Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-11-24,00,Bundesgebiet,155541,186.86493781308445
2022-11-24,01,Schleswig-Holstein,4618,158.04216625228224
2022-11-24,02,Hamburg,3562,192.1318708584713
2022-11-24,03,Niedersachsen,23505,292.8230873905931
2022-11-24,04,Bremen,1800,266.0899413567335
2022-11-24,05,Nordrhein-Westfalen,42725,238.3596925586754
2022-11-24,06,Hessen,12023,190.9923356839227
2022-11-24,07,Rheinland-Pfalz,7322,178.30334215271697
2022-11-24,08,Baden-Württemberg,14809,133.11889047755426
2022-11-24,09,Bayern,14178,107.59665960106669
2022-11-24,10,Saarland,2128,216.6238440959823
2022-11-24,11,Berlin,5776,157.0644181655224
2022-11-24,12,Brandenburg,5588,220.18481654680227
2022-11-24,13,Mecklenburg-Vorpommern,4259,264.34370267384986
2022-11-24,14,Sachsen,6595,163.12136377869712
2022-11-24,15,Sachsen-Anhalt,4220,194.53701343273468
2022-11-24,16,Thüringen,2433,115.37022556704726
