Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-07-04,00,Bundesgebiet,541122,650.7387388262774
2022-07-04,01,Schleswig-Holstein,29562,1015.5709193970885
2022-07-04,02,Hamburg,13229,714.124540210464
2022-07-04,03,Niedersachsen,72697,908.3240779161811
2022-07-04,04,Bremen,4909,721.7737785423375
2022-07-04,05,Nordrhein-Westfalen,125720,701.3445039683536
2022-07-04,06,Hessen,48784,775.1915812007778
2022-07-04,07,Rheinland-Pfalz,26214,639.6168642767369
2022-07-04,08,Baden-Württemberg,60972,549.1467519309797
2022-07-04,09,Bayern,82291,626.2545963020453
2022-07-04,10,Saarland,8071,820.231079349303
2022-07-04,11,Berlin,16621,453.61901788384995
2022-07-04,12,Brandenburg,10962,433.0972935962681
2022-07-04,13,Mecklenburg-Vorpommern,10242,635.8433895754464
2022-07-04,14,Sachsen,15343,378.19135156266753
2022-07-04,15,Sachsen-Anhalt,9500,435.64312848629146
2022-07-04,16,Thüringen,6005,283.22305478114004
