Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-11-22,00,Bundesgebiet,152510,183.22353376841806
2022-11-22,01,Schleswig-Holstein,5576,190.8278733267055
2022-11-22,02,Hamburg,3316,178.8627972393854
2022-11-22,03,Niedersachsen,22410,279.18168000098666
2022-11-22,04,Bremen,1658,245.09840153859116
2022-11-22,05,Nordrhein-Westfalen,42049,234.58833732942637
2022-11-22,06,Hessen,11994,190.53165384620883
2022-11-22,07,Rheinland-Pfalz,7378,179.66703884222153
2022-11-22,08,Baden-Württemberg,15341,137.90106683882502
2022-11-22,09,Bayern,14610,110.87510204341827
2022-11-22,10,Saarland,2076,211.33040429664436
2022-11-22,11,Berlin,5365,145.8882623715422
2022-11-22,12,Brandenburg,5265,207.4575982675222
2022-11-22,13,Mecklenburg-Vorpommern,3990,247.64765758832144
2022-11-22,14,Sachsen,5137,127.0590516650746
2022-11-22,15,Sachsen-Anhalt,3932,181.2605537482258
2022-11-22,16,Thüringen,2413,114.42184722288741
