Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-01-06,00,Bundesgebiet,135631,162.9453223299738
2023-01-06,01,Schleswig-Holstein,4521,154.7225278533062
2023-01-06,02,Hamburg,2347,126.59559261786416
2023-01-06,03,Niedersachsen,21939,273.31400613751214
2023-01-06,04,Bremen,1550,229.13300505718715
2023-01-06,05,Nordrhein-Westfalen,39353,219.54754783526164
2023-01-06,06,Hessen,11571,183.8120532478308
2023-01-06,07,Rheinland-Pfalz,7964,193.93715062882245
2023-01-06,08,Baden-Württemberg,10582,95.1221621333972
2023-01-06,09,Bayern,11937,90.58973943136782
2023-01-06,10,Saarland,2075,211.22860737742633
2023-01-06,11,Berlin,5535,150.5110032109014
2023-01-06,12,Brandenburg,4300,169.43355603995164
2023-01-06,13,Mecklenburg-Vorpommern,3270,202.95935847463937
2023-01-06,14,Sachsen,4124,102.00341231589793
2023-01-06,15,Sachsen-Anhalt,2713,125.06609418080785
2023-01-06,16,Thüringen,1850,87.72499683478728
