Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-08-20,00,Bundesgebiet,251887,302.912520109577
2022-08-20,01,Schleswig-Holstein,10325,354.7043414780779
2022-08-20,02,Hamburg,4375,236.1701461501837
2022-08-20,03,Niedersachsen,27803,347.3889478011965
2022-08-20,04,Bremen,2334,343.1696881478541
2022-08-20,05,Nordrhein-Westfalen,70392,392.6904416428599
2022-08-20,06,Hessen,22359,355.2908446225851
2022-08-20,07,Rheinland-Pfalz,11850,289.13785922329026
2022-08-20,08,Baden-Württemberg,24286,218.73282846873602
2022-08-20,09,Bayern,31154,237.08954433891827
2022-08-20,10,Saarland,3064,311.38496185432587
2022-08-20,11,Berlin,7786,212.4948964107849
2022-08-20,12,Brandenburg,8359,330.2554531263643
2022-08-20,13,Mecklenburg-Vorpommern,6262,388.7572061629999
2022-08-20,14,Sachsen,11203,276.1440208275151
2022-08-20,15,Sachsen-Anhalt,6165,282.7094618018933
2022-08-20,16,Thüringen,4170,196.67612630097486
