Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-09-06,00,Bundesgebiet,182169,219.07153158297783
2022-09-06,01,Schleswig-Holstein,6129,210.55524541589728
2022-09-06,02,Hamburg,3170,171.12214018196167
2022-09-06,03,Niedersachsen,20202,252.41706015465135
2022-09-06,04,Bremen,1771,260.3913957625748
2022-09-06,05,Nordrhein-Westfalen,45837,255.70734989180264
2022-09-06,06,Hessen,14974,237.9411023470902
2022-09-06,07,Rheinland-Pfalz,8912,217.4511899913893
2022-09-06,08,Baden-Württemberg,17177,154.70533618576457
2022-09-06,09,Bayern,27499,209.2741021947716
2022-09-06,10,Saarland,2383,242.1770117816118
2022-09-06,11,Berlin,7635,208.373816349389
2022-09-06,12,Brandenburg,6436,254.27971005159475
2022-09-06,13,Mecklenburg-Vorpommern,4596,285.32866808130746
2022-09-06,14,Sachsen,8313,204.90808222254157
2022-09-06,15,Sachsen-Anhalt,3817,175.03682330864996
2022-09-06,16,Thüringen,3318,156.49193934451668
