Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-12-05,00,Bundesgebiet,162397,195.10164719290398
2022-12-05,01,Schleswig-Holstein,6773,231.79289563159543
2022-12-05,02,Hamburg,3646,196.66277404547625
2022-12-05,03,Niedersachsen,30074,374.6590738219399
2022-12-05,04,Bremen,2210,326.6993168879895
2022-12-05,05,Nordrhein-Westfalen,39035,217.7734487777155
2022-12-05,06,Hessen,9777,155.31332163201466
2022-12-05,07,Rheinland-Pfalz,5566,135.54171024611074
2022-12-05,08,Baden-Württemberg,13165,118.34088683483027
2022-12-05,09,Bayern,13708,104.0298356475823
2022-12-05,10,Saarland,2097,213.46813960022314
2022-12-05,11,Berlin,8372,227.65639004185485
2022-12-05,12,Brandenburg,8068,317.9046349140302
2022-12-05,13,Mecklenburg-Vorpommern,5269,327.03145559720946
2022-12-05,14,Sachsen,6712,166.01525302238286
2022-12-05,15,Sachsen-Anhalt,5383,248.1499391726092
2022-12-05,16,Thüringen,2542,120.53888754271851
