Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-07-09,00,Bundesgebiet,582315,700.2763308452137
2022-07-09,01,Schleswig-Holstein,24340,836.1746897410573
2022-07-09,02,Hamburg,12236,660.5206647528338
2022-07-09,03,Niedersachsen,72943,911.39776353137
2022-07-09,04,Bremen,5279,776.1751429873701
2022-07-09,05,Nordrhein-Westfalen,120840,674.1208229361745
2022-07-09,06,Hessen,55898,888.2350566981198
2022-07-09,07,Rheinland-Pfalz,27990,682.9509434312148
2022-07-09,08,Baden-Württemberg,79909,719.7035983738873
2022-07-09,09,Bayern,99488,757.1279638951755
2022-07-09,10,Saarland,10134,1029.8874684829434
2022-07-09,11,Berlin,19058,520.1294292058489
2022-07-09,12,Brandenburg,12884,509.0335277042802
2022-07-09,13,Mecklenburg-Vorpommern,9216,572.1473030977654
2022-07-09,14,Sachsen,17442,429.9298412276639
2022-07-09,15,Sachsen-Anhalt,8104,371.62651718451644
2022-07-09,16,Thüringen,6554,309.11638651716765
