Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-08-06,00,Bundesgebiet,346897,417.1689864441275
2022-08-06,01,Schleswig-Holstein,10907,374.6983295400868
2022-08-06,02,Hamburg,5186,279.94934352796633
2022-08-06,03,Niedersachsen,34048,425.4180805932863
2022-08-06,04,Bremen,2858,420.21378265919753
2022-08-06,05,Nordrhein-Westfalen,77100,430.1118458157816
2022-08-06,06,Hessen,33090,525.8094748674512
2022-08-06,07,Rheinland-Pfalz,16714,407.81858051122987
2022-08-06,08,Baden-Württemberg,47634,429.0175224936083
2022-08-06,09,Bayern,59923,456.0286565263208
2022-08-06,10,Saarland,4822,490.04513252661866
2022-08-06,11,Berlin,11665,318.3602577230678
2022-08-06,12,Brandenburg,9250,365.4579425073418
2022-08-06,13,Mecklenburg-Vorpommern,7071,438.9815082686956
2022-08-06,14,Sachsen,14092,347.3553103187845
2022-08-06,15,Sachsen-Anhalt,7291,334.3446368203738
2022-08-06,16,Thüringen,5246,247.42516992204176
