Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-07-05,00,Bundesgebiet,571832,687.6697574678313
2022-07-05,01,Schleswig-Holstein,30626,1052.123502383304
2022-07-05,02,Hamburg,12730,687.1876481124202
2022-07-05,03,Niedersachsen,77373,966.749093918713
2022-07-05,04,Bremen,5041,741.1818328848897
2022-07-05,05,Nordrhein-Westfalen,133701,745.8674954269237
2022-07-05,06,Hessen,52051,827.1051367883258
2022-07-05,07,Rheinland-Pfalz,25620,625.1233715865568
2022-07-05,08,Baden-Württemberg,66486,598.8088130434152
2022-07-05,09,Bayern,87926,669.13832174179
2022-07-05,10,Saarland,8352,848.7882511120529
2022-07-05,11,Berlin,18021,491.8277071948054
2022-07-05,12,Brandenburg,11185,441.90779318320193
2022-07-05,13,Mecklenburg-Vorpommern,10572,656.3304349337648
2022-07-05,14,Sachsen,16168,398.5268703685856
2022-07-05,15,Sachsen-Anhalt,9687,444.2184195417585
2022-07-05,16,Thüringen,6293,296.8064419213512
