Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-12-09,00,Bundesgebiet,183000,219.85382387791293
2022-12-09,01,Schleswig-Holstein,8190,280.28699471766816
2022-12-09,02,Hamburg,3859,208.15184998395304
2022-12-09,03,Niedersachsen,34659,431.77857417020067
2022-12-09,04,Bremen,2412,356.56052141802286
2022-12-09,05,Nordrhein-Westfalen,44591,248.76997193408764
2022-12-09,06,Hessen,11031,175.23383971798648
2022-12-09,07,Rheinland-Pfalz,6133,149.34913922734407
2022-12-09,08,Baden-Württemberg,15753,141.60455680281666
2022-12-09,09,Bayern,15364,116.5971983432634
2022-12-09,10,Saarland,2155,219.37236091486926
2022-12-09,11,Berlin,8654,235.3247013165566
2022-12-09,12,Brandenburg,9152,360.617652297125
2022-12-09,13,Mecklenburg-Vorpommern,6117,379.6643412199906
2022-12-09,14,Sachsen,7494,185.35731617248766
2022-12-09,15,Sachsen-Anhalt,5023,231.55436456697305
2022-12-09,16,Thüringen,2413,114.42184722288741
