Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-12-13,00,Bundesgebiet,189823,228.05088748621347
2022-12-13,01,Schleswig-Holstein,8779,300.4443866454712
2022-12-13,02,Hamburg,3741,201.78700979268422
2022-12-13,03,Niedersachsen,36109,449.84253829342384
2022-12-13,04,Bremen,2602,384.64779300567807
2022-12-13,05,Nordrhein-Westfalen,47583,265.4621240730123
2022-12-13,06,Hessen,11986,190.40456920132226
2022-12-13,07,Rheinland-Pfalz,6386,155.51012605671272
2022-12-13,08,Baden-Württemberg,15717,141.28095088363293
2022-12-13,09,Bayern,15598,118.3730213328705
2022-12-13,10,Saarland,2255,229.55205283667294
2022-12-13,11,Berlin,8830,240.11059771495204
2022-12-13,12,Brandenburg,9095,358.37167260078144
2022-12-13,13,Mecklenburg-Vorpommern,6099,378.5471337421485
2022-12-13,14,Sachsen,7302,180.60836972131105
2022-12-13,15,Sachsen-Anhalt,5120,236.02594994682502
2022-12-13,16,Thüringen,2621,124.28498200214997
