Datenstand,IdLandkreis,Landkreis,AnzahlFall_7d,incidence_7d
2024-04-19,01001,SK Flensburg,1,1.097538221768573
2024-04-19,01002,SK Kiel,0,0.0
2024-04-19,01003,SK Lübeck,0,0.0
2024-04-19,01004,SK Neumünster,0,0.0
2024-04-19,01051,LK Dithmarschen,1,0.7464413409072248
2024-04-19,01053,LK Herzogtum Lauenburg,2,0.995921700635896
2024-04-19,01054,LK Nordfriesland,0,0.0
2024-04-19,01055,LK Ostholstein,3,1.4850455908996405
2024-04-19,01056,LK Pinneberg,5,1.5707168123244724
2024-04-19,01057,LK Plön,1,0.7710873102161357
2024-04-19,01058,LK Rendsburg-Eckernförde,0,0.0
2024-04-19,01059,LK Schleswig-Flensburg,3,1.4720386262935539
2024-04-19,01060,LK Segeberg,7,2.4964336661911553
2024-04-19,01061,LK Steinburg,1,0.7642747414840687
2024-04-19,01062,LK Stormarn,2,0.8149759989568306
2024-04-19,02000,SK Hamburg,21,1.1327257967512345
2024-04-19,03101,SK Braunschweig,0,0.0
2024-04-19,03102,SK Salzgitter,0,0.0
2024-04-19,03103,SK Wolfsburg,1,0.80678343512251
2024-04-19,03151,LK Gifhorn,0,0.0
2024-04-19,03153,LK Goslar,2,1.4919806042521448
2024-04-19,03154,LK Helmstedt,0,0.0
2024-04-19,03155,LK Northeim,0,0.0
2024-04-19,03157,LK Peine,0,0.0
2024-04-19,03158,LK Wolfenbüttel,0,0.0
2024-04-19,03159,LK Göttingen,0,0.0
2024-04-19,03241,Region Hannover,9,0.7775102566561358
2024-04-19,03251,LK Diepholz,2,0.913913881894909
2024-04-19,03252,LK Hameln-Pyrmont,0,0.0
2024-04-19,03254,LK Hildesheim,2,0.7278735538062328
2024-04-19,03255,LK Holzminden,1,1.4313933182559904
2024-04-19,03256,LK Nienburg (Weser),0,0.0
2024-04-19,03257,LK Schaumburg,0,0.0
2024-04-19,03351,LK Celle,0,0.0
2024-04-19,03352,LK Cuxhaven,0,0.0
2024-04-19,03353,LK Harburg,3,1.1648314100672497
2024-04-19,03354,LK Lüchow-Dannenberg,1,2.063046707377455
2024-04-19,03355,LK Lüneburg,0,0.0
2024-04-19,03356,LK Osterholz,0,0.0
2024-04-19,03357,LK Rotenburg (Wümme),0,0.0
2024-04-19,03358,LK Heidekreis,3,2.099193909538737
2024-04-19,03359,LK Stade,0,0.0
2024-04-19,03360,LK Uelzen,2,2.1529915818029153
2024-04-19,03361,LK Verden,0,0.0
2024-04-19,03401,SK Delmenhorst,0,0.0
2024-04-19,03402,SK Emden,0,0.0
2024-04-19,03403,SK Oldenburg,0,0.0
2024-04-19,03404,SK Osnabrück,0,0.0
2024-04-19,03405,SK Wilhelmshaven,1,1.3328535060711477
2024-04-19,03451,LK Ammerland,0,0.0
2024-04-19,03452,LK Aurich,2,1.0502822633582776
2024-04-19,03453,LK Cloppenburg,0,0.0
2024-04-19,03454,LK Emsland,2,0.60350576498882
2024-04-19,03455,LK Friesland,0,0.0
2024-04-19,03456,LK Grafschaft Bentheim,0,0.0
2024-04-19,03457,LK Leer,0,0.0
