Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-08-27,00,Bundesgebiet,216415,260.2548485611171
2022-08-27,01,Schleswig-Holstein,8047,276.4460857989436
2022-08-27,02,Hamburg,3477,187.69453672324315
2022-08-27,03,Niedersachsen,24143,301.6585032825338
2022-08-27,04,Bremen,1910,280.82866510814114
2022-08-27,05,Nordrhein-Westfalen,59793,333.5626147453052
2022-08-27,06,Hessen,16102,255.86534192552733
2022-08-27,07,Rheinland-Pfalz,9154,223.3559462725738
2022-08-27,08,Baden-Württemberg,19529,175.8887180748557
2022-08-27,09,Bayern,30398,231.33619980787176
2022-08-27,10,Saarland,2697,274.0878727549337
2022-08-27,11,Berlin,10365,282.88076050575205
2022-08-27,12,Brandenburg,7649,302.20408672850346
2022-08-27,13,Mecklenburg-Vorpommern,5359,332.6972002279649
2022-08-27,14,Sachsen,9381,231.2333356585664
2022-08-27,15,Sachsen-Anhalt,4735,217.1337066718516
2022-08-27,16,Thüringen,3676,173.3768441924181
