Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-08-26,00,Bundesgebiet,219215,263.62205312628646
2022-08-26,01,Schleswig-Holstein,8071,277.2705801520161
2022-08-26,02,Hamburg,3571,192.76882100624138
2022-08-26,03,Niedersachsen,24681,308.38062873363776
2022-08-26,04,Bremen,1831,269.2132386455531
2022-08-26,05,Nordrhein-Westfalen,60756,338.9348288506307
2022-08-26,06,Hessen,17412,276.681613067152
2022-08-26,07,Rheinland-Pfalz,9339,227.86991285116525
2022-08-26,08,Baden-Württemberg,20120,181.21158316688496
2022-08-26,09,Bayern,30407,231.40469200466995
2022-08-26,10,Saarland,2791,283.64080565777533
2022-08-26,11,Berlin,9220,251.63151103357782
2022-08-26,12,Brandenburg,7646,302.0855598282308
2022-08-26,13,Mecklenburg-Vorpommern,5343,331.7038889378647
2022-08-26,14,Sachsen,9376,231.11009009004567
2022-08-26,15,Sachsen-Anhalt,4918,225.52556904164015
2022-08-26,16,Thüringen,3733,176.06522289725157
