Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-12-26,00,Bundesgebiet,204092,245.19347881361205
2022-12-26,01,Schleswig-Holstein,9008,308.2814711131569
2022-12-26,02,Hamburg,3938,212.4130565526839
2022-12-26,03,Niedersachsen,36395,453.4054994929009
2022-12-26,04,Bremen,2308,341.1864359174116
2022-12-26,05,Nordrhein-Westfalen,58539,326.58485764054535
2022-12-26,06,Hessen,14716,233.77220426886853
2022-12-26,07,Rheinland-Pfalz,8571,208.71864867398762
2022-12-26,08,Baden-Württemberg,16003,143.8518201304815
2022-12-26,09,Bayern,17160,130.22701923785473
2022-12-26,10,Saarland,2504,254.89948572196408
2022-12-26,11,Berlin,9608,261.2664352033136
2022-12-26,12,Brandenburg,7136,281.18089672118487
2022-12-26,13,Mecklenburg-Vorpommern,5663,351.4858859455299
2022-12-26,14,Sachsen,5934,146.77212625667758
2022-12-26,15,Sachsen-Anhalt,4276,197.11854726027806
2022-12-26,16,Thüringen,2333,110.62833384624797
