Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-12-08,00,Bundesgebiet,178282,214.18567993771626
2022-12-08,01,Schleswig-Holstein,7930,271.3889948853613
2022-12-08,02,Hamburg,3677,198.3348930787757
2022-12-08,03,Niedersachsen,34006,423.64356136160427
2022-12-08,04,Bremen,2409,356.1170381824283
2022-12-08,05,Nordrhein-Westfalen,42845,239.02916390114564
2022-12-08,06,Hessen,10939,173.77236630179075
2022-12-08,07,Rheinland-Pfalz,5978,145.5746216046083
2022-12-08,08,Baden-Württemberg,15246,137.0471067743124
2022-12-08,09,Bayern,15221,115.51197318294794
2022-12-08,10,Saarland,2136,217.43821944972657
2022-12-08,11,Berlin,8603,233.93787906474884
2022-12-08,12,Brandenburg,8674,341.7829453698931
2022-12-08,13,Mecklenburg-Vorpommern,6036,374.6369075697013
2022-12-08,14,Sachsen,7106,175.7604868857349
2022-12-08,15,Sachsen-Anhalt,4950,228.18915082749683
2022-12-08,16,Thüringen,2526,119.78018486739062
