Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-11-06,00,Bundesgebiet,224099,269.22962883724813
2022-11-06,01,Schleswig-Holstein,8593,294.0788944577439
2022-11-06,02,Hamburg,4620,249.1996752852716
2022-11-06,03,Niedersachsen,30274,377.15065508031546
2022-11-06,04,Bremen,2431,359.3692485767884
2022-11-06,05,Nordrhein-Westfalen,59449,331.6616819876113
2022-11-06,06,Hessen,19430,308.65683126828725
2022-11-06,07,Rheinland-Pfalz,10116,246.34206626835362
2022-11-06,08,Baden-Württemberg,21104,189.7049810681548
2022-11-06,09,Bayern,24843,188.5332073966215
2022-11-06,10,Saarland,2817,286.7619214372096
2022-11-06,11,Berlin,8090,219.9880787671531
2022-11-06,12,Brandenburg,7915,311.8759525712133
2022-11-06,13,Mecklenburg-Vorpommern,6289,390.3398793415924
2022-11-06,14,Sachsen,8612,213.01003561215157
2022-11-06,15,Sachsen-Anhalt,5610,258.61437093782973
2022-11-06,16,Thüringen,3906,185.21829061442114
