Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-11-16,00,Bundesgebiet,169285,203.37680095722675
2022-11-16,01,Schleswig-Holstein,6932,237.2343647598139
2022-11-16,02,Hamburg,3572,192.67126409501952
2022-11-16,03,Niedersachsen,24069,299.8493465392123
2022-11-16,04,Bremen,1877,277.4726777369937
2022-11-16,05,Nordrhein-Westfalen,46370,258.69488458620896
2022-11-16,06,Hessen,12629,200.6189975340813
2022-11-16,07,Rheinland-Pfalz,7400,180.202776827384
2022-11-16,08,Baden-Württemberg,17426,156.64324299154976
2022-11-16,09,Bayern,18372,139.42487164556334
2022-11-16,10,Saarland,1996,203.18665075920143
2022-11-16,11,Berlin,5871,159.64771451692903
2022-11-16,12,Brandenburg,5835,229.91739523095765
2022-11-16,13,Mecklenburg-Vorpommern,4472,277.5639911616475
2022-11-16,14,Sachsen,5634,139.35189742671412
2022-11-16,15,Sachsen-Anhalt,4274,197.0263496235801
2022-11-16,16,Thüringen,2556,121.20275238363043
