Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-12-04,00,Bundesgebiet,165996,199.42543906250293
2022-12-04,01,Schleswig-Holstein,6960,238.19261089560078
2022-12-04,02,Hamburg,3834,206.80336689258252
2022-12-04,03,Niedersachsen,30647,381.79745412718603
2022-12-04,04,Bremen,2220,328.1775943399713
2022-12-04,05,Nordrhein-Westfalen,40566,226.314787322065
2022-12-04,06,Hessen,10049,159.63419955815846
2022-12-04,07,Rheinland-Pfalz,5619,136.83235175582035
2022-12-04,08,Baden-Württemberg,13455,120.94771229492149
2022-12-04,09,Bayern,13859,105.17577270497836
2022-12-04,10,Saarland,2097,213.46813960022314
2022-12-04,11,Berlin,8374,227.71077522820022
2022-12-04,12,Brandenburg,8166,321.7661438656384
2022-12-04,13,Mecklenburg-Vorpommern,5294,328.5831326497679
2022-12-04,14,Sachsen,6832,168.98334455436827
2022-12-04,15,Sachsen-Anhalt,5425,250.08608954326675
2022-12-04,16,Thüringen,2599,123.24176582357413
