Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-07-02,00,Bundesgebiet,579198,696.5279106203448
2022-07-02,01,Schleswig-Holstein,31517,1082.7328552411216
2022-07-02,02,Hamburg,12824,692.2619323954184
2022-07-02,03,Niedersachsen,79507,993.4126918976274
2022-07-02,04,Bremen,5457,802.3466102068721
2022-07-02,05,Nordrhein-Westfalen,140287,782.6083075740409
2022-07-02,06,Hessen,51701,821.5435376283498
2022-07-02,07,Rheinland-Pfalz,26733,652.2803705161366
2022-07-02,08,Baden-Württemberg,64806,583.6778259797787
2022-07-02,09,Bayern,86731,660.0440800558105
2022-07-02,10,Saarland,8122,825.4140535838235
2022-07-02,11,Berlin,17330,472.96898982775525
2022-07-02,12,Brandenburg,11339,447.99217406386464
2022-07-02,13,Mecklenburg-Vorpommern,10515,652.7917634627825
2022-07-02,14,Sachsen,16480,406.2173938442782
2022-07-02,15,Sachsen-Anhalt,9681,443.9432765132408
2022-07-02,16,Thüringen,6168,290.9108745861901
