Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-09-10,00,Bundesgebiet,191734,230.57414289220816
2022-09-10,01,Schleswig-Holstein,6273,215.50221153433247
2022-09-10,02,Hamburg,2801,151.20287528380905
2022-09-10,03,Niedersachsen,23815,297.5602557956154
2022-09-10,04,Bremen,1960,288.1802008439563
2022-09-10,05,Nordrhein-Westfalen,43047,240.14299126889688
2022-09-10,06,Hessen,16566,263.23843338332415
2022-09-10,07,Rheinland-Pfalz,10530,256.9300976895567
2022-09-10,08,Baden-Württemberg,17764,159.99217511811852
2022-09-10,09,Bayern,29711,226.10796211894464
2022-09-10,10,Saarland,2577,261.89263926194445
2022-09-10,11,Berlin,7078,193.172216387816
2022-09-10,12,Brandenburg,7004,276.7208031698834
2022-09-10,13,Mecklenburg-Vorpommern,4821,299.2971080983428
2022-09-10,14,Sachsen,8882,218.933427920199
2022-09-10,15,Sachsen-Anhalt,4589,210.43855964458857
2022-09-10,16,Thüringen,4316,203.56214894844305
