Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-12-22,00,Bundesgebiet,211665,254.29158268370733
2022-12-22,01,Schleswig-Holstein,9136,312.6620248767541
2022-12-22,02,Hamburg,4462,240.67726214780993
2022-12-22,03,Niedersachsen,38485,479.44252364292606
2022-12-22,04,Bremen,2778,410.66547616055874
2022-12-22,05,Nordrhein-Westfalen,61415,342.6298541484154
2022-12-22,06,Hessen,14121,224.32028380542897
2022-12-22,07,Rheinland-Pfalz,8106,197.39509580578036
2022-12-22,08,Baden-Württemberg,16622,149.41604412977964
2022-12-22,09,Bayern,16911,128.3373614412215
2022-12-22,10,Saarland,2390,243.29463693110793
2022-12-22,11,Berlin,9873,268.4724723940794
2022-12-22,12,Brandenburg,7673,302.3403896498951
2022-12-22,13,Mecklenburg-Vorpommern,5917,367.2509247995233
2022-12-22,14,Sachsen,6894,170.51685851256073
2022-12-22,15,Sachsen-Anhalt,4465,205.83122392823705
2022-12-22,16,Thüringen,2417,114.61152289171939
