Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-08-10,00,Bundesgebiet,305028,366.81845503731455
2022-08-10,01,Schleswig-Holstein,10668,366.48773994073946
2022-08-10,02,Hamburg,4276,230.82595312872812
2022-08-10,03,Niedersachsen,30782,384.6105309217146
2022-08-10,04,Bremen,2356,346.40436387161276
2022-08-10,05,Nordrhein-Westfalen,70887,395.45186010821413
2022-08-10,06,Hessen,28810,457.7990622826011
2022-08-10,07,Rheinland-Pfalz,14176,345.89183901682395
2022-08-10,08,Baden-Württemberg,40674,366.3320046585427
2022-08-10,09,Bayern,49816,379.11191952197316
2022-08-10,10,Saarland,4051,411.69075733416264
2022-08-10,11,Berlin,10642,290.44062260513397
2022-08-10,12,Brandenburg,8286,327.3712985530631
2022-08-10,13,Mecklenburg-Vorpommern,6630,411.6033658353065
2022-08-10,14,Sachsen,12203,300.7931345316582
2022-08-10,15,Sachsen-Anhalt,6212,284.864748858615
2022-08-10,16,Thüringen,4559,215.02313184799624
