Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-09-05,00,Bundesgebiet,178946,215.1956386138561
2022-09-05,01,Schleswig-Holstein,6047,207.73822304289948
2022-09-05,02,Hamburg,2544,137.32956612710112
2022-09-05,03,Niedersachsen,19233,240.30973754848085
2022-09-05,04,Bremen,1747,256.8626586093835
2022-09-05,05,Nordrhein-Westfalen,44978,250.91531259535958
2022-09-05,06,Hessen,14892,236.63809911532437
2022-09-05,07,Rheinland-Pfalz,9356,228.2847097800088
2022-09-05,08,Baden-Württemberg,16790,151.21980523717687
2022-09-05,09,Bayern,27537,209.56329147014162
2022-09-05,10,Saarland,2328,236.58752976399174
2022-09-05,11,Berlin,7236,197.48433989576668
2022-09-05,12,Brandenburg,6341,250.52635820962746
2022-09-05,13,Mecklenburg-Vorpommern,4437,275.4576371359359
2022-09-05,14,Sachsen,8368,206.26378347626942
2022-09-05,15,Sachsen-Anhalt,3883,178.0633966223442
2022-09-05,16,Thüringen,3229,152.29429540188195
