Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-09-09,00,Bundesgebiet,190811,229.46416795876127
2022-09-09,01,Schleswig-Holstein,6484,222.7508910550951
2022-09-09,02,Hamburg,2719,146.77637197310847
2022-09-09,03,Niedersachsen,23631,295.2612389127099
2022-09-09,04,Bremen,1846,271.41869936629763
2022-09-09,05,Nordrhein-Westfalen,44566,248.6169198524789
2022-09-09,06,Hessen,16407,260.7118783363636
2022-09-09,07,Rheinland-Pfalz,9554,233.11587401006884
2022-09-09,08,Baden-Württemberg,17673,159.17257998550488
2022-09-09,09,Bayern,29340,223.28456156204217
2022-09-09,10,Saarland,2469,250.91692911825416
2022-09-09,11,Berlin,7171,195.7103650349009
2022-09-09,12,Brandenburg,7076,279.56544877642705
2022-09-09,13,Mecklenburg-Vorpommern,4643,288.2465199959771
2022-09-09,14,Sachsen,8818,217.3558846431338
2022-09-09,15,Sachsen-Anhalt,4418,202.59698333183533
2022-09-09,16,Thüringen,3996,188.46949657043058
