Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-12-27,00,Bundesgebiet,156350,187.83685990880704
2022-12-27,01,Schleswig-Holstein,6750,231.00576487719906
2022-12-27,02,Hamburg,2905,156.6937352172541
2022-12-27,03,Niedersachsen,28040,349.31969242426
2022-12-27,04,Bremen,1750,258.6985540968242
2022-12-27,05,Nordrhein-Westfalen,45787,255.4423696473744
2022-12-27,06,Hessen,11340,180.14248412673072
2022-12-27,07,Rheinland-Pfalz,6366,155.02309152474683
2022-12-27,08,Baden-Württemberg,12152,109.23497583113237
2022-12-27,09,Bayern,12702,96.39531458969876
2022-12-27,10,Saarland,1831,186.39015908822535
2022-12-27,11,Berlin,7335,199.45767092176365
2022-12-27,12,Brandenburg,5402,212.8558301692602
2022-12-27,13,Mecklenburg-Vorpommern,4565,283.3362297971648
2022-12-27,14,Sachsen,4407,109.00316151216349
2022-12-27,15,Sachsen-Anhalt,3200,147.51621871676562
2022-12-27,16,Thüringen,1818,86.2075914841315
