Datenstand,IdLandkreis,Landkreis,incidence_7d
2023-11-08,09477,LK Kulmbach,53.27501121579184
2023-11-08,09478,LK Lichtenfels,26.969928529689394
2023-11-08,09479,LK Wunsiedel i.Fichtelgebirge,0.0
2023-11-08,09561,SK Ansbach,12.001344150544861
2023-11-08,09562,SK Erlangen,21.18419658934435
2023-11-08,09563,SK Fürth,24.008302225801955
2023-11-08,09564,SK Nürnberg,21.150260853217187
2023-11-08,09565,SK Schwabach,14.582219413794778
2023-11-08,09571,LK Ansbach,16.641704110500914
2023-11-08,09572,LK Erlangen-Höchstadt,24.403723721137215
2023-11-08,09573,LK Fürth,27.630785719070264
2023-11-08,09574,LK Nürnberger Land,26.250700018667164
2023-11-08,09575,LK Neustadt a.d.Aisch-Bad Windsheim,33.402758674892915
2023-11-08,09576,LK Roth,17.25219573400251
2023-11-08,09577,LK Weißenburg-Gunzenhausen,40.82786344649979
2023-11-08,09661,SK Aschaffenburg,33.622392513413935
2023-11-08,09662,SK Schweinfurt,11.19716338527573
2023-11-08,09663,SK Würzburg,12.605075118369532
2023-11-08,09671,LK Aschaffenburg,29.720229760237764
2023-11-08,09672,LK Bad Kissingen,28.031782241382643
2023-11-08,09673,LK Rhön-Grabfeld,65.51098568836927
2023-11-08,09674,LK Haßberge,7.118788856722509
2023-11-08,09675,LK Kitzingen,14.133507284192216
2023-11-08,09676,LK Miltenberg,13.977108602133839
2023-11-08,09677,LK Main-Spessart,10.30886959279965
2023-11-08,09678,LK Schweinfurt,8.610742762670709
2023-11-08,09679,LK Würzburg,6.114936343512665
2023-11-08,09761,SK Augsburg,15.515485128744796
2023-11-08,09762,SK Kaufbeuren,37.67897513187641
2023-11-08,09763,SK Kempten,23.170608083645895
2023-11-08,09764,SK Memmingen,46.95780505802643
2023-11-08,09771,LK Aichach-Friedberg,22.871814546474052
2023-11-08,09772,LK Augsburg,23.27475852438031
2023-11-08,09773,LK Dillingen a.d.Donau,24.49354493034648
2023-11-08,09774,LK Günzburg,4.671587405400355
2023-11-08,09775,LK Neu-Ulm,23.120735352168275
2023-11-08,09776,LK Lindau,12.146240738491437
2023-11-08,09777,LK Ostallgäu,28.624088916194253
2023-11-08,09778,LK Unterallgäu,12.857297531398876
2023-11-08,09779,LK Donau-Ries,22.22452698798394
2023-11-08,09780,LK Oberallgäu,12.722484446762763
2023-11-08,10041,LK Stadtverband Saarbrücken,15.888341623788513
2023-11-08,10042,LK Merzig-Wadern,13.536248138765881
2023-11-08,10043,LK Neunkirchen,20.634787194203916
2023-11-08,10044,LK Saarlouis,18.07281796541379
2023-11-08,10045,LK Saarpfalz-Kreis,17.735527809307605
2023-11-08,10046,LK Sankt Wendel,24.37043054427295
2023-11-08,11001,SK Berlin Mitte,26.473585979588865
2023-11-08,11002,SK Berlin Friedrichshain-Kreuzberg,8.907225897937442
2023-11-08,11003,SK Berlin Pankow,20.010128583604047
2023-11-08,11004,SK Berlin Charlottenburg-Wilmersdorf,19.5442409111399
2023-11-08,11005,SK Berlin Spandau,38.24695895103557
2023-11-08,11006,SK Berlin Steglitz-Zehlendorf,31.479358779148345
2023-11-08,11007,SK Berlin Tempelhof-Schöneberg,17.23709774018727
2023-11-08,11008,SK Berlin Neukölln,18.113452673920374
2023-11-08,11009,SK Berlin Treptow-Köpenick,30.382007994494632
2023-11-08,11010,SK Berlin Marzahn-Hellersdorf,33.108607146365514
2023-11-08,11011,SK Berlin Lichtenberg,21.49151085321298
2023-11-08,11012,SK Berlin Reinickendorf,31.084980965246224
2023-11-08,12051,SK Brandenburg a.d.Havel,28.98110707829039
2023-11-08,12052,SK Cottbus,33.55056476784026
2023-11-08,12053,SK Frankfurt (Oder),37.05075954057058
2023-11-08,12054,SK Potsdam,30.029374187841924
2023-11-08,12060,LK Barnim,31.773770752244022
2023-11-08,12061,LK Dahme-Spreewald,42.08514849232799
2023-11-08,12062,LK Elbe-Elster,36.88308063438899
2023-11-08,12063,LK Havelland,20.493532482248984
2023-11-08,12064,LK Märkisch-Oderland,29.298108251458594
2023-11-08,12065,LK Oberhavel,41.24284621979193
2023-11-08,12066,LK Oberspreewald-Lausitz,37.189237434686405
2023-11-08,12067,LK Oder-Spree,53.55797930207258
2023-11-08,12068,LK Ostprignitz-Ruppin,60.710924930941324
2023-11-08,12069,LK Potsdam-Mittelmark,25.05455058969301
2023-11-08,12070,LK Prignitz,30.433747055865776
2023-11-08,12071,LK Spree-Neiße,26.796480728864278
2023-11-08,12072,LK Teltow-Fläming,53.89898287403285
2023-11-08,12073,LK Uckermark,30.68112088361628
2023-11-08,13003,SK Rostock,47.02495201535509
2023-11-08,13004,SK Schwerin,28.201378734071444
2023-11-08,13071,LK Mecklenburgische Seenplatte,50.0922240559169
2023-11-08,13072,LK Rostock,33.05845837389116
2023-11-08,13073,LK Vorpommern-Rügen,52.23550243470562
2023-11-08,13074,LK Nordwestmecklenburg,32.818130755006344
2023-11-08,13075,LK Vorpommern-Greifswald,69.65355848987687
2023-11-08,13076,LK Ludwigslust-Parchim,49.551909164271656
2023-11-08,14511,SK Chemnitz,51.00676662347546
2023-11-08,14521,LK Erzgebirgskreis,30.119107379181308
2023-11-08,14522,LK Mittelsachsen,38.085183861236295
2023-11-08,14523,LK Vogtlandkreis,16.26192541196878
2023-11-08,14524,LK Zwickau,19.37853052603021
2023-11-08,14612,SK Dresden,38.534188288127694
2023-11-08,14625,LK Bautzen,56.02619055654933
2023-11-08,14626,LK Görlitz,35.04207062386969
2023-11-08,14627,LK Meißen,22.143859883682065
2023-11-08,14628,LK Sächsische Schweiz-Osterzgebirge,23.769615055182392
2023-11-08,14713,SK Leipzig,58.81707888466868
2023-11-08,14729,LK Leipzig,46.08580479757101
2023-11-08,14730,LK Nordsachsen,45.56293000015188
2023-11-08,15001,SK Dessau-Roßlau,53.34620416354422
2023-11-08,15002,SK Halle,32.34465116083693
2023-11-08,15003,SK Magdeburg,66.47247108235813
2023-11-08,15081,LK Altmarkkreis Salzwedel,50.00853804308053
2023-11-08,15082,LK Anhalt-Bitterfeld,51.956382296343804
2023-11-08,15083,LK Börde,48.20523673474187
2023-11-08,15084,LK Burgenlandkreis,25.51989701303783
2023-11-08,15085,LK Harz,37.77789467140404
2023-11-08,15086,LK Jerichower Land,88.64651361116722
2023-11-08,15087,LK Mansfeld-Südharz,51.391733488516216
2023-11-08,15088,LK Saalekreis,30.6322272911265
2023-11-08,15089,LK Salzlandkreis,45.28423946737109
2023-11-08,15090,LK Stendal,48.29333187542143
2023-11-08,15091,LK Wittenberg,46.213343494863835
2023-11-08,16051,SK Erfurt,45.491424631964996
2023-11-08,16052,SK Gera,64.57403029507049
2023-11-08,16053,SK Jena,57.917503755588136
2023-11-08,16054,SK Suhl,13.868086758750763
2023-11-08,16055,SK Weimar,3.0704043722558256
2023-11-08,16061,LK Eichsfeld,31.210986267166042
2023-11-08,16062,LK Nordhausen,64.88180493836228
2023-11-08,16063,LK Wartburgkreis,89.36438011327878
2023-11-08,16064,LK Unstrut-Hainich-Kreis,10.862159199755109
