Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-09-07,00,Bundesgebiet,180631,217.22197421825263
2022-09-07,01,Schleswig-Holstein,6151,211.31103190621374
2022-09-07,02,Hamburg,2443,131.8774096102626
2022-09-07,03,Niedersachsen,21240,265.38651409191147
2022-09-07,04,Bremen,1842,270.8305765074324
2022-09-07,05,Nordrhein-Westfalen,44707,249.40350571836765
2022-09-07,06,Hessen,15479,245.96569542076992
2022-09-07,07,Rheinland-Pfalz,9310,227.16231809019686
2022-09-07,08,Baden-Württemberg,16960,152.7509170233782
2022-09-07,09,Bayern,27287,207.66073044797017
2022-09-07,10,Saarland,2354,239.2298303541394
2022-09-07,11,Berlin,7079,193.1995083087524
2022-09-07,12,Brandenburg,5932,234.3671908057893
2022-09-07,13,Mecklenburg-Vorpommern,4542,281.97624247721905
2022-09-07,14,Sachsen,8068,198.8690493650265
2022-09-07,15,Sachsen-Anhalt,3652,167.47039002441437
2022-09-07,16,Thüringen,3585,169.08487117242083
