Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-08-08,00,Bundesgebiet,323737,389.31739439794086
2022-08-08,01,Schleswig-Holstein,10246,351.99038089921413
2022-08-08,02,Hamburg,4413,238.22145256245958
2022-08-08,03,Niedersachsen,31366,391.90741059354497
2022-08-08,04,Bremen,2757,405.3636804728508
2022-08-08,05,Nordrhein-Westfalen,69512,387.78125326000793
2022-08-08,06,Hessen,30821,489.75442202749207
2022-08-08,07,Rheinland-Pfalz,16124,393.4226870984247
2022-08-08,08,Baden-Württemberg,44308,399.06177072357553
2022-08-08,09,Bayern,56803,432.28469496962106
2022-08-08,10,Saarland,4802,488.0125936111204
2022-08-08,11,Berlin,11209,305.91514177607087
2022-08-08,12,Brandenburg,8945,353.4077076462889
2022-08-08,13,Mecklenburg-Vorpommern,6817,423.2126915383536
2022-08-08,14,Sachsen,13505,332.8862805744525
2022-08-08,15,Sachsen-Anhalt,7067,324.0726304223812
2022-08-08,16,Thüringen,5042,237.80360403105877
