Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2022-12-02,00,Bundesgebiet,170618,204.9782498491899
2022-12-02,01,Schleswig-Holstein,6249,213.86000366186917
2022-12-02,02,Hamburg,3933,212.14335993440977
2022-12-02,03,Niedersachsen,31933,397.8183216185411
2022-12-02,04,Bremen,1966,290.6293470596322
2022-12-02,05,Nordrhein-Westfalen,43816,244.44630284730064
2022-12-02,06,Hessen,10563,167.79938799212138
2022-12-02,07,Rheinland-Pfalz,5627,137.02716556860673
2022-12-02,08,Baden-Württemberg,13768,123.76128598115787
2022-12-02,09,Bayern,14143,107.33104505133912
2022-12-02,10,Saarland,2089,212.65376424647883
2022-12-02,11,Berlin,8008,217.7582861269916
2022-12-02,12,Brandenburg,8076,318.21986013456967
2022-12-02,13,Mecklenburg-Vorpommern,5258,326.34871769408375
2022-12-02,14,Sachsen,7132,176.40357338433174
2022-12-02,15,Sachsen-Anhalt,5410,249.3946072680319
2022-12-02,16,Thüringen,2647,125.51787384955779
