Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-10-16,00,Bundesgebiet,11329,13.610513501163254
2023-10-16,01,Schleswig-Holstein,311,10.643376722490208
2023-10-16,02,Hamburg,225,12.136347822334656
2023-10-16,03,Niedersachsen,671,8.359255121850158
2023-10-16,04,Bremen,19,2.80872715876552
2023-10-16,05,Nordrhein-Westfalen,1725,9.623650548009714
2023-10-16,06,Hessen,756,12.009498941782049
2023-10-16,07,Rheinland-Pfalz,584,14.22140833340436
2023-10-16,08,Baden-Württemberg,1552,13.951010738143303
2023-10-16,09,Bayern,2818,21.38576574663605
2023-10-16,10,Saarland,230,23.41329142014846
2023-10-16,11,Berlin,520,14.140148449804649
2023-10-16,12,Brandenburg,343,13.515281330628701
2023-10-16,13,Mecklenburg-Vorpommern,203,12.599617666774249
2023-10-16,14,Sachsen,604,14.939394044326468
2023-10-16,15,Sachsen-Anhalt,486,22.40402571760878
2023-10-16,16,Thüringen,282,13.37213465265406
